transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,0,baseline,0,600000,597267.45,26.75643,52.569865,55.027594,27.071477,1.3176,0.156934,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,1,baseline,1,600000,599182.69,26.967157,52.38403,55.1228,27.286652,1.3176,0.156934,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,2,baseline,2,600000,599500.33,28.289086,54.670892,57.334843,28.533541,1.3176,0.156934,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,3,baseline,3,600000,599936.56,28.799782,55.175041,57.370827,28.922637,1.346,0.157227,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,4,baseline,4,600000,598989.98,29.699551,56.730754,60.433853,29.897361,1.346,0.157227,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,5,baseline,5,600000,600123.76,29.038054,56.429706,60.282912,29.494002,1.0633,0.157129,0.036,0.12
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,6,baseline,6,600000,601238.62,28.417692,55.025209,57.514465,28.812614,1.0633,0.157129,0.036,0.12
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,7,baseline,7,600000,598371.83,28.874367,56.039216,62.030246,29.4568,1.1865,0.157324,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,8,baseline,8,600000,602896.8,27.448089,54.821902,66.578451,28.020381,1.1865,0.157324,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,9,baseline,9,600000,602141.24,23.79206,46.821156,56.782492,23.900921,1.1914,0.157129,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,10,baseline,10,600000,599496.43,23.568448,44.310438,46.638147,23.312084,1.1914,0.157129,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,11,baseline,11,600000,600205.95,22.902905,43.277971,45.624729,22.688084,1.2763,0.157227,0.036,0.12
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,12,baseline,12,600000,600636.97,22.805546,43.038423,45.127651,22.540756,1.2763,0.157227,0.036,0.12
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,13,baseline,13,600000,599548.64,22.755131,42.909768,45.772695,22.543746,1.0687,0.157031,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,14,baseline,14,600000,600293.58,22.415592,42.58563,44.771756,22.374156,1.0687,0.157031,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,15,baseline,15,600000,600040.27,23.122842,43.450889,45.612821,22.904333,1.0687,0.157031,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,16,baseline,16,600000,599488.49,22.9832,43.330247,45.336222,22.813262,1.0112,0.157031,0.024,0.08
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,17,baseline,17,600000,599759.71,23.232883,43.82678,47.782117,23.022645,1.0112,0.157031,0.024,0.08
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,18,baseline,18,600000,600007.74,23.270289,43.963972,48.460456,23.164328,1.253,0.157031,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,19,baseline,19,600000,600860.8,22.41521,42.323636,44.562582,22.166352,1.253,0.157031,0.032,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,20,baseline,20,600000,599994.54,22.198242,42.000365,44.113755,22.030716,1.2982,0.157227,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,21,baseline,21,600000,599839.39,22.23774,42.142844,44.542165,22.059964,1.2982,0.157227,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,22,baseline,22,600000,600484.3,21.385163,40.277716,43.213254,21.233862,1.1556,0.157031,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,23,baseline,23,600000,599450.06,20.691773,39.019459,41.864766,20.875183,1.1556,0.157031,0.036,0.116
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,24,baseline,24,600000,600512.41,20.611579,38.95527,41.753031,20.74003,1.4807,0.158008,0.036,0.292
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,25,baseline,25,600000,600075.3,21.070754,39.654125,42.765445,21.163529,1.4807,0.158008,0.036,0.292
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,26,baseline,26,600000,600365.46,20.392187,38.717771,41.481058,20.68918,1.6924,0.160547,0.044,0.856
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,27,baseline,27,600000,599904.78,21.128564,39.846551,42.989426,21.167171,1.6924,0.160547,0.044,0.856
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,28,baseline,28,600000,599941.34,20.636584,38.859632,41.875017,20.880243,1.7846,0.162891,0.04,0.8
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,29,baseline,29,600000,600482.34,20.437124,38.250141,41.435814,20.417642,1.7846,0.162891,0.04,0.8
zenoh,fanout_bursty_20260615_230159_zenoh_p128_s3000_u30_bursty,30,baseline,30,600000,599554.87,20.270386,38.245015,41.197638,20.410919,1.7632,0.165234,0.04,0.84
