timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781723741,nats,2.41%,0.06%,5MiB / 7.754GiB,19600,36900
1781723743,nats,1.88%,0.08%,6.516MiB / 7.754GiB,39800,76900
1781723745,nats,4.85%,0.13%,10.5MiB / 7.754GiB,66400,129000
1781723748,nats,2.76%,0.14%,11.19MiB / 7.754GiB,86900,170000
1781723750,nats,2.89%,0.14%,11.39MiB / 7.754GiB,114000,223000
1781723752,nats,3.20%,0.16%,12.91MiB / 7.754GiB,135000,265000
1781723754,nats,2.67%,0.19%,14.99MiB / 7.754GiB,158000,311000
1781723756,nats,2.57%,0.19%,15.15MiB / 7.754GiB,182000,358000
1781723758,nats,2.02%,0.20%,15.95MiB / 7.754GiB,203000,400000
1781723760,nats,2.93%,0.22%,17.7MiB / 7.754GiB,230000,453000
1781723762,nats,2.05%,0.25%,19.82MiB / 7.754GiB,250000,494000
1781723764,nats,2.90%,0.25%,19.94MiB / 7.754GiB,277000,546000
1781723766,nats,1.79%,0.25%,20.24MiB / 7.754GiB,298000,588000
1781723769,nats,3.20%,0.26%,20.77MiB / 7.754GiB,324000,640000
1781723771,nats,2.37%,0.28%,22.2MiB / 7.754GiB,345000,682000
1781723773,nats,2.87%,0.31%,24.51MiB / 7.754GiB,372000,735000
1781723775,nats,3.43%,0.33%,26.1MiB / 7.754GiB,393000,775000
1781723777,nats,2.94%,0.37%,29.31MiB / 7.754GiB,419000,828000
1781723779,nats,2.71%,0.37%,29.39MiB / 7.754GiB,440000,869000
1781723781,nats,2.51%,0.37%,29.52MiB / 7.754GiB,463000,915000
1781723783,nats,2.85%,0.37%,29.43MiB / 7.754GiB,487000,963000
1781723785,nats,1.96%,0.37%,29.57MiB / 7.754GiB,508000,1000000
1781723787,nats,2.81%,0.38%,30.16MiB / 7.754GiB,535000,1060000
1781723790,nats,3.10%,0.40%,31.83MiB / 7.754GiB,556000,1100000
1781723792,nats,3.05%,0.43%,33.96MiB / 7.754GiB,582000,1150000
1781723794,nats,1.89%,0.45%,35.51MiB / 7.754GiB,603000,1190000
1781723796,nats,3.33%,0.48%,37.77MiB / 7.754GiB,630000,1250000
1781723798,nats,2.50%,0.49%,39.24MiB / 7.754GiB,651000,1290000
1781723800,nats,8.68%,0.58%,45.76MiB / 7.754GiB,677000,1340000
1781723802,nats,394.43%,2.35%,186.2MiB / 7.754GiB,14100000,874000000
1781723804,nats,397.82%,2.10%,166.9MiB / 7.754GiB,42500000,2450000000
1781723806,nats,396.89%,1.98%,157.5MiB / 7.754GiB,71300000,4030000000
1781723808,nats,398.68%,1.75%,138.9MiB / 7.754GiB,101000000,5610000000
1781723810,nats,392.63%,1.74%,138MiB / 7.754GiB,131000000,7190000000
1781723813,nats,392.14%,1.79%,142.2MiB / 7.754GiB,159000000,8770000000
1781723815,nats,393.31%,1.79%,142.2MiB / 7.754GiB,188000000,10400000000
1781723817,nats,398.66%,1.72%,136.9MiB / 7.754GiB,217000000,11900000000
1781723819,nats,396.96%,1.73%,137.3MiB / 7.754GiB,245000000,13500000000
1781723821,nats,398.46%,1.74%,138.2MiB / 7.754GiB,274000000,15100000000
1781723823,nats,396.80%,1.86%,147.8MiB / 7.754GiB,302000000,16700000000
1781723825,nats,395.01%,1.81%,143.9MiB / 7.754GiB,331000000,18200000000
1781723827,nats,396.77%,1.74%,137.8MiB / 7.754GiB,359000000,19800000000
1781723829,nats,400.22%,1.71%,135.6MiB / 7.754GiB,388000000,21400000000
1781723831,nats,397.09%,1.80%,143.2MiB / 7.754GiB,416000000,23000000000
1781723833,nats,394.59%,1.80%,143.2MiB / 7.754GiB,445000000,24600000000
1781723835,nats,393.41%,1.74%,138MiB / 7.754GiB,473000000,26200000000
1781723837,nats,394.51%,1.76%,140.1MiB / 7.754GiB,502000000,27800000000
1781723840,nats,399.35%,1.70%,134.7MiB / 7.754GiB,531000000,29400000000
1781723842,nats,394.45%,1.71%,135.7MiB / 7.754GiB,559000000,31000000000
1781723844,nats,397.70%,1.63%,129.5MiB / 7.754GiB,589000000,32500000000
1781723846,nats,394.56%,1.72%,136.9MiB / 7.754GiB,616000000,34100000000
1781723848,nats,395.19%,1.75%,139.3MiB / 7.754GiB,645000000,35700000000
1781723850,nats,394.29%,1.92%,152.2MiB / 7.754GiB,673000000,37300000000
1781723852,nats,396.32%,1.86%,147.3MiB / 7.754GiB,701000000,38900000000
1781723854,nats,394.67%,1.89%,149.9MiB / 7.754GiB,730000000,40500000000
1781723856,nats,397.62%,1.80%,142.8MiB / 7.754GiB,759000000,42000000000
1781723858,nats,395.81%,1.81%,143.8MiB / 7.754GiB,787000000,43600000000
1781723860,nats,397.88%,1.80%,143MiB / 7.754GiB,816000000,45200000000
1781723862,nats,270.74%,1.80%,142.9MiB / 7.754GiB,835000000,45700000000
1781723864,nats,272.31%,1.80%,143.2MiB / 7.754GiB,849000000,45800000000
1781723867,nats,260.90%,1.80%,143.2MiB / 7.754GiB,862000000,45800000000
1781723869,nats,251.97%,1.66%,132MiB / 7.754GiB,876000000,45800000000
1781723871,nats,262.27%,1.67%,132.4MiB / 7.754GiB,889000000,45900000000
1781723873,nats,266.79%,1.66%,132.1MiB / 7.754GiB,902000000,45900000000
1781723875,nats,262.56%,1.56%,124.2MiB / 7.754GiB,915000000,45900000000
1781723877,nats,264.84%,1.56%,123.9MiB / 7.754GiB,927000000,46000000000
1781723879,nats,255.06%,1.32%,104.9MiB / 7.754GiB,939000000,46000000000
1781723881,nats,252.48%,1.32%,104.8MiB / 7.754GiB,951000000,46000000000
1781723883,nats,257.19%,1.39%,110.3MiB / 7.754GiB,963000000,46000000000
1781723885,nats,258.82%,1.39%,110.5MiB / 7.754GiB,975000000,46100000000
1781723887,nats,265.36%,1.40%,111.1MiB / 7.754GiB,986000000,46100000000
1781723890,nats,254.77%,1.40%,111.3MiB / 7.754GiB,997000000,46100000000
1781723892,nats,266.15%,1.40%,111MiB / 7.754GiB,1010000000,46200000000
1781723894,nats,271.88%,1.40%,111.2MiB / 7.754GiB,1020000000,46200000000
1781723896,nats,263.43%,1.40%,111.2MiB / 7.754GiB,1030000000,46200000000
1781723898,nats,262.69%,1.40%,111.2MiB / 7.754GiB,1040000000,46300000000
