transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,0,baseline,0,50000,49308.48,1.486312,3.566977,5.140342,1.625571,0.803,0.053574,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,1,baseline,1,50000,50044.65,1.530349,4.320305,20.390406,2.148174,0.803,0.053574,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,2,baseline,2,50000,50049.75,1.346777,2.313508,3.320601,1.378081,0.8428,0.05375,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,3,baseline,3,50000,49490.94,1.325461,2.222379,2.542604,1.34744,0.8428,0.05375,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,4,baseline,4,50000,49995.82,1.427616,2.34811,2.59347,1.423847,0.8331,0.053691,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,5,baseline,5,50000,50502.8,1.300742,2.191534,2.439027,1.31825,0.8331,0.053691,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,6,baseline,6,50000,49981.93,1.357163,2.204539,2.454236,1.370169,0.8514,0.05376,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,7,baseline,7,50000,50016.05,1.406153,2.271881,2.537993,1.402285,0.8514,0.05376,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,8,baseline,8,50000,50010.61,1.354443,2.250491,2.552915,1.379215,0.8716,0.053633,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,9,baseline,9,50000,49988.33,1.437498,4.138611,14.393827,1.93838,0.8716,0.053633,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,10,baseline,10,50000,49490.61,1.425711,2.992552,9.745774,1.667971,0.8716,0.053633,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,11,baseline,11,50000,50516.21,1.343953,2.295083,3.140681,1.384591,0.8816,0.05377,0.007733,0.018667
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,12,baseline,12,50000,49998.7,1.394648,2.316396,2.585741,1.396664,0.8816,0.05377,0.007733,0.018667
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,13,baseline,13,50000,49987.07,1.313352,2.261578,2.630241,1.337631,0.843,0.05374,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,14,baseline,14,50000,50006.21,1.398393,2.275758,2.587371,1.410687,0.843,0.05374,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,15,baseline,15,50000,50001.92,1.378058,2.444429,2.890557,1.413631,0.847,0.053594,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,16,baseline,16,50000,50005.06,1.333136,2.294626,2.646489,1.35437,0.847,0.053594,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,17,baseline,17,50000,49984.68,1.446755,2.296698,2.52674,1.454542,0.8338,0.053564,0.0112,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,18,baseline,18,50000,50016.74,1.419305,2.242367,2.539485,1.424496,0.8338,0.053564,0.0112,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,19,baseline,19,50000,49482.15,1.401727,2.31933,2.657552,1.431396,0.8456,0.05374,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,20,baseline,20,50000,50516.43,1.338361,2.362285,3.190589,1.389104,0.8456,0.05374,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,21,baseline,21,50000,49992.71,1.383155,2.310936,2.641234,1.397565,0.8262,0.053555,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,22,baseline,22,50000,50003.98,1.417924,2.344213,2.632169,1.431759,0.8262,0.053555,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,23,baseline,23,50000,49989.23,1.43852,2.368075,2.6743,1.465991,0.8209,0.053838,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,24,baseline,24,50000,50020.33,1.404173,2.305063,2.599916,1.402671,0.8209,0.053838,0.0116,0.028
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,25,baseline,25,50000,49995.09,1.362912,2.29973,2.867168,1.38685,0.9721,0.055313,0.022,0.064
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,26,baseline,26,50000,49883.21,1.457074,2.892818,9.134439,1.6896,0.9721,0.055313,0.022,0.064
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,27,baseline,27,50000,49969.77,1.476669,5.055568,23.035973,2.232938,0.8545,0.055928,0.0148,0.072
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,28,baseline,28,50000,50126.01,1.546464,4.91415,16.594892,2.08747,0.8545,0.055928,0.0148,0.072
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,29,baseline,29,50000,50008.2,1.319198,2.318109,2.662712,1.360853,0.9176,0.055879,0.0144,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,30,baseline,30,50000,49998.11,1.440139,2.356165,2.73973,1.450234,0.9176,0.055879,0.0144,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,31,baseline,31,50000,50012.62,1.410805,2.376824,2.780652,1.446253,0.8821,0.055781,0.0132,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,32,baseline,32,50000,49995.66,1.314886,2.222997,2.495775,1.34092,0.8821,0.055781,0.0132,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,33,baseline,33,50000,49498.42,1.458857,2.334029,2.781843,1.459441,0.8821,0.055781,0.0132,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,34,baseline,34,50000,50512.56,1.386109,2.292304,2.71972,1.413701,0.9132,0.055557,0.010667,0.048
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,35,baseline,35,50000,49988.31,1.453136,2.260908,2.591097,1.435992,0.9132,0.055557,0.010667,0.048
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,36,baseline,36,50000,50020.22,1.34953,2.104308,2.367808,1.350703,0.9268,0.055801,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,37,baseline,37,50000,49494.56,1.341677,2.251478,2.625098,1.365211,0.9268,0.055801,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,38,baseline,38,50000,49987.09,1.419495,2.232503,2.497327,1.393398,0.9059,0.055645,0.012,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,39,baseline,39,50000,50486.53,1.437839,2.634244,3.925062,1.520431,0.9059,0.055645,0.012,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,40,baseline,40,50000,49521.02,1.370369,2.510878,3.479242,1.437449,0.9277,0.056113,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,41,baseline,41,50000,50490.04,1.394044,2.286525,2.521978,1.394928,0.9277,0.056113,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,42,baseline,42,50000,50002.66,1.372439,2.246337,2.553251,1.37079,0.9265,0.056104,0.012,0.072
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,43,baseline,43,50000,49487.12,1.424263,2.303886,2.553553,1.422408,0.9265,0.056104,0.012,0.072
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,44,baseline,44,50000,50023.67,1.378499,2.285605,2.618816,1.390863,0.9457,0.055898,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,45,baseline,45,50000,50496.69,1.362872,2.26385,2.550911,1.376658,0.9457,0.055898,0.016,0.068
zenoh,fanout_bursty_20260615_234818_zenoh_p64_s1000_u10_bursty,46,baseline,46,50000,49504.57,1.377953,2.30904,2.730318,1.405263,0.9156,0.055928,0.012,0.068
