timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781723282,nats,2.46%,0.06%,5.047MiB / 7.754GiB,19600,36900
1781723285,nats,2.92%,0.08%,6.445MiB / 7.754GiB,39700,76600
1781723287,nats,3.04%,0.11%,8.738MiB / 7.754GiB,66400,129000
1781723289,nats,3.33%,0.14%,11.41MiB / 7.754GiB,87200,170000
1781723291,nats,2.36%,0.15%,11.7MiB / 7.754GiB,110000,215000
1781723293,nats,2.97%,0.16%,12.68MiB / 7.754GiB,134000,264000
1781723295,nats,2.17%,0.19%,15.18MiB / 7.754GiB,155000,305000
1781723297,nats,3.49%,0.19%,15.34MiB / 7.754GiB,182000,358000
1781723299,nats,2.30%,0.19%,15.34MiB / 7.754GiB,203000,399000
1781723301,nats,3.13%,0.22%,17.21MiB / 7.754GiB,229000,452000
1781723303,nats,1.66%,0.25%,19.73MiB / 7.754GiB,250000,493000
1781723306,nats,2.92%,0.25%,19.91MiB / 7.754GiB,277000,546000
1781723308,nats,2.30%,0.25%,20.03MiB / 7.754GiB,297000,587000
1781723310,nats,3.21%,0.26%,20.8MiB / 7.754GiB,324000,640000
1781723312,nats,3.06%,0.28%,22.25MiB / 7.754GiB,345000,681000
1781723314,nats,2.58%,0.31%,24.34MiB / 7.754GiB,369000,729000
1781723316,nats,6.14%,0.35%,28.05MiB / 7.754GiB,392000,775000
1781723318,nats,1.98%,0.35%,27.84MiB / 7.754GiB,413000,817000
1781723320,nats,2.53%,0.36%,28.23MiB / 7.754GiB,440000,869000
1781723322,nats,1.87%,0.36%,28.34MiB / 7.754GiB,461000,910000
1781723324,nats,2.72%,0.36%,28.29MiB / 7.754GiB,487000,963000
1781723327,nats,1.82%,0.36%,28.75MiB / 7.754GiB,508000,1000000
1781723329,nats,2.89%,0.39%,30.6MiB / 7.754GiB,535000,1060000
1781723331,nats,1.98%,0.40%,32.06MiB / 7.754GiB,555000,1100000
1781723333,nats,2.92%,0.44%,34.71MiB / 7.754GiB,582000,1150000
1781723335,nats,2.78%,0.46%,36.29MiB / 7.754GiB,603000,1190000
1781723337,nats,2.92%,0.48%,38.36MiB / 7.754GiB,630000,1250000
1781723339,nats,2.60%,0.54%,42.73MiB / 7.754GiB,650000,1290000
1781723341,nats,2.00%,0.54%,43.02MiB / 7.754GiB,671000,1330000
1781723343,nats,360.46%,2.03%,161.5MiB / 7.754GiB,14600000,735000000
1781723345,nats,338.08%,1.64%,130.4MiB / 7.754GiB,44800000,2130000000
1781723347,nats,335.93%,1.49%,118.2MiB / 7.754GiB,75300000,3530000000
1781723349,nats,386.45%,1.47%,116.6MiB / 7.754GiB,105000000,4930000000
1781723352,nats,385.46%,1.49%,118.3MiB / 7.754GiB,134000000,6320000000
1781723354,nats,382.49%,1.52%,120.6MiB / 7.754GiB,162000000,7720000000
1781723356,nats,384.68%,1.52%,120.7MiB / 7.754GiB,191000000,9130000000
1781723358,nats,383.23%,1.50%,119.2MiB / 7.754GiB,221000000,10500000000
1781723360,nats,383.86%,1.48%,117.6MiB / 7.754GiB,250000000,12000000000
1781723362,nats,385.94%,1.50%,118.8MiB / 7.754GiB,279000000,13400000000
1781723364,nats,382.01%,1.54%,122.6MiB / 7.754GiB,308000000,14800000000
1781723366,nats,382.70%,1.48%,117.4MiB / 7.754GiB,337000000,16200000000
1781723368,nats,382.73%,1.64%,130.1MiB / 7.754GiB,366000000,17600000000
1781723370,nats,395.16%,1.60%,127.1MiB / 7.754GiB,395000000,19000000000
1781723372,nats,391.69%,1.55%,123.3MiB / 7.754GiB,422000000,20400000000
1781723374,nats,391.56%,1.55%,123.1MiB / 7.754GiB,449000000,21800000000
1781723376,nats,390.40%,1.55%,122.8MiB / 7.754GiB,477000000,23200000000
1781723378,nats,391.27%,1.54%,122.2MiB / 7.754GiB,504000000,24600000000
1781723381,nats,394.47%,1.57%,124.9MiB / 7.754GiB,532000000,26000000000
1781723383,nats,392.62%,1.56%,123.5MiB / 7.754GiB,559000000,27400000000
1781723385,nats,396.57%,1.53%,121.8MiB / 7.754GiB,588000000,28900000000
1781723387,nats,394.29%,1.52%,120.7MiB / 7.754GiB,616000000,30300000000
1781723389,nats,393.91%,1.56%,123.9MiB / 7.754GiB,643000000,31700000000
1781723391,nats,391.96%,1.56%,124MiB / 7.754GiB,671000000,33100000000
1781723393,nats,395.70%,1.48%,117.9MiB / 7.754GiB,698000000,34500000000
1781723395,nats,395.03%,1.57%,124.9MiB / 7.754GiB,726000000,35900000000
1781723397,nats,397.75%,1.52%,120.8MiB / 7.754GiB,754000000,37300000000
1781723399,nats,392.79%,1.55%,123.4MiB / 7.754GiB,781000000,38700000000
1781723401,nats,390.24%,1.57%,124.7MiB / 7.754GiB,809000000,40100000000
1781723403,nats,256.73%,1.52%,120.9MiB / 7.754GiB,829000000,40800000000
1781723405,nats,255.40%,1.53%,121.1MiB / 7.754GiB,843000000,40800000000
1781723407,nats,260.89%,1.53%,121.1MiB / 7.754GiB,856000000,40800000000
1781723410,nats,263.90%,1.45%,114.9MiB / 7.754GiB,870000000,40900000000
1781723412,nats,261.32%,1.45%,115.2MiB / 7.754GiB,883000000,40900000000
1781723414,nats,270.84%,1.26%,100.1MiB / 7.754GiB,896000000,40900000000
1781723416,nats,263.25%,1.26%,100.3MiB / 7.754GiB,909000000,41000000000
1781723418,nats,267.41%,1.29%,102.8MiB / 7.754GiB,921000000,41000000000
1781723420,nats,258.49%,1.30%,103.5MiB / 7.754GiB,933000000,41000000000
1781723422,nats,255.52%,1.30%,103.6MiB / 7.754GiB,945000000,41000000000
1781723424,nats,263.42%,1.30%,103.6MiB / 7.754GiB,957000000,41100000000
1781723426,nats,264.57%,1.31%,104.1MiB / 7.754GiB,969000000,41100000000
1781723428,nats,264.68%,1.31%,104.1MiB / 7.754GiB,980000000,41100000000
1781723430,nats,260.74%,1.31%,104MiB / 7.754GiB,991000000,41200000000
1781723433,nats,263.52%,1.31%,104.1MiB / 7.754GiB,1000000000,41200000000
1781723435,nats,266.89%,1.31%,104.4MiB / 7.754GiB,1010000000,41200000000
1781723437,nats,274.58%,1.31%,104.3MiB / 7.754GiB,1020000000,41300000000
1781723439,nats,256.93%,1.32%,104.5MiB / 7.754GiB,1030000000,41300000000
1781723441,nats,260.45%,1.31%,104.2MiB / 7.754GiB,1040000000,41300000000
1781723443,nats,259.57%,1.31%,104.1MiB / 7.754GiB,1050000000,41400000000
1781723445,nats,263.68%,1.32%,104.7MiB / 7.754GiB,1060000000,41400000000
1781723447,nats,261.91%,1.32%,104.8MiB / 7.754GiB,1070000000,41400000000
1781723449,nats,268.67%,1.32%,104.6MiB / 7.754GiB,1080000000,41500000000
1781723451,nats,270.17%,1.32%,104.8MiB / 7.754GiB,1090000000,41500000000
1781723453,nats,260.20%,1.32%,105MiB / 7.754GiB,1100000000,41500000000
1781723455,nats,257.30%,1.33%,105.2MiB / 7.754GiB,1110000000,41500000000
1781723458,nats,253.64%,1.32%,104.8MiB / 7.754GiB,1110000000,41600000000
1781723460,nats,258.12%,1.32%,104.9MiB / 7.754GiB,1120000000,41600000000
1781723462,nats,261.95%,1.33%,105.5MiB / 7.754GiB,1130000000,41600000000
