transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,0,baseline,0,5000,6999.1,3.32165,6.126386,6.880869,3.369565,0.3611,0.054053,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,1,baseline,1,5000,5000.27,2.552831,4.333772,4.550655,2.549691,0.3611,0.054053,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,2,baseline,2,5000,5000.11,2.743909,5.994085,6.661733,2.930725,0.3611,0.054053,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,3,baseline,3,5000,4999.55,2.563481,4.383743,4.755045,2.56232,0.2936,0.053672,0.0032,0.048
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,4,baseline,4,5000,5001.04,2.543205,4.316773,4.568268,2.539656,0.2936,0.053672,0.0032,0.048
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,5,baseline,5,5000,4999.21,2.646015,4.591205,5.192498,2.656094,0.2936,0.053672,0.0032,0.048
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,6,baseline,6,5000,5000.46,2.841189,5.148261,5.917081,2.872092,0.2807,0.053838,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,7,baseline,7,5000,5000.51,2.611609,4.711833,5.33381,2.657568,0.2807,0.053838,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,8,baseline,8,5000,4998.46,2.529279,4.353228,4.609228,2.534314,0.2807,0.053838,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,9,baseline,9,5000,5001.19,2.740837,4.909465,5.549669,2.772601,0.2531,0.053604,0.0032,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,10,baseline,10,5000,4999.24,3.243007,7.968767,8.866201,3.734184,0.2531,0.053604,0.0032,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,11,baseline,11,5000,4999.5,7.415397,12.540313,13.69006,7.594865,0.2531,0.053604,0.0032,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,12,baseline,12,5000,5000.45,6.262988,11.372953,12.953599,6.263185,0.3046,0.053574,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,13,baseline,13,5000,5000.29,2.661989,4.502322,5.065522,2.656653,0.3046,0.053574,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,14,baseline,14,5000,4999.73,2.729983,5.270732,5.681561,2.807127,0.3046,0.053574,0.003467,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,15,baseline,15,5000,5000.36,2.781388,5.680741,6.21445,2.901403,0.3097,0.05373,0.0032,0.045333
zenoh,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,16,baseline,16,5000,5000.19,2.763775,4.966604,5.855231,2.787927,0.3097,0.05373,0.0032,0.045333
