transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
zenoh,192.168.0.245,7447,1024,1000,10,warmup,0,60,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,5133.33,2.563,3.956,6.657,6.918,7.528,0.307,26.264,4.058,51.33,3080,308000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,37.210000,0.700000,58038682,25.512381,0.637619,53199753,3466666.666667,46666666.666667,2514666.666667,33197333.333333
zenoh,192.168.0.245,7447,1024,1000,10,baseline,60,120,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,5383.33,1.917,3.374,5.424,6.008,6.585,0.307,26.264,3.446,54.00,3240,323000,0,0.31,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,36.110000,0.700000,58038682,29.095714,0.692381,57787023,3466666.666667,50666666.666667,3320000.000000,46000000.000000
zenoh,192.168.0.245,7447,1024,1000,10,burst,120,240,20,200,20000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,20075.00,1.516,2.171,3.511,3.696,4.188,0.286,26.264,2.178,200.75,24090,2409000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,89.130000,0.700000,58185482,77.022000,0.696000,57922814,13333333.333333,186666666.666667,11278632.478632,161880341.880342
zenoh,192.168.0.245,7447,1024,1000,10,recovery,240,330,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,5572.16,1.424,2.300,3.186,4.921,6.459,0.280,29.245,2.447,56.00,5040,501494,0,0.50,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,89.550000,0.700000,58353254,39.192000,0.697667,57999535,13333333.333333,186666666.666667,4965517.241379,69885057.471264
zenoh,192.168.0.245,7447,1024,1000,10,burst,330,450,50,500,50000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,50075.00,1.098,1.281,2.546,2.518,3.950,0.199,29.245,1.354,500.75,60090,6009000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,100.460000,0.730000,60586721,84.834250,0.719500,59968586,28000000.000000,680000000.000000,16017094.017094,400683760.683761
zenoh,192.168.0.245,7447,1024,1000,10,recovery,450,540,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,6107.78,1.002,3.497,2.127,6.553,9.074,0.199,34.636,3.597,61.52,5537,549700,0,0.72,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,99.930000,0.730000,60397978,41.160667,0.708667,59009313,18666666.666667,533333333.333333,5793103.448276,114942528.735632
zenoh,192.168.0.245,7447,1024,1000,10,burst,540,660,100,1000,100000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,100069.17,1.246,7.104,5.359,13.999,15.426,0.179,45.711,7.346,1000.69,120083,12008300,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,162.710000,0.910000,75822531,127.854000,0.829250,69095916,37333333.333333,1066666666.666667,28923076.923077,786324786.324786
zenoh,192.168.0.245,7447,1024,1000,10,recovery,660,750,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,6666.97,1.451,4.529,7.540,8.214,12.535,0.179,45.711,4.800,66.99,6029,600027,0,0.48,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,160.080000,0.900000,75161928,44.821351,0.864595,72191624,53333333.333333,1066666666.666667,7592592.592593,148148148.148148
zenoh,192.168.0.245,7447,1024,1000,10,burst,750,870,150,1500,150000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,150070.00,1.730,6.122,7.705,11.851,13.290,0.170,49.218,6.268,1500.70,180084,18008400,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,168.660000,0.950000,79146516,129.538276,0.925517,77084980,80000000.000000,1600000000.000000,35321637.426901,1160233918.128655
zenoh,192.168.0.245,7447,1024,1000,10,recovery,870,990,5,50,5000,fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty,5103.76,1.995,3.419,7.827,5.800,6.284,0.170,49.218,3.455,50.17,6020,612451,0,-1.74,/home/cc/mq-bench/results/fanout_bursty_load_20260611_215328/raw_data/fanout_bursty_20260611_215400_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,157.170000,0.950000,78810972,47.078947,0.920351,76563524,40000000.000000,1600000000.000000,8333333.333333,219047619.047619
