timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781567324,router1,0.17%,0.08%,6.492MiB / 7.754GiB,53300,42700
1781567327,router1,1.89%,0.08%,6.684MiB / 7.754GiB,60400,56200
1781567329,router1,1.92%,0.08%,6.66MiB / 7.754GiB,68900,69500
1781567331,router1,13.05%,0.14%,10.89MiB / 7.754GiB,124000,117000
1781567333,router1,2.39%,0.14%,10.87MiB / 7.754GiB,140000,138000
1781567335,router1,1.26%,0.14%,11.19MiB / 7.754GiB,155000,156000
1781567337,router1,12.30%,0.20%,15.51MiB / 7.754GiB,223000,217000
1781567339,router1,2.81%,0.19%,15.38MiB / 7.754GiB,248000,247000
1781567341,router1,1.46%,0.20%,15.51MiB / 7.754GiB,275000,277000
1781567343,router1,10.30%,0.22%,17.71MiB / 7.754GiB,330000,329000
1781567345,router1,2.80%,0.25%,19.68MiB / 7.754GiB,379000,377000
1781567347,router1,3.85%,0.25%,19.78MiB / 7.754GiB,416000,420000
1781567350,router1,2.73%,0.25%,19.67MiB / 7.754GiB,452000,459000
1781567352,router1,4.04%,0.31%,24.64MiB / 7.754GiB,542000,542000
1781567354,router1,3.79%,0.30%,24.13MiB / 7.754GiB,586000,592000
1781567356,router1,5.31%,0.31%,24.36MiB / 7.754GiB,633000,642000
1781567358,router1,5.31%,0.36%,28.66MiB / 7.754GiB,723000,724000
1781567360,router1,7.33%,0.36%,28.55MiB / 7.754GiB,781000,790000
1781567362,router1,5.19%,0.36%,28.68MiB / 7.754GiB,826000,839000
1781567364,router1,12.50%,0.42%,33.05MiB / 7.754GiB,938000,944000
1781567366,router1,4.91%,0.42%,33MiB / 7.754GiB,992000,1000000
1781567368,router1,6.32%,0.42%,33.17MiB / 7.754GiB,1070000,1080000
1781567371,router1,16.25%,0.47%,37.31MiB / 7.754GiB,1160000,1160000
1781567373,router1,9.50%,0.47%,37.53MiB / 7.754GiB,1240000,1250000
1781567375,router1,5.24%,0.47%,37.57MiB / 7.754GiB,1300000,1310000
1781567377,router1,20.37%,0.53%,41.79MiB / 7.754GiB,1430000,1430000
1781567379,router1,5.56%,0.53%,42.29MiB / 7.754GiB,1500000,1500000
1781567381,router1,4.98%,0.53%,41.78MiB / 7.754GiB,1600000,1590000
1781567383,router1,7.20%,0.54%,42.78MiB / 7.754GiB,1670000,1670000
1781567385,router1,69.81%,0.69%,54.82MiB / 7.754GiB,2810000,4430000
1781567387,router1,87.64%,0.70%,55.25MiB / 7.754GiB,5700000,11500000
1781567389,router1,87.40%,0.69%,54.98MiB / 7.754GiB,8630000,18600000
1781567392,router1,88.91%,0.69%,54.98MiB / 7.754GiB,11500000,25800000
1781567394,router1,84.34%,0.69%,55.05MiB / 7.754GiB,14400000,32800000
1781567396,router1,82.58%,0.70%,55.23MiB / 7.754GiB,17300000,39900000
1781567398,router1,86.03%,0.69%,55.08MiB / 7.754GiB,20200000,47000000
1781567400,router1,82.03%,0.70%,55.23MiB / 7.754GiB,23100000,54100000
1781567402,router1,84.98%,0.70%,55.23MiB / 7.754GiB,26000000,61100000
1781567404,router1,87.25%,0.70%,55.32MiB / 7.754GiB,28900000,68200000
1781567406,router1,80.30%,0.69%,54.99MiB / 7.754GiB,31800000,75300000
1781567408,router1,82.94%,0.70%,55.2MiB / 7.754GiB,34700000,82300000
1781567411,router1,80.76%,0.69%,55.06MiB / 7.754GiB,37600000,89400000
1781567413,router1,80.74%,0.69%,55.17MiB / 7.754GiB,40500000,96500000
1781567415,router1,82.52%,0.70%,55.22MiB / 7.754GiB,43400000,104000000
1781567417,router1,81.60%,0.69%,54.89MiB / 7.754GiB,46400000,111000000
1781567419,router1,81.92%,0.69%,55.14MiB / 7.754GiB,49200000,118000000
1781567421,router1,80.30%,0.69%,54.86MiB / 7.754GiB,52100000,125000000
1781567423,router1,84.28%,0.69%,55.04MiB / 7.754GiB,55000000,132000000
1781567425,router1,83.31%,0.69%,54.98MiB / 7.754GiB,57900000,139000000
1781567427,router1,85.14%,0.69%,55.05MiB / 7.754GiB,60800000,146000000
1781567429,router1,87.16%,0.69%,54.92MiB / 7.754GiB,63700000,153000000
1781567432,router1,88.16%,0.69%,55.06MiB / 7.754GiB,66600000,160000000
1781567434,router1,84.30%,0.69%,55.03MiB / 7.754GiB,69500000,167000000
1781567436,router1,84.70%,0.69%,54.88MiB / 7.754GiB,72400000,174000000
1781567438,router1,83.38%,0.69%,54.85MiB / 7.754GiB,75200000,181000000
1781567440,router1,84.56%,0.69%,55.03MiB / 7.754GiB,78100000,188000000
1781567442,router1,82.62%,0.69%,54.84MiB / 7.754GiB,81000000,195000000
1781567444,router1,82.09%,0.69%,55.13MiB / 7.754GiB,83900000,202000000
1781567446,router1,97.21%,0.71%,56.64MiB / 7.754GiB,89400000,218000000
1781567448,router1,85.45%,0.72%,57.27MiB / 7.754GiB,93100000,236000000
1781567450,router1,91.76%,0.72%,57.22MiB / 7.754GiB,96700000,253000000
1781567452,router1,88.21%,0.72%,57.12MiB / 7.754GiB,100000000,270000000
1781567455,router1,91.32%,0.72%,56.89MiB / 7.754GiB,104000000,288000000
1781567457,router1,92.68%,0.72%,57.14MiB / 7.754GiB,108000000,305000000
1781567459,router1,90.59%,0.72%,56.98MiB / 7.754GiB,111000000,322000000
1781567461,router1,92.77%,0.72%,57.46MiB / 7.754GiB,115000000,339000000
1781567463,router1,92.65%,0.72%,57.45MiB / 7.754GiB,118000000,357000000
1781567465,router1,94.57%,0.72%,57.24MiB / 7.754GiB,122000000,374000000
1781567467,router1,91.56%,0.72%,57.27MiB / 7.754GiB,125000000,391000000
1781567469,router1,91.08%,0.72%,57.25MiB / 7.754GiB,129000000,409000000
1781567471,router1,94.88%,0.72%,57.29MiB / 7.754GiB,133000000,426000000
1781567473,router1,97.03%,0.72%,57.41MiB / 7.754GiB,136000000,443000000
1781567475,router1,91.15%,0.72%,57.1MiB / 7.754GiB,140000000,460000000
1781567477,router1,93.67%,0.72%,57.08MiB / 7.754GiB,143000000,477000000
1781567479,router1,95.70%,0.72%,57.03MiB / 7.754GiB,147000000,495000000
1781567481,router1,93.83%,0.72%,57.23MiB / 7.754GiB,150000000,512000000
1781567483,router1,87.49%,0.72%,57.13MiB / 7.754GiB,154000000,529000000
