transport,payload,subs,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
zenoh,1024,500,100,fanout_20260302_202610_zenoh_p1024_s500_r100,50000.00,2.092,3.867,5.643,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260302_202610_zenoh_p1024_s500_r100/fanout_singlesite,115.210000,0.420000,34791752,94.370556,0.411111,34249405
zenoh,1024,1000,100,fanout_20260227_035702_zenoh_p1024_s1000_r100,100001.63,4.897,7.694,10.568,,0,5100083,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_035702_zenoh_p1024_s1000_r100/fanout_singlesite,141.040000,0.860000,71963771,129.849200,0.856800,71367341
zenoh,1024,2000,100,fanout_20260227_040037_zenoh_p1024_s2000_r100,199994.42,8.280,15.423,21.788,,0,10399710,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_040037_zenoh_p1024_s2000_r100/fanout_singlesite,172.060000,1.800000,150051226,155.477600,1.788000,148914569
zenoh,1024,3000,100,fanout_20260227_040413_zenoh_p1024_s3000_r100,299997.57,10.790,20.068,29.383,,0,15299876,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_040413_zenoh_p1024_s3000_r100/fanout_singlesite,187.490000,2.810000,233832448,163.960000,2.788400,232129561
zenoh,1024,4000,100,fanout_20260227_040749_zenoh_p1024_s4000_r100,399997.63,20.189,35.734,51.191,,0,20399879,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_040749_zenoh_p1024_s4000_r100/fanout_singlesite,205.950000,4.500000,374656205,190.070000,4.454400,370847777
zenoh,1024,5000,100,fanout_20260227_041124_zenoh_p1024_s5000_r100,499953.10,24.280,44.052,63.835,,0,25497608,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_041124_zenoh_p1024_s5000_r100/fanout_singlesite,206.060000,5.730000,476892365,198.165385,5.628077,468576351
zenoh,1024,6000,100,fanout_20260227_041501_zenoh_p1024_s6000_r100,562760.38,925.626,2846.488,5153.296,,0,29263540,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_041501_zenoh_p1024_s6000_r100/fanout_singlesite,224.140000,7.830000,652109414,213.151600,7.662400,637949444
zenoh,1024,7000,100,fanout_20260227_051335_zenoh_p1024_s7000_r100,701716.83,1258.138,3525.075,10183.295,,0,31289275,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_051335_zenoh_p1024_s7000_r100/fanout_singlesite,241.880000,8.430000,701811917,220.769231,8.304615,691455212
zenoh,1024,8000,100,fanout_20260227_041837_zenoh_p1024_s8000_r100,781650.73,784.137,1560.123,3930.340,,0,40645838,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_041837_zenoh_p1024_s8000_r100/fanout_singlesite,226.820000,13.280000,1105954079,215.656538,13.055000,1086940331
zenoh,1024,9000,100,fanout_20260227_042213_zenoh_p1024_s9000_r100,851318.96,10998.098,12754.641,14388.362,,0,30228586,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_042213_zenoh_p1024_s9000_r100/fanout_singlesite,230.620000,10.310000,858678886,217.362400,10.200000,849237508
zenoh,1024,10000,100,fanout_20260227_042549_zenoh_p1024_s10000_r100,851946.45,5402.713,6865.177,7636.629,,0,44657055,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_042549_zenoh_p1024_s10000_r100/fanout_singlesite,213.890000,22.360000,1861868323,198.715185,22.331852,1859641303
redis,1024,500,100,fanout_20260227_052335_redis_p1024_s500_r100,50000.41,2.283,3.832,5.375,,0,2550021,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_052335_redis_p1024_s500_r100/fanout_singlesite,79.140000,0.100000,8265925,70.409600,0.099600,8052854
redis,1024,1000,100,fanout_20260227_052701_redis_p1024_s1000_r100,72118.63,3.829,6.870,14.746,,0,3678050,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_052701_redis_p1024_s1000_r100/fanout_singlesite,103.340000,0.150000,12499026,102.935200,0.150000,12494412
redis,1024,2000,100,fanout_20260227_053027_redis_p1024_s2000_r100,111724.82,22.433,27.086,31.458,,0,5697966,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_053027_redis_p1024_s2000_r100/fanout_singlesite,122.320000,0.260000,21569208,121.667600,0.258400,21351943
redis,1024,3000,100,fanout_20260227_053352_redis_p1024_s3000_r100,111004.22,33.299,39.622,45.965,,0,5661215,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_053352_redis_p1024_s3000_r100/fanout_singlesite,121.450000,0.400000,33386660,120.594800,0.399600,33108997
redis,1024,4000,100,fanout_20260227_053718_redis_p1024_s4000_r100,109103.18,45.144,53.721,62.283,,0,5564262,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_053718_redis_p1024_s4000_r100/fanout_singlesite,121.940000,0.520000,42939187,121.153600,0.510800,42706823
redis,1024,5000,100,fanout_20260227_054044_redis_p1024_s5000_r100,110333.41,56.004,66.613,77.244,,0,5627004,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_054044_redis_p1024_s5000_r100/fanout_singlesite,122.690000,0.630000,52355400,121.281600,0.628000,52128068
redis,1024,6000,100,fanout_20260227_054410_redis_p1024_s6000_r100,110473.04,66.307,78.871,91.863,,0,5634125,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_054410_redis_p1024_s6000_r100/fanout_singlesite,122.690000,0.760000,63155732,121.829200,0.759200,62987960
redis,1024,7000,100,fanout_20260227_054736_redis_p1024_s7000_r100,108825.73,78.216,93.259,108.408,,0,5550112,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_054736_redis_p1024_s7000_r100/fanout_singlesite,122.060000,0.870000,72792146,121.538400,0.870000,72586625
redis,1024,8000,100,fanout_20260227_055102_redis_p1024_s8000_r100,109468.04,87.706,104.592,122.197,,0,5582870,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_055102_redis_p1024_s8000_r100/fanout_singlesite,122.060000,0.970000,80719380,121.315600,0.969200,80514698
redis,1024,9000,100,fanout_20260227_055429_redis_p1024_s9000_r100,109385.86,98.692,117.720,137.084,,0,5578679,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_055429_redis_p1024_s9000_r100/fanout_singlesite,122.690000,1.080000,89957335,121.714000,1.080000,89737554
redis,1024,10000,100,fanout_20260227_055755_redis_p1024_s10000_r100,96390.94,125.447,149.720,174.797,,0,4915938,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_055755_redis_p1024_s10000_r100/fanout_singlesite,116.060000,1.200000,99992207,115.141667,1.200000,99736180
nats,1024,500,100,fanout_20260227_061029_nats_p1024_s500_r100,49998.02,2.417,3.911,5.440,,0,2549899,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_061029_nats_p1024_s500_r100/fanout_singlesite,248.040000,0.600000,50205819,241.228750,0.596250,49593713
nats,1024,1000,100,fanout_20260227_061355_nats_p1024_s1000_r100,100000.00,2.733,4.497,6.114,,0,5100000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_061355_nats_p1024_s1000_r100/fanout_singlesite,270.870000,1.110000,92390031,260.998400,1.094400,91186266
nats,1024,2000,100,fanout_20260227_061721_nats_p1024_s2000_r100,199985.98,5.176,7.756,10.151,,0,10199285,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_061721_nats_p1024_s2000_r100/fanout_singlesite,369.490000,2.220000,184863949,357.149200,2.133600,177570054
nats,1024,3000,100,fanout_20260227_062048_nats_p1024_s3000_r100,299889.71,13.038,18.050,23.815,,0,15294375,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_062048_nats_p1024_s3000_r100/fanout_singlesite,395.400000,3.280000,272734618,378.930800,3.223200,268246712
nats,1024,4000,100,fanout_20260227_062414_nats_p1024_s4000_r100,399865.88,32.985,51.744,77.961,,0,20393160,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_062414_nats_p1024_s4000_r100/fanout_singlesite,394.820000,4.600000,383359386,390.608000,4.492800,374115140
nats,1024,5000,100,fanout_20260227_062739_nats_p1024_s5000_r100,323951.73,1472.463,6117.513,14122.544,,0,16521538,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_062739_nats_p1024_s5000_r100/fanout_singlesite,398.480000,5.640000,469971763,392.419200,5.440000,452963860
nats,1024,6000,100,fanout_20260227_063105_nats_p1024_s6000_r100,279320.32,13845.997,26419.854,38214.503,,0,17317860,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_063105_nats_p1024_s6000_r100/fanout_singlesite,395.930000,6.690000,557003571,380.420000,6.513000,542246612
nats,1024,7000,100,fanout_20260227_063442_nats_p1024_s7000_r100,218267.42,14477.495,27746.098,41680.197,,0,11568173,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_063442_nats_p1024_s7000_r100/fanout_singlesite,372.670000,7.540000,627467878,363.177692,7.281538,606201951
nats,1024,8000,100,fanout_20260227_063810_nats_p1024_s8000_r100,181089.75,12664.002,28884.185,45433.878,,0,10141026,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_063810_nats_p1024_s8000_r100/fanout_singlesite,396.360000,8.120000,676226662,382.184815,8.044444,669842000
nats,1024,9000,100,fanout_20260227_064141_nats_p1024_s9000_r100,185804.51,14875.698,30401.514,46464.799,,0,10219248,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_064141_nats_p1024_s9000_r100/fanout_singlesite,369.130000,8.670000,722049434,359.957037,8.549630,711886014
nats,1024,10000,100,fanout_20260227_064511_nats_p1024_s10000_r100,166785.26,15859.097,32541.435,48495.411,,0,9506760,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_064511_nats_p1024_s10000_r100/fanout_singlesite,398.620000,9.830000,818623283,395.382500,9.781786,814399020
mqtt_mosquitto,1024,500,100,fanout_20260227_064845_mosquitto_p1024_s500_r100,100.02,0.524,10.413,10.523,,0,5101,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_064845_mosquitto_p1024_s500_r100/fanout_singlesite,2.160000,0.040000,3133145,1.438000,0.030400,2653359
mqtt_mosquitto,1024,1000,100,fanout_20260227_065211_mosquitto_p1024_s1000_r100,100.00,0.513,3.561,10.476,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_065211_mosquitto_p1024_s1000_r100/fanout_singlesite,0.940000,0.030000,2756706,0.870400,0.030000,2538141
mqtt_mosquitto,1024,2000,100,fanout_20260227_065537_mosquitto_p1024_s2000_r100,100.00,0.501,4.219,10.461,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_065537_mosquitto_p1024_s2000_r100/fanout_singlesite,0.880000,0.040000,3076522,0.843200,0.031200,2742991
mqtt_mosquitto,1024,3000,100,fanout_20260227_065903_mosquitto_p1024_s3000_r100,100.00,0.509,3.674,10.476,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_065903_mosquitto_p1024_s3000_r100/fanout_singlesite,0.890000,0.040000,2924478,0.850800,0.030400,2697147
mqtt_mosquitto,1024,4000,100,fanout_20260227_070229_mosquitto_p1024_s4000_r100,100.00,0.514,3.453,10.489,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_070229_mosquitto_p1024_s4000_r100/fanout_singlesite,0.880000,0.030000,2879390,0.833200,0.030000,2688129
mqtt_mosquitto,1024,5000,100,fanout_20260227_070555_mosquitto_p1024_s5000_r100,100.00,0.518,9.380,10.496,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_070555_mosquitto_p1024_s5000_r100/fanout_singlesite,1.040000,0.040000,2965373,0.904000,0.030800,2757168
mqtt_mosquitto,1024,6000,100,fanout_20260227_070921_mosquitto_p1024_s6000_r100,100.00,0.487,6.078,10.467,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_070921_mosquitto_p1024_s6000_r100/fanout_singlesite,0.870000,0.040000,3038773,0.830000,0.031200,2815385
mqtt_mosquitto,1024,7000,100,fanout_20260227_071247_mosquitto_p1024_s7000_r100,100.00,0.529,7.786,10.510,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_071247_mosquitto_p1024_s7000_r100/fanout_singlesite,0.940000,0.040000,2924478,0.838400,0.030400,2693163
mqtt_mosquitto,1024,8000,100,fanout_20260227_071613_mosquitto_p1024_s8000_r100,100.02,0.501,9.389,10.471,,0,5101,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_071613_mosquitto_p1024_s8000_r100/fanout_singlesite,0.910000,0.040000,2924478,0.814000,0.030800,2726172
mqtt_mosquitto,1024,9000,100,fanout_20260227_071939_mosquitto_p1024_s9000_r100,100.00,0.532,9.431,10.510,,0,5100,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_071939_mosquitto_p1024_s9000_r100/fanout_singlesite,0.870000,0.040000,3051356,0.760000,0.032000,2851917
mqtt_mosquitto,1024,500,100,fanout_20260227_073309_mosquitto_p1024_s500_r100,49999.65,10.593,13.266,18.012,,0,2549982,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_073309_mosquitto_p1024_s500_r100/fanout_singlesite,73.970000,0.100000,8540652,69.617600,0.100000,8394899
mqtt_mosquitto,1024,1000,100,fanout_20260227_073634_mosquitto_p1024_s1000_r100,93708.12,15.241,21.808,31.663,,0,4779114,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_073634_mosquitto_p1024_s1000_r100/fanout_singlesite,103.870000,0.180000,15141437,86.053600,0.170400,14237565
mqtt_mosquitto,1024,2000,100,fanout_20260227_074000_mosquitto_p1024_s2000_r100,167511.67,7411.093,11583.458,14469.704,,0,8543095,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_074000_mosquitto_p1024_s2000_r100/fanout_singlesite,122.060000,0.320000,26612859,118.758333,0.312083,26054492
mqtt_mosquitto,1024,3000,100,fanout_20260227_074326_mosquitto_p1024_s3000_r100,96111.14,2872.292,5633.354,8504.435,,0,4901668,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_074326_mosquitto_p1024_s3000_r100/fanout_singlesite,120.110000,0.320000,26738688,116.867200,0.303200,25322691
mqtt_mosquitto,1024,4000,100,fanout_20260227_074652_mosquitto_p1024_s4000_r100,96504.94,3129.533,6078.246,9133.951,,0,5018257,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_074652_mosquitto_p1024_s4000_r100/fanout_singlesite,119.880000,0.400000,33344717,117.199231,0.391154,32740979
mqtt_mosquitto,1024,5000,100,fanout_20260227_075019_mosquitto_p1024_s5000_r100,83349.55,2716.215,5065.993,7430.129,,0,4250827,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_075019_mosquitto_p1024_s5000_r100/fanout_singlesite,117.760000,0.630000,52114227,117.122800,0.483200,40128584
mqtt_mosquitto,1024,6000,100,fanout_20260227_075345_mosquitto_p1024_s6000_r100,89219.12,2608.776,4845.389,7171.292,,0,4550175,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_075345_mosquitto_p1024_s6000_r100/fanout_singlesite,111.050000,0.530000,44260393,110.359600,0.526000,43816636
mqtt_mosquitto,1024,7000,100,fanout_20260227_075711_mosquitto_p1024_s7000_r100,88466.29,2778.444,5034.133,7422.144,,0,4511781,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_075711_mosquitto_p1024_s7000_r100/fanout_singlesite,111.130000,0.620000,51464110,110.406800,0.596000,49640427
mqtt_mosquitto,1024,8000,100,fanout_20260227_080037_mosquitto_p1024_s8000_r100,102306.22,2855.151,5189.967,7650.652,,0,5217617,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_080037_mosquitto_p1024_s8000_r100/fanout_singlesite,116.280000,0.660000,55071212,115.354000,0.655200,54583833
mqtt_mosquitto,1024,9000,100,fanout_20260227_080403_mosquitto_p1024_s9000_r100,97500.18,2970.051,5063.977,7217.026,,0,4972509,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_080403_mosquitto_p1024_s9000_r100/fanout_singlesite,119.170000,0.820000,68513956,115.981200,0.801200,66692789
mqtt_mosquitto,1024,10000,100,fanout_20260227_080729_mosquitto_p1024_s10000_r100,85404.90,3255.345,5323.056,7431.258,,0,4355650,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_080729_mosquitto_p1024_s10000_r100/fanout_singlesite,119.990000,0.910000,76126618,118.715200,0.882400,73644009
mqtt_emqx,1024,500,100,fanout_20260227_081102_emqx_p1024_s500_r100,50000.00,10.283,12.089,13.954,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_081102_emqx_p1024_s500_r100/fanout_singlesite,263.270000,2.800000,233203302,259.495600,2.790800,232318304
mqtt_emqx,1024,1000,100,fanout_20260227_081431_emqx_p1024_s1000_r100,100000.59,12.790,15.439,18.088,,0,5100030,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_081431_emqx_p1024_s1000_r100/fanout_singlesite,382.650000,3.260000,271581184,371.065200,3.242400,269978960
mqtt_emqx,1024,2000,100,fanout_20260227_081801_emqx_p1024_s2000_r100,105592.57,9203.271,18785.965,27738.223,,0,5385221,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_081801_emqx_p1024_s2000_r100/fanout_singlesite,400.330000,4.150000,345400934,397.169200,4.100000,341382791
mqtt_emqx,1024,3000,100,fanout_20260227_082129_emqx_p1024_s3000_r100,106419.17,6811.945,14530.177,27095.520,,0,5533797,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_082129_emqx_p1024_s3000_r100/fanout_singlesite,398.560000,4.780000,397829734,396.206923,4.686923,390247723
mqtt_emqx,1024,4000,100,fanout_20260227_082458_emqx_p1024_s4000_r100,104257.00,6693.948,10724.997,15216.935,,0,5317107,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_082458_emqx_p1024_s4000_r100/fanout_singlesite,398.770000,5.310000,442184499,395.443846,5.227308,435271964
