transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,0,baseline,0,150000,140005.54,22.087622,45.177723,47.979186,22.407161,1.0338,0.157227,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,1,baseline,1,150000,150144.67,23.967089,44.808642,46.777467,23.608622,1.0338,0.157227,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,2,baseline,2,150000,150030.13,24.204773,45.379048,47.261067,23.848859,1.0338,0.157227,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,3,baseline,3,150000,149862.43,24.183171,45.563634,47.725598,23.862785,1.0022,0.157617,0.032,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,4,baseline,4,150000,150125.94,23.66442,45.062767,47.357253,23.505144,1.0022,0.157617,0.032,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,5,baseline,5,150000,149900.86,24.276386,45.698384,47.592151,23.833289,1.0309,0.157422,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,6,baseline,6,150000,149927.65,23.817049,45.071218,47.252151,23.597454,1.0309,0.157422,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,7,baseline,7,150000,149963.03,24.248137,45.437359,47.794468,23.924362,1.0309,0.157422,0.036,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,8,baseline,8,150000,150045.76,23.988334,45.34016,47.504526,23.723412,1.0179,0.157422,0.024,0.074667
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,9,baseline,9,150000,150155.86,24.030057,45.401521,47.895413,23.774071,1.0179,0.157422,0.024,0.074667
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,10,baseline,10,150000,150086.6,23.86716,45.043403,47.835999,23.750498,1.0311,0.157031,0.032,0.116
zenoh,fanout_bursty_20260615_232657_zenoh_p128_s3000_u30_bursty,11,baseline,11,150000,149763.28,23.572513,44.788036,46.975885,23.505065,1.0311,0.157031,0.032,0.116
