timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781847997,rabbitmq,1.38%,1.59%,126.1MiB / 7.754GiB,50400,29500
1781847999,rabbitmq,0.31%,1.53%,121.8MiB / 7.754GiB,50400,29500
1781848001,rabbitmq,1.14%,1.49%,118.2MiB / 7.754GiB,50400,29500
1781848003,rabbitmq,37.84%,1.49%,118.2MiB / 7.754GiB,99400,57600
1781848006,rabbitmq,0.27%,1.45%,115.1MiB / 7.754GiB,99400,57600
1781848008,rabbitmq,1.50%,1.43%,113.6MiB / 7.754GiB,99400,57600
1781848010,rabbitmq,56.98%,1.47%,116.8MiB / 7.754GiB,148000,85700
1781848012,rabbitmq,0.72%,1.42%,112.6MiB / 7.754GiB,148000,85700
1781848014,rabbitmq,2.46%,1.40%,110.8MiB / 7.754GiB,148000,85700
1781848016,rabbitmq,58.20%,1.44%,114MiB / 7.754GiB,197000,114000
1781848018,rabbitmq,3.05%,1.43%,113.3MiB / 7.754GiB,197000,114000
1781848020,rabbitmq,1.11%,1.42%,112.9MiB / 7.754GiB,197000,114000
1781848022,rabbitmq,8.85%,1.44%,114.1MiB / 7.754GiB,204000,118000
1781848024,rabbitmq,1.58%,1.48%,117.2MiB / 7.754GiB,246000,142000
1781848027,rabbitmq,5.37%,1.47%,116.4MiB / 7.754GiB,260000,150000
1781848029,rabbitmq,3.53%,1.49%,118.2MiB / 7.754GiB,260000,150000
1781848031,rabbitmq,1.79%,1.52%,120.8MiB / 7.754GiB,308000,178000
1781848033,rabbitmq,6.04%,1.51%,119.7MiB / 7.754GiB,322000,185000
1781848035,rabbitmq,1.63%,1.53%,121.2MiB / 7.754GiB,322000,185000
1781848037,rabbitmq,1.73%,1.56%,123.8MiB / 7.754GiB,371000,213000
1781848039,rabbitmq,6.21%,1.57%,124.3MiB / 7.754GiB,377000,216000
1781848041,rabbitmq,3.86%,1.57%,124.4MiB / 7.754GiB,384000,219000
1781848043,rabbitmq,60.27%,1.66%,131.6MiB / 7.754GiB,433000,248000
1781848045,rabbitmq,1.80%,1.63%,129.7MiB / 7.754GiB,433000,248000
1781848047,rabbitmq,2.80%,1.64%,130.2MiB / 7.754GiB,446000,254000
1781848050,rabbitmq,63.07%,1.82%,144.7MiB / 7.754GiB,495000,282000
1781848052,rabbitmq,3.00%,1.71%,136.1MiB / 7.754GiB,495000,282000
1781848054,rabbitmq,5.28%,1.72%,136.5MiB / 7.754GiB,509000,289000
1781848056,rabbitmq,52.29%,1.80%,142.7MiB / 7.754GiB,558000,317000
1781848058,rabbitmq,210.11%,1.97%,156.7MiB / 7.754GiB,2040000,3410000
1781848060,rabbitmq,188.57%,2.11%,167.5MiB / 7.754GiB,4960000,9530000
1781848062,rabbitmq,186.16%,2.11%,167.8MiB / 7.754GiB,7850000,15600000
1781848064,rabbitmq,183.18%,2.15%,170.8MiB / 7.754GiB,10800000,21700000
1781848067,rabbitmq,193.35%,2.14%,170.2MiB / 7.754GiB,13600000,27800000
1781848069,rabbitmq,187.28%,2.19%,174.3MiB / 7.754GiB,16600000,33900000
1781848071,rabbitmq,186.11%,2.18%,173.1MiB / 7.754GiB,19500000,40000000
1781848073,rabbitmq,190.06%,2.18%,172.7MiB / 7.754GiB,22400000,46100000
1781848075,rabbitmq,183.90%,2.22%,176.5MiB / 7.754GiB,25300000,52100000
1781848077,rabbitmq,187.55%,2.21%,175.9MiB / 7.754GiB,28200000,58200000
1781848080,rabbitmq,189.72%,2.25%,178.8MiB / 7.754GiB,31100000,64300000
1781848082,rabbitmq,185.33%,2.23%,177.3MiB / 7.754GiB,33900000,70400000
1781848084,rabbitmq,189.08%,2.26%,179.1MiB / 7.754GiB,36800000,76400000
1781848086,rabbitmq,192.34%,2.23%,177.3MiB / 7.754GiB,39700000,82500000
1781848088,rabbitmq,186.95%,2.22%,176.1MiB / 7.754GiB,42600000,88600000
1781848090,rabbitmq,186.32%,2.25%,178.8MiB / 7.754GiB,45500000,94700000
1781848092,rabbitmq,189.02%,2.24%,177.8MiB / 7.754GiB,48400000,101000000
1781848095,rabbitmq,189.07%,2.29%,181.5MiB / 7.754GiB,51300000,107000000
1781848097,rabbitmq,193.01%,2.28%,180.8MiB / 7.754GiB,54200000,113000000
1781848099,rabbitmq,189.43%,2.30%,182.7MiB / 7.754GiB,57100000,119000000
1781848101,rabbitmq,185.92%,2.28%,181.3MiB / 7.754GiB,60000000,125000000
1781848103,rabbitmq,189.84%,2.27%,180.6MiB / 7.754GiB,62900000,131000000
1781848105,rabbitmq,183.39%,2.28%,181.4MiB / 7.754GiB,65800000,137000000
1781848107,rabbitmq,186.58%,2.29%,181.5MiB / 7.754GiB,68700000,143000000
1781848110,rabbitmq,190.58%,2.31%,183.1MiB / 7.754GiB,71700000,149000000
1781848112,rabbitmq,189.39%,2.32%,184.1MiB / 7.754GiB,74500000,156000000
1781848114,rabbitmq,204.76%,2.41%,191MiB / 7.754GiB,77500000,162000000
1781848116,rabbitmq,202.11%,2.38%,188.9MiB / 7.754GiB,80400000,168000000
1781848118,rabbitmq,190.00%,2.40%,190.9MiB / 7.754GiB,83500000,174000000
1781848120,rabbitmq,195.37%,2.40%,190.7MiB / 7.754GiB,86400000,180000000
1781848123,rabbitmq,198.62%,2.41%,191.3MiB / 7.754GiB,89400000,187000000
1781848125,rabbitmq,185.96%,2.40%,190.4MiB / 7.754GiB,92300000,193000000
1781848127,rabbitmq,185.25%,2.41%,191.3MiB / 7.754GiB,95200000,199000000
1781848129,rabbitmq,200.54%,2.41%,191.7MiB / 7.754GiB,98100000,205000000
1781848131,rabbitmq,196.33%,2.42%,192.1MiB / 7.754GiB,101000000,211000000
1781848133,rabbitmq,191.64%,2.42%,192.5MiB / 7.754GiB,104000000,217000000
1781848136,rabbitmq,183.95%,2.44%,193.6MiB / 7.754GiB,107000000,223000000
1781848138,rabbitmq,186.95%,2.44%,193.5MiB / 7.754GiB,110000000,230000000
1781848140,rabbitmq,192.26%,2.46%,195.1MiB / 7.754GiB,113000000,236000000
1781848142,rabbitmq,190.11%,2.45%,194.7MiB / 7.754GiB,116000000,242000000
1781848144,rabbitmq,194.34%,2.46%,195.5MiB / 7.754GiB,119000000,248000000
1781848146,rabbitmq,195.47%,2.45%,194.9MiB / 7.754GiB,122000000,254000000
1781848149,rabbitmq,188.46%,2.46%,195.1MiB / 7.754GiB,124000000,260000000
1781848151,rabbitmq,189.94%,2.44%,194.1MiB / 7.754GiB,127000000,266000000
1781848153,rabbitmq,192.47%,2.45%,194.5MiB / 7.754GiB,130000000,273000000
1781848155,rabbitmq,192.04%,2.46%,195.3MiB / 7.754GiB,133000000,279000000
1781848157,rabbitmq,185.94%,2.43%,193.3MiB / 7.754GiB,136000000,285000000
1781848159,rabbitmq,191.84%,2.47%,196.3MiB / 7.754GiB,139000000,291000000
1781848161,rabbitmq,188.74%,2.45%,194.6MiB / 7.754GiB,142000000,297000000
1781848164,rabbitmq,187.00%,2.43%,193MiB / 7.754GiB,145000000,303000000
1781848166,rabbitmq,187.10%,2.48%,196.7MiB / 7.754GiB,148000000,309000000
1781848168,rabbitmq,186.87%,2.46%,195.4MiB / 7.754GiB,151000000,315000000
1781848170,rabbitmq,187.80%,2.47%,196.1MiB / 7.754GiB,154000000,321000000
1781848172,rabbitmq,184.82%,2.49%,197.4MiB / 7.754GiB,156000000,327000000
1781848174,rabbitmq,192.56%,2.50%,198.4MiB / 7.754GiB,159000000,334000000
1781848177,rabbitmq,196.84%,2.50%,198.7MiB / 7.754GiB,162000000,340000000
1781848179,rabbitmq,270.28%,2.55%,202.7MiB / 7.754GiB,168000000,353000000
1781848181,rabbitmq,274.86%,2.58%,204.9MiB / 7.754GiB,175000000,368000000
1781848183,rabbitmq,266.67%,2.60%,206.3MiB / 7.754GiB,182000000,382000000
1781848185,rabbitmq,265.96%,2.62%,207.9MiB / 7.754GiB,188000000,397000000
1781848187,rabbitmq,264.53%,2.64%,209.8MiB / 7.754GiB,195000000,412000000
1781848189,rabbitmq,274.38%,2.61%,207.4MiB / 7.754GiB,201000000,427000000
1781848191,rabbitmq,269.43%,2.58%,205.2MiB / 7.754GiB,206000000,442000000
1781848193,rabbitmq,262.13%,2.58%,205MiB / 7.754GiB,212000000,457000000
1781848195,rabbitmq,270.03%,2.61%,207.2MiB / 7.754GiB,217000000,472000000
1781848198,rabbitmq,271.74%,2.62%,208MiB / 7.754GiB,222000000,487000000
1781848200,rabbitmq,270.70%,2.60%,206.4MiB / 7.754GiB,227000000,502000000
1781848202,rabbitmq,270.55%,2.60%,206.1MiB / 7.754GiB,232000000,517000000
1781848204,rabbitmq,272.41%,2.62%,208.2MiB / 7.754GiB,236000000,532000000
1781848206,rabbitmq,270.26%,2.65%,210.2MiB / 7.754GiB,241000000,546000000
1781848208,rabbitmq,271.60%,2.68%,213MiB / 7.754GiB,245000000,561000000
1781848210,rabbitmq,268.93%,2.67%,211.7MiB / 7.754GiB,249000000,576000000
1781848212,rabbitmq,270.33%,2.64%,209.9MiB / 7.754GiB,254000000,591000000
1781848214,rabbitmq,271.37%,2.65%,210.7MiB / 7.754GiB,258000000,607000000
1781848217,rabbitmq,260.84%,2.65%,210.2MiB / 7.754GiB,263000000,622000000
1781848219,rabbitmq,267.62%,2.66%,211.4MiB / 7.754GiB,267000000,637000000
1781848221,rabbitmq,271.69%,2.66%,211.3MiB / 7.754GiB,271000000,652000000
1781848223,rabbitmq,268.95%,2.70%,214.4MiB / 7.754GiB,275000000,667000000
1781848225,rabbitmq,273.74%,2.67%,212.2MiB / 7.754GiB,280000000,682000000
1781848227,rabbitmq,263.96%,2.66%,210.9MiB / 7.754GiB,284000000,697000000
1781848229,rabbitmq,268.10%,2.64%,210MiB / 7.754GiB,288000000,712000000
1781848231,rabbitmq,268.18%,2.62%,207.9MiB / 7.754GiB,292000000,727000000
1781848234,rabbitmq,271.04%,2.65%,210.8MiB / 7.754GiB,296000000,742000000
1781848236,rabbitmq,273.14%,2.65%,210.7MiB / 7.754GiB,299000000,756000000
1781848238,rabbitmq,205.81%,2.63%,208.7MiB / 7.754GiB,303000000,769000000
1781848240,rabbitmq,180.16%,2.62%,208.4MiB / 7.754GiB,306000000,775000000
1781848242,rabbitmq,187.41%,2.61%,207.1MiB / 7.754GiB,309000000,781000000
1781848244,rabbitmq,191.83%,2.57%,204.4MiB / 7.754GiB,312000000,787000000
1781848246,rabbitmq,190.25%,2.56%,203.6MiB / 7.754GiB,314000000,793000000
1781848248,rabbitmq,188.78%,2.58%,204.6MiB / 7.754GiB,317000000,799000000
1781848251,rabbitmq,187.39%,2.58%,204.6MiB / 7.754GiB,320000000,805000000
1781848253,rabbitmq,191.59%,2.56%,203.5MiB / 7.754GiB,323000000,811000000
1781848255,rabbitmq,194.32%,2.59%,205.6MiB / 7.754GiB,326000000,817000000
1781848257,rabbitmq,189.18%,2.56%,203.6MiB / 7.754GiB,329000000,824000000
1781848259,rabbitmq,192.11%,2.54%,201.8MiB / 7.754GiB,332000000,830000000
1781848261,rabbitmq,188.78%,2.54%,201.8MiB / 7.754GiB,335000000,836000000
