timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781563100,router1,0.42%,0.08%,6.5MiB / 7.754GiB,53400,42700
1781563102,router1,2.01%,0.08%,6.508MiB / 7.754GiB,60300,56200
1781563104,router1,2.09%,0.08%,6.508MiB / 7.754GiB,68600,69700
1781563106,router1,14.74%,0.14%,10.92MiB / 7.754GiB,124000,117000
1781563108,router1,2.80%,0.14%,10.84MiB / 7.754GiB,139000,138000
1781563111,router1,1.51%,0.14%,10.88MiB / 7.754GiB,154000,157000
1781563113,router1,12.93%,0.19%,15.48MiB / 7.754GiB,221000,218000
1781563115,router1,2.92%,0.19%,15.43MiB / 7.754GiB,247000,250000
1781563117,router1,2.05%,0.19%,15.41MiB / 7.754GiB,271000,279000
1781563119,router1,13.26%,0.23%,18.41MiB / 7.754GiB,332000,338000
1781563121,router1,3.17%,0.25%,19.67MiB / 7.754GiB,374000,380000
1781563123,router1,4.05%,0.25%,19.81MiB / 7.754GiB,412000,425000
1781563125,router1,2.87%,0.25%,19.86MiB / 7.754GiB,447000,463000
1781563127,router1,4.22%,0.31%,24.22MiB / 7.754GiB,539000,548000
1781563129,router1,3.61%,0.31%,24.22MiB / 7.754GiB,582000,598000
1781563132,router1,5.06%,0.30%,24.1MiB / 7.754GiB,630000,650000
1781563134,router1,5.21%,0.36%,28.48MiB / 7.754GiB,717000,730000
1781563136,router1,7.20%,0.36%,28.5MiB / 7.754GiB,777000,797000
1781563138,router1,4.85%,0.36%,28.67MiB / 7.754GiB,820000,844000
1781563140,router1,10.65%,0.41%,32.94MiB / 7.754GiB,934000,954000
1781563142,router1,5.05%,0.42%,32.95MiB / 7.754GiB,985000,1010000
1781563144,router1,6.68%,0.41%,32.95MiB / 7.754GiB,1060000,1090000
1781563146,router1,16.66%,0.47%,37.43MiB / 7.754GiB,1150000,1170000
1781563148,router1,8.43%,0.47%,37.32MiB / 7.754GiB,1230000,1270000
1781563150,router1,5.05%,0.47%,37.46MiB / 7.754GiB,1290000,1320000
1781563152,router1,15.97%,0.53%,41.99MiB / 7.754GiB,1420000,1450000
