timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781840897,mosquitto,0.03%,0.04%,3.027MiB / 7.754GiB,50300,28400
1781840900,mosquitto,0.03%,0.04%,3.031MiB / 7.754GiB,50300,28400
1781840903,mosquitto,1.50%,0.05%,3.945MiB / 7.754GiB,99300,56500
1781840906,mosquitto,0.03%,0.05%,3.746MiB / 7.754GiB,99300,56500
1781840909,mosquitto,2.66%,0.06%,4.457MiB / 7.754GiB,148000,84600
1781840912,mosquitto,0.03%,0.06%,4.457MiB / 7.754GiB,148000,84600
1781840915,mosquitto,0.03%,0.06%,4.457MiB / 7.754GiB,148000,84600
1781840918,mosquitto,0.05%,0.07%,5.168MiB / 7.754GiB,197000,113000
1781840921,mosquitto,0.03%,0.07%,5.176MiB / 7.754GiB,197000,113000
1781840924,mosquitto,0.03%,0.07%,5.887MiB / 7.754GiB,246000,141000
1781840927,mosquitto,0.03%,0.07%,5.887MiB / 7.754GiB,260000,148000
1781840930,mosquitto,0.03%,0.08%,6.602MiB / 7.754GiB,308000,176000
1781840933,mosquitto,0.25%,0.08%,6.602MiB / 7.754GiB,322000,183000
1781840936,mosquitto,2.81%,0.09%,7.309MiB / 7.754GiB,371000,211000
1781840939,mosquitto,0.81%,0.09%,7.309MiB / 7.754GiB,384000,217000
1781840942,mosquitto,2.57%,0.10%,8.191MiB / 7.754GiB,424000,241000
1781840945,mosquitto,0.03%,0.10%,8.02MiB / 7.754GiB,433000,246000
1781840948,mosquitto,0.06%,0.10%,8.02MiB / 7.754GiB,446000,252000
1781840951,mosquitto,0.03%,0.11%,8.734MiB / 7.754GiB,495000,280000
1781840954,mosquitto,0.03%,0.11%,8.734MiB / 7.754GiB,509000,287000
1781840957,mosquitto,45.68%,0.12%,9.516MiB / 7.754GiB,1490000,2260000
1781840960,mosquitto,74.23%,0.12%,9.758MiB / 7.754GiB,5570000,10800000
1781840963,mosquitto,73.53%,0.12%,9.508MiB / 7.754GiB,9640000,19300000
1781840966,mosquitto,70.04%,0.12%,9.758MiB / 7.754GiB,13700000,27900000
1781840969,mosquitto,69.24%,0.12%,9.758MiB / 7.754GiB,17800000,36400000
1781840972,mosquitto,68.75%,0.12%,9.758MiB / 7.754GiB,21900000,45000000
1781840975,mosquitto,69.52%,0.12%,9.758MiB / 7.754GiB,25900000,53500000
1781840978,mosquitto,69.38%,0.12%,9.758MiB / 7.754GiB,30000000,62000000
1781840981,mosquitto,70.36%,0.12%,9.75MiB / 7.754GiB,34100000,70600000
1781840984,mosquitto,69.19%,0.12%,9.758MiB / 7.754GiB,38200000,79100000
