transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
nats,192.168.0.245,4222,64,1000,10,warmup,0,60,20,200,20000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,20307.33,0.754,1.099,1.339,1.959,2.842,0.258,23.462,1.159,203.83,12230,1218440,0,0.37,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,103.470000,0.900000,74700554,20.475172,0.424138,35263611,11600000.000000,26000000.000000,2119476.190476,4724285.714286
nats,192.168.0.245,4222,64,1000,10,baseline,60,120,20,200,20000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,20772.00,0.778,1.061,1.413,1.843,2.466,0.258,23.462,1.106,209.00,12540,1246320,0,0.61,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,122.530000,0.930000,77447823,105.151786,0.917500,76397749,12000000.000000,28000000.000000,11096296.296296,24804938.271605
nats,192.168.0.245,4222,64,1000,10,burst,120,180,50,500,50000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,50399.23,0.786,1.220,1.456,2.430,4.466,0.224,28.328,1.340,504.00,30240,3023954,0,0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,231.530000,0.940000,78150369,116.464138,0.931379,77498083,28000000.000000,64000000.000000,14071428.571429,32095238.095238
nats,192.168.0.245,4222,64,1000,10,recovery,180,240,20,200,20000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,21518.25,0.805,1.140,1.500,2.133,3.399,0.203,28.328,1.219,217.33,13040,1291095,0,0.99,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,245.870000,0.940000,78527857,193.885517,0.938276,78024902,28000000.000000,68000000.000000,23523809.523810,54380952.380952
nats,192.168.0.245,4222,64,1000,10,burst,240,300,100,1000,100000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,100399.43,0.779,0.999,1.455,2.212,4.240,0.162,28.328,1.144,1004.00,60240,6023966,0,0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,267.040000,0.940000,78506885,146.801429,0.935714,77930917,56000000.000000,160000000.000000,18913580.246914,43802469.135802
nats,192.168.0.245,4222,64,1000,10,recovery,300,360,20,200,20000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,22973.03,0.763,1.119,1.428,2.103,3.363,0.162,28.328,1.202,233.93,14036,1378382,0,1.80,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,265.540000,0.940000,78611743,229.222759,0.940000,78249803,56000000.000000,160000000.000000,43666666.666667,102380952.380952
nats,192.168.0.245,4222,64,1000,10,burst,360,420,200,2000,200000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,200381.43,0.739,0.929,1.376,2.160,4.308,0.157,28.328,1.087,2003.83,120230,12022886,0,0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,267.160000,0.940000,78360084,146.920345,0.930000,77434807,60000000.000000,200000000.000000,20142857.142857,59523809.523810
nats,192.168.0.245,4222,64,1000,10,recovery,420,480,20,200,20000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,24642.10,0.728,1.266,1.353,3.098,5.206,0.157,28.328,1.475,250.38,15023,1478526,0,1.58,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,282.220000,0.940000,78171341,233.106207,0.936207,77881355,80000000.000000,200000000.000000,46000000.000000,157142857.142857
nats,192.168.0.245,4222,64,1000,10,burst,480,540,300,3000,300000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,300754.27,0.716,0.915,1.337,2.180,4.469,0.155,28.328,1.085,3008.75,180525,18045256,0,0.04,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,283.920000,0.940000,78297170,145.978621,0.932414,77661516,80000000.000000,280000000.000000,20000000.000000,71904761.904762
nats,192.168.0.245,4222,64,1000,10,recovery,540,600,50,500,50000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,57558.62,0.710,1.132,1.319,2.406,4.637,0.155,28.377,1.267,583.98,35039,3453517,0,1.44,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,284.260000,0.940000,78580285,262.875667,0.939333,78145825,80000000.000000,280000000.000000,51494252.873563,221149425.287356
nats,192.168.0.245,4222,64,1000,10,burst,600,660,500,5000,500000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,500898.68,0.723,1.016,1.328,2.219,4.651,0.154,56.132,1.177,5008.98,300539,30053921,0,-0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,260.600000,0.960000,80079749,242.180345,0.953448,79428909,40000000.000000,440000000.000000,21904761.904762,130000000.000000
nats,192.168.0.245,4222,64,1000,10,recovery,660,720,50,500,50000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,64621.93,0.732,1.106,1.335,2.245,4.529,0.154,56.132,1.226,667.33,40040,3877316,0,3.16,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,275.640000,0.970000,80488694,257.861724,0.961034,80044676,40000000.000000,440000000.000000,30952380.952381,338571428.571429
nats,192.168.0.245,4222,64,1000,10,burst,720,780,1000,10000,1000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,1001516.95,0.750,1.031,1.329,2.103,4.704,0.145,79.299,1.177,10017.33,601040,60091017,0,0.02,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,285.250000,0.970000,80971039,250.436207,0.963103,80188584,40000000.000000,800000000.000000,20952380.952381,205714285.714286
nats,192.168.0.245,4222,64,1000,10,recovery,780,840,100,1000,100000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,129154.95,0.761,1.004,1.322,2.279,4.685,0.145,79.299,1.171,1333.97,80038,7749297,0,3.18,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,290.530000,1.020000,84850770,278.003103,1.014138,84399521,80000000.000000,800000000.000000,40476190.476190,628571428.571429
nats,192.168.0.245,4222,64,1000,10,burst,840,900,2000,20000,2000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,2001635.23,0.816,1.355,1.438,4.135,8.101,0.138,158.466,1.724,20016.22,1200973,120098114,0,-0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,302.370000,1.040000,86717235,268.531000,1.019667,84888169,80000000.000000,1600000000.000000,36321839.080460,409195402.298851
nats,192.168.0.245,4222,64,1000,10,recovery,900,960,100,1000,100000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,158402.92,0.859,1.296,1.541,3.152,5.511,0.138,158.466,1.525,1666.52,99991,9504175,0,4.95,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,301.830000,1.050000,87535124,286.308966,1.035517,86274664,120000000.000000,1600000000.000000,71904761.904762,1180952380.952381
nats,192.168.0.245,4222,64,1000,10,burst,960,1020,4000,40000,4000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,4002915.92,0.966,2.028,1.938,8.407,16.522,0.138,307.757,2.943,40033.28,2401997,240174955,0,0.01,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,386.390000,1.090000,91100283,278.364138,1.046207,87134135,120000000.000000,3200000000.000000,47619047.619048,685714285.714286
nats,192.168.0.245,4222,64,1000,10,recovery,1020,1080,200,2000,200000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,291502.42,1.051,1.586,2.168,4.204,7.814,0.138,307.757,1.915,3000.60,180036,17490145,0,2.85,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,389.010000,1.150000,96028590,350.927586,1.125517,93766920,120000000.000000,3200000000.000000,82857142.857143,2257142857.142857
nats,192.168.0.245,4222,64,1000,10,burst,1080,1140,6000,60000,6000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,6003391.83,1.204,3.538,2.944,15.258,26.912,0.138,307.757,5.198,60033.95,3602037,360203510,0,0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,389.150000,1.260000,105172173,277.204333,1.126667,93765064,120000000.000000,4400000000.000000,52873563.218391,1043678160.919540
nats,192.168.0.245,4222,64,1000,10,recovery,1140,1200,200,2000,200000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,324100.80,1.343,2.733,3.524,12.230,18.149,0.138,307.757,4.050,3334.00,200040,19446048,0,2.79,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,390.130000,1.370000,113665638,358.564483,1.253793,104367662,120000000.000000,4400000000.000000,93809523.809524,3395238095.238095
nats,192.168.0.245,4222,64,1000,10,burst,1200,1260,8000,80000,8000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,8007133.27,1.559,4.983,4.421,31.016,48.900,0.138,589.824,9.160,80084.00,4805040,480427996,0,0.02,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,397.270000,1.560000,130023424,301.582069,1.213448,100946773,120000000.000000,6000000000.000000,53809523.809524,1261904761.904762
nats,192.168.0.245,4222,64,1000,10,recovery,1260,1320,500,5000,500000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,655423.57,1.733,7.626,5.077,25.060,31.581,0.138,589.824,9.765,6665.72,399943,39325414,0,1.67,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,398.110000,1.590000,132015718,370.034828,1.477241,122984586,120000000.000000,8000000000.000000,101904761.904762,4442857142.857142
nats,192.168.0.245,4222,64,1000,10,burst,1320,1380,10000,100000,10000000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,10007961.33,1.981,14.736,7.889,65.836,89.736,0.138,1254.097,22.330,100079.60,6004776,600477680,0,-0.00,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,398.880000,2.150000,178782208,303.970345,1.386552,115449664,120000000.000000,8000000000.000000,57619047.619048,1714285714.285714
nats,192.168.0.245,4222,64,1000,10,recovery,1380,1440,500,5000,500000,fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty,544008.63,2.204,1.009,9.989,2.186,3.958,0.138,1254.097,1.145,4991.58,299495,32640518,0,-8.99,/home/cc/projects/mq-bench/results/fanout_bursty_load_20260619_063606/raw_data/fanout_bursty_20260629_230718_nats_p64_s1000_u10_bursty/fanout_singlesite,399.520000,2.180000,181823078,370.522333,1.972667,164311859,120000000.000000,8000000000.000000,95632183.908046,5517241379.310345
