transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,0,baseline,0,20000,18616.24,2.307336,8.863659,10.396318,2.91321,0.0511,0.028096,0.000456,0.000432
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,1,baseline,1,20000,19999.37,2.247635,3.653666,4.241848,2.275821,0.0511,0.028096,0.000456,0.000432
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,2,baseline,2,20000,19992.16,2.206891,3.661149,3.839868,2.270869,0.0511,0.028096,0.000456,0.000432
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,3,baseline,3,20000,20007.15,2.170082,3.610413,3.752331,2.228004,0.0795,0.032178,0.000456,0.000432
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,4,baseline,4,20000,20006.05,2.164733,3.594241,3.843045,2.217927,0.0795,0.032178,0.000456,0.000432
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,5,baseline,5,20000,19996.51,2.11894,3.537468,3.726818,2.176985,0.0559,0.032422,0.000216,0.000244
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,6,baseline,6,20000,19993.63,2.171779,3.577357,3.756937,2.219408,0.0559,0.032422,0.000216,0.000244
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,7,baseline,7,20000,19994.4,2.210769,3.627326,3.921538,2.249995,0.0559,0.032422,0.000216,0.000244
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,8,baseline,8,20000,20003.63,2.146223,3.581788,3.948458,2.195848,0.0549,0.032178,0.000171,0.000187
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,9,baseline,9,20000,20005.56,2.195644,3.714157,4.887173,2.256411,0.0549,0.032178,0.000171,0.000187
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,10,baseline,10,20000,19995.74,2.175236,3.646828,4.100534,2.229796,0.1982,0.037002,0.0004,0.0004
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,11,baseline,11,20000,19999.86,2.270178,3.731914,4.532261,2.314869,0.1982,0.037002,0.0004,0.0004
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,12,baseline,12,20000,19998.28,2.24582,3.752427,4.2543,2.308162,0.0706,0.036621,0.00032,0.00032
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,13,baseline,13,20000,20008.38,2.15315,3.5656,3.812628,2.210361,0.0706,0.036621,0.00032,0.00032
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,14,baseline,14,20000,19996.81,2.169743,3.567436,3.769511,2.20875,0.0737,0.036768,0.00024,0.00024
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,15,baseline,15,20000,19993.13,2.179262,3.610602,3.880631,2.235038,0.0737,0.036768,0.00024,0.00024
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,16,baseline,16,20000,20002.53,2.182427,3.60938,3.866935,2.230957,0.1782,0.04083,0.00052,0.00048
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,17,baseline,17,20000,20010.37,2.228229,3.745306,4.260235,2.293836,0.1782,0.04083,0.00052,0.00048
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,18,baseline,18,20000,20000.6,2.199416,3.645825,4.138791,2.247517,0.0721,0.041094,0.00036,0.00036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,19,baseline,19,20000,19992.77,2.151404,3.601378,3.876154,2.206692,0.0721,0.041094,0.00036,0.00036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,20,baseline,20,20000,19994.34,2.198871,3.631093,3.909269,2.230855,0.0496,0.04083,0.00032,0.00032
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,21,baseline,21,20000,20002.92,2.155731,3.614944,3.835465,2.215782,0.0496,0.04083,0.00032,0.00032
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,22,baseline,22,20000,20002.95,2.202937,3.654658,4.021988,2.236143,0.1714,0.04376,0.00044,0.0004
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,23,baseline,23,20000,20001.02,2.146451,3.551638,3.786657,2.189201,0.1714,0.04376,0.00044,0.0004
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,24,baseline,24,20000,19997.33,2.201907,3.661652,4.514527,2.248284,0.8838,0.053779,0.0056,0.01884
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,25,baseline,25,20000,20004.49,2.145659,3.586991,4.157577,2.197949,0.8838,0.053779,0.0056,0.01884
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,26,baseline,26,20000,19998.89,2.149589,3.630359,3.988074,2.201028,0.8838,0.053779,0.0056,0.01884
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,27,baseline,27,20000,19992.39,2.202094,3.686719,4.648302,2.264891,0.9077,0.054102,0.007813,0.026347
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,28,baseline,28,20000,20003.19,2.148754,3.590345,3.896971,2.199678,0.9077,0.054102,0.007813,0.026347
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,29,baseline,29,20000,20006.4,2.134634,3.627016,4.141104,2.208301,0.8272,0.053701,0.0118,0.0396
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,30,baseline,30,20000,19989.56,2.233327,3.781876,5.616798,2.339592,0.8272,0.053701,0.0118,0.0396
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,31,baseline,31,20000,20002.28,2.222912,3.724782,5.255092,2.302906,0.8609,0.053926,0.01168,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,32,baseline,32,20000,20002.49,2.230618,3.685665,4.140275,2.271305,0.8609,0.053926,0.01168,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,33,baseline,33,20000,20001.88,2.209946,3.61281,3.996445,2.242991,0.8364,0.05376,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,34,baseline,34,20000,19991.95,2.174631,3.630689,4.17336,2.216338,0.8364,0.05376,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,35,baseline,35,20000,20007.79,2.136261,3.705624,5.659991,2.252708,0.8486,0.053779,0.0116,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,36,baseline,36,20000,19992.74,2.191157,3.880532,6.436629,2.349756,0.8486,0.053779,0.0116,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,37,baseline,37,20000,20008.12,2.15339,3.597082,4.466359,2.215422,0.8649,0.053994,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,38,baseline,38,20000,20000.72,2.091638,3.510769,3.728882,2.146325,0.8649,0.053994,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,39,baseline,39,20000,19997.89,2.22338,3.713516,4.641578,2.271259,0.8923,0.053838,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,40,baseline,40,20000,20001.98,2.207154,3.704791,5.426655,2.294391,0.8923,0.053838,0.0116,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,41,baseline,41,20000,20002.13,2.182888,3.626623,4.012882,2.228145,0.8741,0.053691,0.0116,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,42,baseline,42,20000,19998.69,2.241438,3.818695,4.922485,2.303078,0.8741,0.053691,0.0116,0.0388
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,43,baseline,43,20000,19997.16,2.206343,3.784581,4.541519,2.267142,0.8847,0.053789,0.012,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,44,baseline,44,20000,20008.7,2.188101,3.656103,4.433027,2.259342,0.8847,0.053789,0.012,0.0392
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,45,baseline,45,20000,19989.45,2.228499,3.740883,4.9072,2.302711,0.8752,0.053857,0.0116,0.038
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,46,baseline,46,20000,19997.98,2.211436,3.718907,4.892391,2.294924,0.8752,0.053857,0.0116,0.038
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,47,baseline,47,20000,20008.04,2.257413,3.904116,4.936717,2.335088,0.8752,0.053857,0.0116,0.038
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,48,baseline,48,20000,19996.56,2.230722,3.753917,4.372372,2.282359,0.8948,0.053896,0.007733,0.026667
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,49,baseline,49,20000,19998.87,2.220545,3.700401,4.586773,2.275322,0.8948,0.053896,0.007733,0.026667
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,50,baseline,50,20000,20000.43,2.203271,3.6768,4.259559,2.255539,0.8163,0.053789,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,51,baseline,51,20000,19998.34,2.223398,3.771392,4.664494,2.289404,0.8163,0.053789,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,52,baseline,52,20000,19996.65,2.226359,3.646117,4.017331,2.260151,0.8152,0.053848,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,53,baseline,53,20000,20006.51,2.189291,3.66605,4.232506,2.251611,0.8152,0.053848,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,54,baseline,54,20000,19997.35,2.176921,3.577778,4.026497,2.220172,0.823,0.05416,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,55,baseline,55,20000,20001.29,2.143583,3.55887,3.722154,2.201002,0.823,0.05416,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,56,baseline,56,20000,20007.87,2.207151,3.655053,4.030282,2.256896,0.847,0.053643,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,57,baseline,57,20000,19987.99,2.171071,3.615066,3.855933,2.22096,0.847,0.053643,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,58,baseline,58,20000,20004.02,2.150569,3.62807,3.997337,2.212879,0.8552,0.054043,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,59,baseline,59,20000,238836.06,7.387359,14.704455,20.291088,7.75513,0.8552,0.054043,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,60,burst,0,1000000,882693.79,9.549439,15.748516,19.496699,8.810673,0.8554,0.053867,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,61,burst,1,1000000,1000014.55,8.740366,16.250785,17.503779,8.795049,0.8554,0.053867,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,62,burst,2,1000000,999620.49,8.334589,16.027808,17.170739,8.732956,0.8448,0.053975,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,63,burst,3,1000000,1000783.41,8.589936,16.112949,17.300042,8.836533,0.8448,0.053975,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,64,burst,4,1000000,999342.71,9.495468,16.507769,18.711177,9.167427,0.8578,0.053789,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,65,burst,5,1000000,1000609.08,9.192181,16.418553,19.562722,9.140323,0.8578,0.053789,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,66,burst,6,1000000,999870.82,9.093612,16.590909,19.926031,8.865007,0.8578,0.053789,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,67,burst,7,1000000,998252.04,9.844852,17.567491,24.778275,9.886158,0.8644,0.054023,0.008,0.026667
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,68,burst,8,1000000,997741.71,11.153426,20.362136,24.343614,10.609461,0.8644,0.054023,0.008,0.026667
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,69,burst,9,1000000,1001120.48,10.993267,21.896939,24.311645,11.419038,0.8227,0.053691,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,70,burst,10,1000000,1000336.49,10.453421,20.29466,23.465602,10.977006,0.8227,0.053691,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,71,burst,11,1000000,1000801.69,10.482111,19.849554,23.062692,10.404365,0.8411,0.053936,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,72,burst,12,1000000,1001593.43,9.93918,17.048962,19.972834,9.175504,0.8411,0.053936,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,73,burst,13,1000000,999623.25,9.92096,16.221247,18.724788,9.060277,0.82,0.053828,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,74,burst,14,1000000,999465.4,9.189642,16.835565,17.991429,9.280754,0.82,0.053828,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,75,burst,15,1000000,1000918.44,9.44122,16.064691,17.237721,9.153766,0.8162,0.053643,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,76,burst,16,1000000,999238.2,9.190956,16.013067,17.205869,9.000955,0.8162,0.053643,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,77,burst,17,1000000,998437.86,9.191938,16.081325,18.393694,9.093566,0.8455,0.05375,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,78,burst,18,1000000,1002736.6,8.575541,19.936849,44.252703,9.508102,0.8455,0.05375,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,79,burst,19,1000000,1000481.45,7.033234,13.741964,15.3534,7.369855,0.8079,0.05377,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,80,burst,20,1000000,1000356.3,6.935099,13.85248,14.76962,7.358921,0.8079,0.05377,0.0116,0.036
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,81,burst,21,1000000,999728.1,6.872789,13.89894,15.042029,7.362564,0.8329,0.053994,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,82,burst,22,1000000,1000719.93,6.903057,13.930225,14.861071,7.366895,0.8329,0.053994,0.0116,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,83,burst,23,1000000,999272.83,6.91997,13.926934,15.007718,7.393461,0.8228,0.053691,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,84,burst,24,1000000,1000180.2,7.094931,14.513369,15.937634,7.699335,0.8228,0.053691,0.012,0.04
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,85,burst,25,1000000,999530.29,7.041332,14.142858,15.695542,7.571205,1.7857,0.062607,0.0428,1.304
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,86,burst,26,1000000,1000643.11,7.06721,13.960935,15.13702,7.430726,1.7857,0.062607,0.0428,1.304
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,87,burst,27,1000000,999763.21,6.761827,13.511303,14.671161,7.10213,1.7857,0.062607,0.0428,1.304
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,88,burst,28,1000000,1000477.09,6.717467,13.529946,14.813031,7.080782,1.9458,0.063906,0.030133,0.917333
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,89,burst,29,1000000,999932.95,6.85204,13.44119,14.592978,7.144551,1.9458,0.063906,0.030133,0.917333
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,90,burst,30,1000000,1000148.09,6.973821,13.539135,14.747439,7.236063,2.1354,0.066748,0.044,1.356
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,91,burst,31,1000000,999591.11,6.827169,13.701587,14.866027,7.234875,2.1354,0.066748,0.044,1.356
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,92,burst,32,1000000,1000110.69,6.858166,14.071663,15.339399,7.401296,2.3274,0.068828,0.04,1.36
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,93,burst,33,1000000,999653.52,6.930905,13.969256,15.419794,7.410846,2.3274,0.068828,0.04,1.36
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,94,burst,34,1000000,1000097.29,6.869314,13.931779,15.256401,7.325654,2.1274,0.06957,0.04,1.32
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,95,burst,35,1000000,1000407.81,6.929662,13.943841,15.877559,7.35455,2.1274,0.06957,0.04,1.32
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,96,burst,36,1000000,999781.74,7.002687,14.420013,16.883393,7.578017,2.131,0.069893,0.04,1.36
zenoh,fanout_bursty_20260615_220535_zenoh_p128_s1000_u10_bursty,97,burst,37,1000000,1000097.97,7.140713,14.402019,15.996768,7.674283,2.131,0.069893,0.04,1.36
