timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781842005,mosquitto,0.03%,0.04%,3.035MiB / 7.754GiB,50400,28500
1781842007,mosquitto,0.03%,0.04%,3.035MiB / 7.754GiB,50400,28500
1781842010,mosquitto,1.51%,0.05%,3.742MiB / 7.754GiB,99300,56600
1781842013,mosquitto,0.04%,0.05%,3.742MiB / 7.754GiB,99300,56600
1781842016,mosquitto,3.10%,0.06%,4.484MiB / 7.754GiB,148000,84700
1781842019,mosquitto,0.03%,0.06%,4.453MiB / 7.754GiB,148000,84700
1781842022,mosquitto,0.03%,0.06%,4.453MiB / 7.754GiB,148000,84700
1781842025,mosquitto,0.11%,0.07%,5.172MiB / 7.754GiB,197000,113000
1781842028,mosquitto,0.05%,0.07%,5.172MiB / 7.754GiB,197000,113000
1781842031,mosquitto,0.04%,0.07%,5.879MiB / 7.754GiB,246000,141000
1781842034,mosquitto,0.04%,0.07%,5.879MiB / 7.754GiB,260000,148000
1781842037,mosquitto,0.03%,0.08%,6.594MiB / 7.754GiB,308000,176000
1781842040,mosquitto,0.24%,0.08%,6.594MiB / 7.754GiB,322000,183000
1781842043,mosquitto,2.58%,0.09%,7.352MiB / 7.754GiB,371000,211000
1781842046,mosquitto,0.86%,0.09%,7.309MiB / 7.754GiB,384000,217000
1781842049,mosquitto,2.75%,0.10%,8.055MiB / 7.754GiB,425000,241000
1781842052,mosquitto,0.06%,0.10%,8.016MiB / 7.754GiB,433000,246000
1781842055,mosquitto,0.03%,0.10%,8.016MiB / 7.754GiB,447000,252000
1781842058,mosquitto,0.05%,0.11%,8.727MiB / 7.754GiB,495000,281000
1781842061,mosquitto,0.03%,0.11%,8.727MiB / 7.754GiB,509000,287000
1781842064,mosquitto,47.96%,0.12%,9.836MiB / 7.754GiB,1520000,2320000
1781842067,mosquitto,75.16%,0.12%,9.812MiB / 7.754GiB,5590000,10800000
1781842070,mosquitto,74.32%,0.12%,9.91MiB / 7.754GiB,9670000,19400000
1781842073,mosquitto,74.47%,0.12%,9.758MiB / 7.754GiB,13700000,27900000
1781842076,mosquitto,73.10%,0.12%,9.664MiB / 7.754GiB,17800000,36500000
1781842079,mosquitto,69.60%,0.12%,9.754MiB / 7.754GiB,21900000,45000000
1781842082,mosquitto,70.26%,0.12%,9.754MiB / 7.754GiB,26000000,53600000
1781842085,mosquitto,73.65%,0.12%,9.668MiB / 7.754GiB,30000000,62100000
1781842088,mosquitto,77.07%,0.12%,9.699MiB / 7.754GiB,34100000,70600000
1781842092,mosquitto,75.58%,0.12%,9.504MiB / 7.754GiB,38200000,79200000
1781842095,mosquitto,70.51%,0.12%,9.754MiB / 7.754GiB,42300000,87700000
1781842098,mosquitto,69.73%,0.12%,9.754MiB / 7.754GiB,46400000,96300000
