transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,0,baseline,0,20000,18654.47,2.326352,4.608228,5.50942,2.458153,0.1542,0.027979,0.00048,0.000364
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,1,baseline,1,20000,20001,2.189885,3.402671,3.873026,2.204863,0.1542,0.027979,0.00048,0.000364
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,2,baseline,2,20000,19997.73,2.251161,3.519196,4.384114,2.289285,0.2502,0.033867,0.00048,0.000364
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,3,baseline,3,20000,20003.65,2.202189,3.386021,3.551439,2.18856,0.2502,0.033867,0.00048,0.000364
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,4,baseline,4,20000,19996.73,2.215513,3.319341,3.646005,2.224044,0.022,0.036904,0.00024,0.00024
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,5,baseline,5,20000,19996.81,2.20555,3.320171,3.608595,2.206738,0.022,0.036904,0.00024,0.00024
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,6,baseline,6,20000,20001.81,2.207161,3.343794,3.793876,2.22466,0.0003,0.036543,0.00032,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,7,baseline,7,20000,19994.85,2.207704,3.347077,3.678857,2.214141,0.0003,0.036543,0.00032,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,8,baseline,8,20000,20005.79,2.195766,3.389849,3.5749,2.193785,0.0002,0.036543,0.00036,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,9,baseline,9,20000,19999.5,2.240145,3.419137,3.506242,2.220884,0.0002,0.036543,0.00036,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,10,baseline,10,20000,20004.18,2.185712,3.303176,3.59043,2.186416,0.0002,0.036543,0.00036,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,11,baseline,11,20000,19997.08,2.159233,3.271847,3.386896,2.146727,0.0892,0.036543,0.00024,0.000213
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,12,baseline,12,20000,20001.17,2.194783,3.470665,4.276863,2.242613,0.0892,0.036543,0.00024,0.000213
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,13,baseline,13,20000,19998.28,2.183499,3.433129,4.025756,2.206583,0.1842,0.036543,0.0004,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,14,baseline,14,20000,19996.28,2.249909,3.532366,3.830221,2.264475,0.1842,0.036543,0.0004,0.00032
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,15,baseline,15,20000,20006.58,2.22259,3.487049,3.869043,2.235511,0.137,0.036543,0.00024,0.00024
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,16,baseline,16,20000,20001.09,2.226091,3.4394,3.607189,2.214891,0.137,0.036543,0.00024,0.00024
zenoh,fanout_bursty_20260612_205518_zenoh_p64_s1000_u10_bursty,17,baseline,17,20000,19999.12,2.280462,3.462362,3.774855,2.281645,0.0837,0.03873,0.00028,0.0002
