transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,0,baseline,0,20000,21995.2,2.187365,3.740671,4.367359,2.192863,0.9019,0.053545,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,1,baseline,1,20000,20004.56,2.156645,3.653426,4.08453,2.160792,0.9019,0.053545,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,2,baseline,2,20000,19996.44,2.161151,3.63397,4.224613,2.164228,0.9095,0.053662,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,3,baseline,3,20000,20000.61,2.173951,3.718962,4.153753,2.178977,0.9095,0.053662,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,4,baseline,4,20000,20003.2,1.967717,3.721625,4.399513,2.055426,0.9034,0.053574,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,5,baseline,5,20000,20000.93,1.70373,3.532594,4.495154,1.824735,0.9034,0.053574,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,6,baseline,6,20000,19994.53,2.151116,3.620249,4.465458,2.160973,0.8646,0.053477,0.0116,0.032
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,7,baseline,7,20000,19999.88,2.126335,3.60878,4.129177,2.138985,0.8646,0.053477,0.0116,0.032
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,8,baseline,8,20000,20000.8,2.157977,3.648716,4.486757,2.163699,0.8991,0.05375,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,9,baseline,9,20000,20003.96,2.180914,3.662233,4.280524,2.183202,0.8991,0.05375,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,10,baseline,10,20000,19999.27,2.178969,3.657317,4.014489,2.177719,0.8991,0.05375,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,11,baseline,11,20000,19998.04,2.138418,3.580722,3.821362,2.135115,0.854,0.053516,0.008,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,12,baseline,12,20000,19999.6,2.155417,3.608165,3.82382,2.152357,0.854,0.053516,0.008,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,13,baseline,13,20000,19999.68,2.141797,3.595263,3.780812,2.136956,0.8246,0.053613,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,14,baseline,14,20000,19998.49,2.196889,3.759922,4.108082,2.200461,0.8246,0.053613,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,15,baseline,15,20000,20002.63,2.152447,3.681689,3.924991,2.155823,0.8204,0.053477,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,16,baseline,16,20000,19999.32,2.163301,3.697253,4.000562,2.162474,0.8204,0.053477,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,17,baseline,17,20000,19998.23,2.178149,3.708722,4.005682,2.177165,0.8147,0.053623,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,18,baseline,18,20000,20001.63,2.16494,3.686399,4.051148,2.169808,0.8147,0.053623,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,19,baseline,19,20000,20004.56,2.162175,3.697868,4.138802,2.165993,0.8773,0.053965,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,20,baseline,20,20000,19995.58,2.123673,3.632741,3.833855,2.122745,0.8773,0.053965,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,21,baseline,21,20000,20004.01,2.113945,3.633151,3.963493,2.115529,0.9181,0.053955,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,22,baseline,22,20000,19997.35,2.161356,3.697049,3.966565,2.16575,0.9181,0.053955,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,23,baseline,23,20000,20000.71,2.13422,3.653221,3.955916,2.134068,0.8914,0.053975,0.0116,0.032
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,24,baseline,24,20000,19999.6,2.157157,3.678821,3.91557,2.155813,0.8914,0.053975,0.0116,0.032
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,25,baseline,25,20000,20002.26,2.136268,3.662437,3.91598,2.137183,0.8972,0.053965,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,26,baseline,26,20000,19994.54,2.187877,3.721625,4.080844,2.190144,0.8972,0.053965,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,27,baseline,27,20000,20003.23,2.151525,3.687628,4.018994,2.153874,0.8803,0.053877,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,28,baseline,28,20000,19997.8,2.15982,3.706879,3.969637,2.163849,0.8803,0.053877,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,29,baseline,29,20000,20003.66,2.159001,3.652607,3.871129,2.158237,0.8803,0.053877,0.0116,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,30,baseline,30,20000,20000.49,2.121932,3.611033,3.844709,2.124007,0.8738,0.053887,0.007733,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,31,baseline,31,20000,19996.7,2.193305,3.751935,4.178533,2.199948,0.8738,0.053887,0.007733,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,32,baseline,32,20000,19996.59,2.195865,3.661618,4.049919,2.182417,0.8637,0.053828,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,33,baseline,33,20000,20006.28,2.183065,3.627826,4.048485,2.174073,0.8637,0.053828,0.0112,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,34,baseline,34,20000,19997.01,2.186239,3.645439,3.910655,2.172962,0.8295,0.05415,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,35,baseline,35,20000,19999.12,2.203852,3.702578,4.186521,2.197268,0.8295,0.05415,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,36,baseline,36,20000,20001.65,2.170879,3.634585,3.849625,2.15839,0.8281,0.053945,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,37,baseline,37,20000,20001.94,2.230066,3.74702,4.478361,2.236837,0.8281,0.053945,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,38,baseline,38,20000,19997.54,2.2059,3.657727,4.041113,2.191529,0.8183,0.053857,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,39,baseline,39,20000,20002.26,2.217369,3.661823,3.937689,2.200853,0.8183,0.053857,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,40,baseline,40,20000,19996.66,2.203954,3.687423,3.961855,2.192603,0.8076,0.05374,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,41,baseline,41,20000,20002.75,2.179993,3.65445,3.930725,2.167316,0.8076,0.05374,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,42,baseline,42,20000,19998.81,2.225458,3.687218,3.893861,2.208,0.8185,0.053936,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,43,baseline,43,20000,19999.95,2.21358,3.677797,3.871743,2.196485,0.8185,0.053936,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,44,baseline,44,20000,20002.27,2.212965,3.667148,3.957964,2.198288,0.822,0.054082,0.008,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,45,baseline,45,20000,19995.36,2.202725,3.669196,3.923148,2.187918,0.822,0.054082,0.008,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,46,baseline,46,20000,19999.44,2.196172,3.687833,3.961445,2.18902,0.824,0.053789,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,47,baseline,47,20000,20003.96,2.209791,3.831193,4.898405,2.232998,0.824,0.053789,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,48,baseline,48,20000,19999.22,2.135551,3.580517,3.805593,2.128409,0.8171,0.053906,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,49,baseline,49,20000,20002.44,2.145689,3.577445,3.855769,2.142149,0.8171,0.053906,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,50,baseline,50,20000,19993.56,2.164428,3.828735,6.646783,2.256201,0.8171,0.053906,0.012,0.028
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,51,baseline,51,20000,19999.17,2.156543,3.613285,3.861913,2.15582,0.8326,0.053809,0.008,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,52,baseline,52,20000,20007.75,2.157465,3.634789,3.835084,2.151591,0.8326,0.053809,0.008,0.018667
zenoh,fanout_bursty_20260612_181827_zenoh_p64_s1000_u10_bursty,53,baseline,53,20000,19998.79,2.132786,3.586866,3.905125,2.131714,0.847,0.053877,0.012,0.028
