transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
zenoh,192.168.0.245,7447,1024,1000,10,warmup,0,60,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,10216.67,1.970,4.338,5.934,7.328,8.184,0.318,26.706,4.437,102.17,6130,613000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,62.880000,0.700000,57996739,43.053103,0.641724,53580064,6800000.000000,96000000.000000,4871428.571429,67709047.619048
zenoh,192.168.0.245,7447,1024,1000,10,baseline,60,120,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,10850.00,1.872,2.536,5.540,4.993,5.810,0.258,26.706,2.614,109.00,6540,651000,0,0.46,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,61.860000,0.700000,58112082,52.965862,0.695517,57880310,6800000.000000,120000000.000000,6433333.333333,90714285.714286
zenoh,192.168.0.245,7447,1024,1000,10,burst,120,240,50,500,50000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,50116.67,0.978,1.191,2.304,2.020,2.908,0.187,30.179,1.221,501.17,60140,6014000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,100.420000,0.730000,60534292,89.215862,0.717241,59774075,20000000.000000,480000000.000000,16425730.994152,404678362.573099
zenoh,192.168.0.245,7447,1024,1000,10,recovery,240,330,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,11109.87,0.892,3.225,1.769,6.288,8.799,0.187,80.019,3.358,111.56,10040,999888,0,0.41,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,98.890000,0.720000,60251177,59.918372,0.704186,58609790,20000000.000000,480000000.000000,8793650.793651,163809523.809524
zenoh,192.168.0.245,7447,1024,1000,10,burst,330,450,100,1000,100000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,100115.83,1.179,7.639,6.271,15.334,16.364,0.163,80.019,8.025,1001.16,120139,12013900,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,143.530000,0.890000,74333553,121.623966,0.830345,69180886,36000000.000000,1200000000.000000,27742690.058480,787602339.181287
zenoh,192.168.0.245,7447,1024,1000,10,recovery,450,540,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,12694.97,1.431,6.143,8.182,10.013,14.769,0.163,80.019,6.373,128.14,11533,1142547,0,0.93,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,144.210000,0.880000,73253519,73.063256,0.852791,70888859,32000000.000000,1200000000.000000,10952380.952381,238095238.095238
zenoh,192.168.0.245,7447,1024,1000,10,burst,540,660,250,2500,250000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,250099.17,2.057,7.968,10.327,15.863,16.905,0.159,80.019,8.462,2501.00,300120,30011900,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,163.680000,1.000000,83194020,126.306034,0.971897,81002134,80000000.000000,2400000000.000000,48608187.134503,1890058479.532164
zenoh,192.168.0.245,7447,1024,1000,10,recovery,660,750,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,15372.56,2.656,8.113,11.932,18.518,28.532,0.159,96.207,8.186,155.87,14028,1383530,0,1.37,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,149.200000,1.000000,82889933,71.699545,0.990455,82581080,80000000.000000,2400000000.000000,16434108.527132,508527131.782946
zenoh,192.168.0.245,7447,1024,1000,10,burst,750,870,500,5000,500000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,500108.33,3.435,10.993,13.371,21.266,23.111,0.159,96.207,11.169,5001.07,600129,60013000,0,-0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,209.110000,1.440000,120061952,163.535690,1.364483,113710836,80000000.000000,8000000000.000000,61286549.707602,3698245614.035088
zenoh,192.168.0.245,7447,1024,1000,10,recovery,870,990,10,100,10000,fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty,10303.46,3.940,3.704,14.333,5.996,6.594,0.159,96.207,3.721,100.16,12019,1236415,0,-2.87,/home/cc/mq-bench/results/fanout_bursty_load_20260611_224322/raw_data/fanout_bursty_20260611_224344_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,209.430000,1.450000,120481382,75.804483,1.440000,119781729,80000000.000000,8000000000.000000,16608187.134503,748538011.695906
