timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781559857,router1,0.24%,0.08%,6.484MiB / 7.754GiB,53300,42700
1781559859,router1,2.00%,0.08%,6.59MiB / 7.754GiB,60400,56200
1781559861,router1,1.97%,0.08%,6.652MiB / 7.754GiB,68200,69600
1781559863,router1,13.16%,0.14%,11.05MiB / 7.754GiB,124000,118000
1781559865,router1,2.69%,0.14%,11.04MiB / 7.754GiB,138000,138000
1781559867,router1,1.47%,0.14%,10.92MiB / 7.754GiB,152000,158000
1781559869,router1,12.76%,0.19%,15.43MiB / 7.754GiB,218000,219000
1781559872,router1,2.68%,0.20%,15.56MiB / 7.754GiB,243000,252000
1781559874,router1,1.89%,0.20%,15.68MiB / 7.754GiB,267000,281000
1781559876,router1,12.04%,0.24%,18.69MiB / 7.754GiB,332000,343000
1781559878,router1,2.54%,0.25%,19.67MiB / 7.754GiB,369000,383000
1781559880,router1,3.88%,0.25%,19.84MiB / 7.754GiB,406000,429000
1781559882,router1,2.78%,0.25%,19.88MiB / 7.754GiB,440000,467000
1781559884,router1,4.05%,0.30%,24.11MiB / 7.754GiB,531000,553000
1781559886,router1,3.35%,0.30%,24.11MiB / 7.754GiB,573000,602000
1781559888,router1,5.16%,0.31%,24.27MiB / 7.754GiB,623000,658000
1781559890,router1,5.22%,0.36%,28.58MiB / 7.754GiB,708000,737000
1781559893,router1,7.25%,0.36%,28.65MiB / 7.754GiB,768000,806000
1781559895,router1,5.36%,0.36%,28.49MiB / 7.754GiB,808000,852000
1781559897,router1,10.02%,0.42%,33MiB / 7.754GiB,922000,963000
1781559899,router1,5.31%,0.41%,32.94MiB / 7.754GiB,973000,1020000
1781559901,router1,6.03%,0.41%,32.92MiB / 7.754GiB,1040000,1100000
1781559903,router1,17.47%,0.47%,37.56MiB / 7.754GiB,1140000,1190000
1781559905,router1,7.40%,0.47%,37.3MiB / 7.754GiB,1220000,1280000
1781559907,router1,6.13%,0.47%,37.31MiB / 7.754GiB,1280000,1340000
1781559909,router1,18.79%,0.53%,42.15MiB / 7.754GiB,1410000,1460000
1781559911,router1,6.47%,0.53%,41.85MiB / 7.754GiB,1480000,1540000
1781559914,router1,5.28%,0.53%,41.83MiB / 7.754GiB,1570000,1620000
1781559916,router1,11.98%,0.55%,43.45MiB / 7.754GiB,1660000,1720000
1781559918,router1,83.82%,0.70%,55.22MiB / 7.754GiB,2930000,4830000
1781559920,router1,86.33%,0.69%,54.97MiB / 7.754GiB,5880000,12100000
1781559922,router1,80.08%,0.69%,54.91MiB / 7.754GiB,8790000,19200000
1781559924,router1,82.44%,0.69%,54.77MiB / 7.754GiB,11700000,26200000
1781559926,router1,82.04%,0.69%,54.98MiB / 7.754GiB,14600000,33300000
1781559928,router1,84.17%,0.70%,55.29MiB / 7.754GiB,17500000,40400000
1781559930,router1,80.55%,0.69%,54.95MiB / 7.754GiB,20400000,47500000
1781559933,router1,80.06%,0.69%,54.82MiB / 7.754GiB,23300000,54700000
1781559935,router1,81.51%,0.69%,55.02MiB / 7.754GiB,26200000,61800000
1781559937,router1,80.98%,0.69%,54.94MiB / 7.754GiB,29100000,68800000
1781559939,router1,86.48%,0.70%,55.25MiB / 7.754GiB,32000000,75900000
1781559941,router1,83.49%,0.69%,54.95MiB / 7.754GiB,34900000,82900000
1781559943,router1,83.44%,0.69%,54.85MiB / 7.754GiB,37800000,90000000
1781559945,router1,83.13%,0.69%,55.04MiB / 7.754GiB,40700000,97000000
1781559947,router1,84.77%,0.69%,54.89MiB / 7.754GiB,43600000,104000000
1781559949,router1,83.11%,0.69%,54.79MiB / 7.754GiB,46400000,111000000
1781559951,router1,84.14%,0.69%,55.07MiB / 7.754GiB,49300000,118000000
1781559954,router1,81.69%,0.69%,55MiB / 7.754GiB,52200000,125000000
1781559956,router1,81.62%,0.69%,55.02MiB / 7.754GiB,55100000,132000000
1781559958,router1,81.00%,0.69%,54.76MiB / 7.754GiB,58000000,139000000
1781559960,router1,82.06%,0.69%,54.76MiB / 7.754GiB,60800000,146000000
1781559962,router1,85.39%,0.69%,54.96MiB / 7.754GiB,63700000,153000000
1781559964,router1,82.17%,0.69%,55.03MiB / 7.754GiB,66600000,160000000
1781559966,router1,79.91%,0.69%,54.94MiB / 7.754GiB,69500000,167000000
1781559968,router1,84.58%,0.70%,55.34MiB / 7.754GiB,72400000,174000000
1781559970,router1,81.90%,0.69%,54.83MiB / 7.754GiB,75300000,182000000
1781559972,router1,81.31%,0.69%,55.16MiB / 7.754GiB,78100000,189000000
1781559974,router1,79.71%,0.69%,54.96MiB / 7.754GiB,81000000,196000000
1781559977,router1,80.08%,0.69%,55.08MiB / 7.754GiB,83900000,203000000
1781559979,router1,259.57%,1.06%,84.43MiB / 7.754GiB,97000000,879000000
1781559981,router1,254.74%,1.10%,86.95MiB / 7.754GiB,111000000,1670000000
1781559983,router1,251.66%,1.11%,87.89MiB / 7.754GiB,124000000,2450000000
1781559985,router1,253.70%,1.10%,87.69MiB / 7.754GiB,138000000,3250000000
1781559987,router1,251.54%,1.11%,87.83MiB / 7.754GiB,153000000,4040000000
1781559989,router1,258.52%,1.10%,87.58MiB / 7.754GiB,167000000,4820000000
1781559991,router1,255.68%,1.11%,87.9MiB / 7.754GiB,181000000,5620000000
1781559993,router1,260.47%,1.11%,87.78MiB / 7.754GiB,195000000,6420000000
