timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781557297,router1,0.27%,0.08%,6.492MiB / 7.754GiB,53300,42700
1781557299,router1,1.96%,0.08%,6.691MiB / 7.754GiB,60200,56200
1781557301,router1,2.00%,0.09%,6.891MiB / 7.754GiB,68000,69700
1781557303,router1,13.06%,0.14%,11.03MiB / 7.754GiB,125000,119000
1781557305,router1,2.73%,0.14%,10.91MiB / 7.754GiB,139000,139000
1781557307,router1,1.66%,0.14%,10.98MiB / 7.754GiB,154000,158000
1781557309,router1,12.62%,0.19%,15.32MiB / 7.754GiB,220000,218000
1781557311,router1,2.63%,0.20%,15.6MiB / 7.754GiB,247000,251000
1781557313,router1,1.82%,0.19%,15.32MiB / 7.754GiB,271000,278000
1781557316,router1,14.85%,0.24%,19.06MiB / 7.754GiB,342000,344000
1781557318,router1,2.62%,0.25%,19.7MiB / 7.754GiB,375000,379000
1781557320,router1,3.39%,0.25%,19.74MiB / 7.754GiB,414000,425000
1781557322,router1,2.68%,0.25%,19.7MiB / 7.754GiB,447000,462000
1781557324,router1,3.74%,0.30%,24.15MiB / 7.754GiB,539000,549000
1781557326,router1,3.44%,0.30%,24.14MiB / 7.754GiB,581000,597000
1781557328,router1,4.30%,0.31%,24.63MiB / 7.754GiB,632000,651000
1781557330,router1,5.35%,0.36%,28.53MiB / 7.754GiB,716000,729000
1781557332,router1,7.30%,0.36%,28.69MiB / 7.754GiB,778000,798000
1781557334,router1,5.16%,0.36%,28.68MiB / 7.754GiB,818000,843000
1781557336,router1,10.17%,0.42%,32.97MiB / 7.754GiB,933000,951000
1781557339,router1,5.71%,0.42%,32.97MiB / 7.754GiB,986000,1010000
1781557341,router1,5.42%,0.42%,33.01MiB / 7.754GiB,1060000,1080000
1781557343,router1,18.79%,0.47%,37.36MiB / 7.754GiB,1160000,1170000
1781557345,router1,8.23%,0.47%,37.43MiB / 7.754GiB,1230000,1260000
1781557347,router1,6.37%,0.47%,37.45MiB / 7.754GiB,1290000,1320000
1781557349,router1,18.54%,0.53%,42.28MiB / 7.754GiB,1420000,1440000
1781557351,router1,6.65%,0.53%,42.07MiB / 7.754GiB,1500000,1520000
1781557353,router1,5.24%,0.53%,41.82MiB / 7.754GiB,1590000,1600000
1781557355,router1,14.01%,0.55%,43.84MiB / 7.754GiB,1690000,1700000
1781557357,router1,82.37%,0.69%,54.97MiB / 7.754GiB,2980000,4870000
1781557360,router1,85.68%,0.69%,55.01MiB / 7.754GiB,5950000,12100000
1781557362,router1,83.72%,0.69%,54.86MiB / 7.754GiB,8840000,19200000
1781557364,router1,88.66%,0.69%,54.93MiB / 7.754GiB,11700000,26300000
1781557366,router1,83.55%,0.69%,54.96MiB / 7.754GiB,14600000,33300000
1781557368,router1,87.36%,0.69%,54.91MiB / 7.754GiB,17500000,40400000
1781557370,router1,86.96%,0.69%,54.71MiB / 7.754GiB,20400000,47500000
1781557372,router1,79.62%,0.69%,54.9MiB / 7.754GiB,23300000,54500000
1781557374,router1,84.75%,0.69%,54.98MiB / 7.754GiB,26200000,61500000
1781557376,router1,86.34%,0.69%,54.76MiB / 7.754GiB,29100000,68600000
1781557379,router1,85.66%,0.69%,54.75MiB / 7.754GiB,32000000,75700000
1781557381,router1,82.12%,0.69%,54.72MiB / 7.754GiB,34900000,82700000
1781557383,router1,80.08%,0.69%,55.1MiB / 7.754GiB,37700000,89700000
1781557385,router1,81.26%,0.69%,54.95MiB / 7.754GiB,40600000,96700000
1781557387,router1,78.86%,0.69%,54.77MiB / 7.754GiB,43500000,104000000
1781557389,router1,80.73%,0.69%,54.9MiB / 7.754GiB,46400000,111000000
1781557391,router1,80.27%,0.69%,54.72MiB / 7.754GiB,49200000,118000000
1781557393,router1,81.11%,0.69%,54.95MiB / 7.754GiB,52100000,125000000
1781557395,router1,82.25%,0.69%,54.91MiB / 7.754GiB,55000000,132000000
1781557397,router1,80.40%,0.69%,54.91MiB / 7.754GiB,57900000,139000000
1781557400,router1,82.07%,0.70%,55.23MiB / 7.754GiB,60800000,146000000
1781557402,router1,82.48%,0.69%,54.87MiB / 7.754GiB,63700000,153000000
1781557404,router1,84.55%,0.69%,54.91MiB / 7.754GiB,66600000,160000000
1781557406,router1,87.35%,0.69%,54.75MiB / 7.754GiB,69500000,167000000
1781557408,router1,86.27%,0.69%,55.05MiB / 7.754GiB,72400000,174000000
1781557410,router1,82.88%,0.69%,54.72MiB / 7.754GiB,75400000,182000000
1781557412,router1,85.87%,0.69%,54.93MiB / 7.754GiB,78300000,189000000
1781557414,router1,85.33%,0.69%,54.83MiB / 7.754GiB,81200000,196000000
1781557416,router1,84.72%,0.69%,55.09MiB / 7.754GiB,84000000,203000000
1781557419,router1,301.87%,1.51%,120.2MiB / 7.754GiB,105000000,829000000
1781557421,router1,299.57%,1.67%,132.4MiB / 7.754GiB,127000000,1570000000
1781557423,router1,298.42%,1.78%,141MiB / 7.754GiB,148000000,2310000000
1781557425,router1,291.54%,1.81%,144.1MiB / 7.754GiB,169000000,3060000000
1781557427,router1,298.50%,1.84%,146.2MiB / 7.754GiB,191000000,3810000000
1781557429,router1,298.37%,1.93%,152.9MiB / 7.754GiB,208000000,4520000000
1781557431,router1,299.90%,1.93%,153MiB / 7.754GiB,226000000,5170000000
1781557433,router1,300.36%,1.93%,153.6MiB / 7.754GiB,243000000,5820000000
1781557435,router1,299.65%,1.93%,153.5MiB / 7.754GiB,260000000,6460000000
1781557437,router1,296.72%,1.94%,153.9MiB / 7.754GiB,277000000,7100000000
1781557439,router1,304.64%,1.96%,155.6MiB / 7.754GiB,292000000,7710000000
1781557441,router1,301.55%,1.97%,156.3MiB / 7.754GiB,306000000,8320000000
1781557443,router1,322.15%,1.99%,158MiB / 7.754GiB,322000000,9120000000
1781557446,router1,321.65%,2.01%,159.3MiB / 7.754GiB,339000000,9950000000
1781557448,router1,311.96%,2.01%,159.3MiB / 7.754GiB,354000000,10700000000
1781557450,router1,324.52%,2.02%,160.1MiB / 7.754GiB,371000000,11500000000
1781557452,router1,302.75%,2.04%,162.1MiB / 7.754GiB,387000000,12300000000
1781557454,router1,294.07%,2.08%,164.8MiB / 7.754GiB,401000000,13100000000
1781557456,router1,326.24%,2.10%,166.8MiB / 7.754GiB,417000000,13900000000
1781557458,router1,320.98%,2.10%,166.8MiB / 7.754GiB,433000000,14800000000
1781557460,router1,324.52%,2.10%,167.1MiB / 7.754GiB,450000000,15600000000
1781557462,router1,292.34%,2.15%,170.9MiB / 7.754GiB,464000000,16200000000
1781557465,router1,290.23%,2.20%,174.4MiB / 7.754GiB,479000000,16800000000
1781557467,router1,292.00%,2.19%,174.2MiB / 7.754GiB,494000000,17400000000
1781557469,router1,291.23%,2.21%,175.1MiB / 7.754GiB,509000000,18000000000
1781557471,router1,292.42%,2.20%,174.6MiB / 7.754GiB,524000000,18600000000
1781557473,router1,290.51%,2.21%,175.5MiB / 7.754GiB,539000000,19100000000
1781557475,router1,324.37%,2.22%,176.3MiB / 7.754GiB,556000000,20100000000
1781557477,router1,324.39%,2.22%,176.2MiB / 7.754GiB,573000000,21100000000
1781557479,router1,320.05%,2.21%,175.6MiB / 7.754GiB,587000000,21900000000
1781557481,router1,318.05%,2.15%,170.6MiB / 7.754GiB,597000000,22700000000
1781557483,router1,320.41%,2.10%,166.9MiB / 7.754GiB,606000000,23500000000
1781557486,router1,306.87%,2.07%,164.3MiB / 7.754GiB,616000000,24100000000
1781557488,router1,201.80%,2.02%,160.4MiB / 7.754GiB,625000000,24700000000
