transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,0,baseline,0,20000,16792.16,2.204464,4.608284,6.200268,2.339309,0.0708,0.027891,0.00018,0.000192
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,1,baseline,1,20000,19999.57,2.039812,3.430284,3.645902,2.085151,0.0708,0.027891,0.00018,0.000192
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,2,baseline,2,20000,19993.41,2.000476,3.387247,3.452628,2.044778,0.0508,0.028076,0.00018,0.000192
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,3,baseline,3,20000,19998.07,2.077677,3.444851,4.255467,2.123336,0.0508,0.028076,0.00018,0.000192
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,4,baseline,4,20000,20003.75,2.009746,3.379768,3.499426,2.050994,0.1291,0.032217,0.000448,0.000424
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,5,baseline,5,20000,19997.89,2.058958,3.377118,3.571969,2.057675,0.1291,0.032217,0.000448,0.000424
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,6,baseline,6,20000,20000.04,2.008054,3.364631,3.502521,2.0433,0.0491,0.032275,0.000216,0.000232
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,7,baseline,7,20000,19998.76,2.047245,3.413269,3.568286,2.075126,0.0491,0.032275,0.000216,0.000232
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,8,baseline,8,20000,20000.01,2.030235,3.402893,3.499373,2.064745,0.0678,0.032754,0.000268,0.000296
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,9,baseline,9,20000,20000.62,2.072415,3.433576,3.593751,2.08631,0.0678,0.032754,0.000268,0.000296
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,10,baseline,10,20000,20004.26,2.042397,3.428268,3.601243,2.079297,0.1751,0.036455,0.0004,0.00036
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,11,baseline,11,20000,20003.85,2.056035,3.430999,3.584509,2.091832,0.1751,0.036455,0.0004,0.00036
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,12,baseline,12,20000,19997.14,2.055578,3.372094,3.781145,2.068982,0.0907,0.036875,0.00032,0.00036
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,13,baseline,13,20000,20001.72,2.07324,3.414009,3.794097,2.092955,0.0907,0.036875,0.00032,0.00036
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,14,baseline,14,20000,19999.25,2.109831,3.491421,5.239051,2.164784,0.0478,0.036475,0.00024,0.0002
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,15,baseline,15,20000,19997.91,2.111999,3.849062,4.7125,2.18112,0.0478,0.036475,0.00024,0.0002
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,16,baseline,16,20000,19990.2,2.104223,3.57043,4.892404,2.158354,0.2091,0.041035,0.00052,0.00052
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,17,baseline,17,20000,20004.48,2.089528,3.522418,4.478344,2.130815,0.2091,0.041035,0.00052,0.00052
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,18,baseline,18,20000,20006.41,2.088202,3.499096,4.233851,2.133997,0.2091,0.041035,0.00052,0.00052
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,19,baseline,19,20000,19993.69,2.010046,3.439649,3.945521,2.083107,0.0518,0.040967,0.000187,0.00016
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,20,baseline,20,20000,19999.32,2.04183,3.457565,3.828265,2.084808,0.0518,0.040967,0.000187,0.00016
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,21,baseline,21,20000,20001.51,2.106241,3.710067,4.666938,2.158895,0.0663,0.040996,0.0004,0.0004
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,22,baseline,22,20000,19991.29,2.013526,3.426693,3.682116,2.070552,0.0663,0.040996,0.0004,0.0004
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,23,baseline,23,20000,20009.69,2.03517,3.463325,3.645266,2.084258,0.0568,0.041309,0.00024,0.00028
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,24,baseline,24,20000,19999.67,2.100292,3.568671,4.576692,2.154244,0.0568,0.041309,0.00024,0.00028
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,25,baseline,25,20000,19997.6,2.049337,3.503031,4.376278,2.099406,0.6889,0.053662,0.00456,0.01072
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,26,baseline,26,20000,20006.01,2.058308,3.593678,4.863754,2.117078,0.6889,0.053662,0.00456,0.01072
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,27,baseline,27,20000,19998.14,2.006409,3.488949,4.905568,2.081942,0.852,0.053799,0.01152,0.02824
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,28,baseline,28,20000,19996.06,2.101584,3.725612,4.71907,2.160684,0.852,0.053799,0.01152,0.02824
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,29,baseline,29,20000,20007.76,2.081015,3.568876,4.902606,2.142851,0.8437,0.053633,0.0116,0.0284
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,30,baseline,30,20000,19998.27,2.018863,3.429015,3.725642,2.079083,0.8437,0.053633,0.0116,0.0284
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,31,baseline,31,20000,20003.74,1.98368,3.250475,3.740946,2.009725,0.8622,0.054014,0.01168,0.028
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,32,baseline,32,20000,19999.65,1.914347,3.204341,3.30246,1.969729,0.8622,0.054014,0.01168,0.028
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,33,baseline,33,20000,19998.37,1.937528,3.21524,3.330623,1.976322,0.8757,0.05377,0.0112,0.0284
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,34,baseline,34,20000,19993.47,2.016695,3.392062,3.986199,2.059631,0.8757,0.05377,0.0112,0.0284
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,35,baseline,35,20000,20003.35,2.069758,3.623014,4.871366,2.123527,0.8673,0.053955,0.0116,0.028
zenoh,fanout_bursty_20260615_212234_zenoh_p64_s1000_u10_bursty,36,baseline,36,20000,19999.36,2.011586,3.471935,3.752307,2.066282,0.8673,0.053955,0.0116,0.028
