transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,0,baseline,0,20000,16724.2,2.497079,12.887114,15.27482,3.516918,0.0725,0.027979,0.00016,0.000184
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,1,baseline,1,20000,19991.6,2.402462,3.904585,5.357165,2.446669,0.0725,0.027979,0.00016,0.000184
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,2,baseline,2,20000,20010.89,2.344082,3.816411,5.949829,2.421499,0.0536,0.027822,0.00016,0.000184
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,3,baseline,3,20000,19996.16,2.335037,3.734539,4.913194,2.39027,0.0536,0.027822,0.00016,0.000184
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,4,baseline,4,20000,19995.55,2.434828,4.403202,5.345142,2.505794,0.1002,0.032227,0.000456,0.000444
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,5,baseline,5,20000,20010.48,2.431691,4.475738,6.227093,2.527867,0.1002,0.032227,0.000456,0.000444
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,6,baseline,6,20000,19998.76,2.352937,3.803878,4.106278,2.383726,0.0531,0.032168,0.000204,0.000228
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,7,baseline,7,20000,19995.5,2.39454,3.852361,4.184697,2.415961,0.0531,0.032168,0.000204,0.000228
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,8,baseline,8,20000,20000.26,2.448468,4.04362,5.073848,2.503776,0.0603,0.032148,0.000268,0.00032
zenoh,fanout_bursty_20260615_214351_zenoh_p64_s1000_u10_bursty,9,baseline,9,20000,20006.11,2.3916,3.810465,4.153895,2.39741,0.0603,0.032148,0.000268,0.00032
