timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781728488,nats,2.30%,0.07%,5.246MiB / 7.754GiB,19600,36800
1781728490,nats,2.63%,0.08%,6.688MiB / 7.754GiB,39600,76400
1781728492,nats,4.46%,0.13%,10.52MiB / 7.754GiB,66400,129000
1781728494,nats,2.89%,0.14%,11.36MiB / 7.754GiB,87100,170000
1781728496,nats,2.62%,0.15%,11.67MiB / 7.754GiB,112000,219000
1781728498,nats,2.89%,0.16%,12.71MiB / 7.754GiB,134000,264000
1781728500,nats,2.10%,0.19%,14.96MiB / 7.754GiB,155000,306000
1781728502,nats,2.75%,0.19%,15.34MiB / 7.754GiB,182000,358000
1781728505,nats,1.75%,0.20%,15.5MiB / 7.754GiB,203000,400000
1781728507,nats,2.75%,0.22%,17.57MiB / 7.754GiB,230000,452000
1781728509,nats,2.10%,0.25%,19.73MiB / 7.754GiB,251000,494000
1781728511,nats,3.01%,0.25%,20.11MiB / 7.754GiB,277000,546000
1781728513,nats,2.35%,0.25%,19.75MiB / 7.754GiB,298000,587000
1781728515,nats,3.24%,0.26%,20.98MiB / 7.754GiB,325000,640000
1781728517,nats,3.12%,0.29%,22.78MiB / 7.754GiB,345000,681000
1781728519,nats,2.60%,0.32%,25.02MiB / 7.754GiB,368000,727000
1781728521,nats,5.84%,0.36%,28.49MiB / 7.754GiB,393000,775000
1781728523,nats,2.23%,0.37%,28.99MiB / 7.754GiB,413000,816000
1781728526,nats,2.55%,0.36%,28.82MiB / 7.754GiB,440000,869000
1781728528,nats,1.97%,0.37%,29MiB / 7.754GiB,461000,910000
1781728530,nats,2.80%,0.36%,28.97MiB / 7.754GiB,487000,963000
1781728532,nats,2.16%,0.37%,29.4MiB / 7.754GiB,508000,1000000
1781728534,nats,3.25%,0.39%,31.07MiB / 7.754GiB,535000,1060000
1781728536,nats,2.93%,0.41%,32.7MiB / 7.754GiB,555000,1100000
1781728538,nats,3.09%,0.44%,34.55MiB / 7.754GiB,582000,1150000
1781728540,nats,2.90%,0.46%,36.13MiB / 7.754GiB,603000,1190000
1781728542,nats,2.23%,0.48%,38MiB / 7.754GiB,625000,1240000
1781728544,nats,8.27%,0.55%,43.82MiB / 7.754GiB,650000,1290000
1781728546,nats,1.84%,0.56%,44.42MiB / 7.754GiB,671000,1330000
1781728549,nats,390.73%,2.83%,224.7MiB / 7.754GiB,12600000,885000000
1781728551,nats,394.05%,3.06%,242.7MiB / 7.754GiB,38600000,2890000000
1781728553,nats,397.97%,2.98%,236.8MiB / 7.754GiB,65800000,4810000000
1781728555,nats,396.38%,2.78%,220.6MiB / 7.754GiB,93200000,6740000000
1781728557,nats,391.23%,2.56%,203.4MiB / 7.754GiB,120000000,8670000000
1781728559,nats,396.88%,2.44%,193.4MiB / 7.754GiB,148000000,10600000000
1781728561,nats,397.55%,2.54%,201.6MiB / 7.754GiB,176000000,12500000000
1781728563,nats,394.83%,2.49%,197.6MiB / 7.754GiB,204000000,14500000000
1781728565,nats,399.04%,2.49%,197.4MiB / 7.754GiB,232000000,16400000000
1781728567,nats,392.28%,2.39%,189.6MiB / 7.754GiB,260000000,18400000000
1781728569,nats,397.51%,2.44%,193.8MiB / 7.754GiB,288000000,20300000000
1781728571,nats,397.79%,2.36%,187.3MiB / 7.754GiB,316000000,22200000000
1781728574,nats,391.94%,2.49%,197.7MiB / 7.754GiB,342000000,24200000000
1781728576,nats,387.85%,2.44%,193.8MiB / 7.754GiB,370000000,26100000000
1781728578,nats,397.22%,2.30%,182.7MiB / 7.754GiB,398000000,28000000000
1781728580,nats,395.09%,2.31%,183.3MiB / 7.754GiB,426000000,30000000000
1781728582,nats,396.60%,2.31%,183.5MiB / 7.754GiB,455000000,31900000000
1781728584,nats,394.80%,2.43%,192.8MiB / 7.754GiB,483000000,33900000000
1781728586,nats,394.01%,2.43%,193.1MiB / 7.754GiB,512000000,35800000000
1781728588,nats,395.42%,2.37%,188MiB / 7.754GiB,542000000,37700000000
1781728590,nats,392.62%,2.39%,190MiB / 7.754GiB,571000000,39700000000
1781728592,nats,393.17%,2.33%,184.6MiB / 7.754GiB,600000000,41600000000
1781728594,nats,398.22%,2.41%,191.6MiB / 7.754GiB,628000000,43600000000
1781728597,nats,391.49%,2.45%,194.7MiB / 7.754GiB,657000000,45400000000
1781728599,nats,395.51%,2.41%,191.1MiB / 7.754GiB,686000000,47400000000
1781728601,nats,393.62%,2.31%,183.8MiB / 7.754GiB,714000000,49300000000
1781728603,nats,395.19%,2.41%,191.6MiB / 7.754GiB,742000000,51200000000
1781728605,nats,391.38%,2.39%,190MiB / 7.754GiB,770000000,53200000000
1781728607,nats,393.25%,2.38%,189.3MiB / 7.754GiB,797000000,55100000000
1781728609,nats,261.67%,2.41%,191.3MiB / 7.754GiB,816000000,55700000000
1781728611,nats,267.51%,2.41%,191.2MiB / 7.754GiB,830000000,55700000000
1781728613,nats,264.31%,2.41%,191.5MiB / 7.754GiB,843000000,55800000000
1781728615,nats,265.13%,2.42%,191.8MiB / 7.754GiB,857000000,55800000000
1781728617,nats,270.85%,2.41%,191.2MiB / 7.754GiB,870000000,55800000000
1781728619,nats,258.17%,2.31%,183.2MiB / 7.754GiB,883000000,55900000000
1781728621,nats,262.70%,2.31%,183.3MiB / 7.754GiB,896000000,55900000000
1781728624,nats,264.54%,2.31%,183.4MiB / 7.754GiB,908000000,55900000000
1781728626,nats,268.16%,2.31%,183.5MiB / 7.754GiB,920000000,55900000000
1781728628,nats,258.40%,2.03%,161.4MiB / 7.754GiB,932000000,56000000000
1781728630,nats,265.13%,2.03%,161.5MiB / 7.754GiB,944000000,56000000000
1781728632,nats,264.28%,2.03%,161.6MiB / 7.754GiB,956000000,56000000000
1781728634,nats,270.21%,1.55%,123.2MiB / 7.754GiB,967000000,56100000000
1781728636,nats,268.64%,1.56%,123.5MiB / 7.754GiB,978000000,56100000000
1781728638,nats,266.19%,1.55%,123.4MiB / 7.754GiB,989000000,56100000000
1781728640,nats,264.92%,1.61%,127.7MiB / 7.754GiB,1000,56200000000
1781728642,nats,265.76%,1.61%,127.5MiB / 7.754GiB,1010000000,56200000000
1781728645,nats,269.16%,1.61%,128MiB / 7.754GiB,1020000000,56200000000
1781728647,nats,265.85%,1.62%,128.4MiB / 7.754GiB,1030000000,56300000000
1781728649,nats,273.87%,1.62%,128.6MiB / 7.754GiB,1040000000,56300000000
1781728651,nats,267.30%,1.62%,129MiB / 7.754GiB,1050000000,56300000000
1781728653,nats,265.41%,1.63%,129.1MiB / 7.754GiB,1060000000,56400000000
1781728655,nats,265.38%,1.63%,129.3MiB / 7.754GiB,1070000000,56400000000
1781728657,nats,266.97%,1.63%,129.3MiB / 7.754GiB,1080000000,56400000000
1781728659,nats,263.97%,1.63%,129.7MiB / 7.754GiB,1080000000,56500000000
1781728661,nats,264.67%,1.63%,129.5MiB / 7.754GiB,1090000000,56500000000
