timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781849919,artemis,369.37%,4.11%,326.3MiB / 7.754GiB,52200,35300
1781849921,artemis,0.64%,4.11%,326.5MiB / 7.754GiB,52200,35300
1781849924,artemis,1.85%,4.11%,326.6MiB / 7.754GiB,52200,35300
1781849926,artemis,129.34%,4.74%,376MiB / 7.754GiB,102000,63600
1781849928,artemis,2.33%,4.73%,375.8MiB / 7.754GiB,102000,63600
1781849930,artemis,1.90%,4.74%,376MiB / 7.754GiB,102000,63600
1781849932,artemis,146.44%,4.90%,389.2MiB / 7.754GiB,153000,93300
1781849934,artemis,3.19%,4.81%,382.2MiB / 7.754GiB,153000,93300
1781849936,artemis,2.39%,4.81%,382.2MiB / 7.754GiB,153000,93300
1781849938,artemis,87.41%,5.26%,417.3MiB / 7.754GiB,188000,113000
1781849940,artemis,0.91%,5.55%,440.8MiB / 7.754GiB,203000,122000
1781849942,artemis,0.35%,5.55%,440.9MiB / 7.754GiB,203000,122000
1781849945,artemis,0.30%,5.55%,440.9MiB / 7.754GiB,203000,122000
1781849947,artemis,0.19%,6.02%,477.9MiB / 7.754GiB,253000,151000
1781849949,artemis,0.62%,6.02%,477.8MiB / 7.754GiB,255000,152000
1781849951,artemis,0.92%,6.04%,479.6MiB / 7.754GiB,267000,164000
1781849953,artemis,0.20%,6.04%,479.5MiB / 7.754GiB,317000,192000
1781849955,artemis,5.45%,6.04%,479.5MiB / 7.754GiB,331000,199000
1781849957,artemis,0.15%,6.04%,479.4MiB / 7.754GiB,331000,199000
1781849959,artemis,29.68%,6.24%,495.1MiB / 7.754GiB,381000,228000
1781849961,artemis,0.41%,6.23%,494.8MiB / 7.754GiB,381000,228000
1781849963,artemis,0.59%,6.23%,494.8MiB / 7.754GiB,394000,235000
1781849966,artemis,123.17%,6.24%,495.5MiB / 7.754GiB,445000,263000
1781849968,artemis,0.72%,6.24%,495.4MiB / 7.754GiB,445000,263000
1781849970,artemis,6.46%,6.24%,495.4MiB / 7.754GiB,458000,270000
1781849972,artemis,122.65%,6.25%,496.5MiB / 7.754GiB,508000,298000
1781849974,artemis,1.53%,6.26%,496.7MiB / 7.754GiB,508000,298000
1781849976,artemis,16.10%,6.25%,496.2MiB / 7.754GiB,522000,305000
1781849978,artemis,53.86%,6.58%,522.5MiB / 7.754GiB,542000,318000
1781849980,artemis,298.11%,6.67%,529.8MiB / 7.754GiB,1810000,2910000
1781849982,artemis,194.67%,6.69%,531.6MiB / 7.754GiB,4620000,8800000
1781849984,artemis,211.94%,6.61%,524.9MiB / 7.754GiB,7480000,14800000
1781849987,artemis,208.55%,7.17%,569.3MiB / 7.754GiB,10400000,20900000
1781849989,artemis,204.99%,7.18%,569.9MiB / 7.754GiB,13300000,27000000
1781849991,artemis,167.04%,7.18%,569.8MiB / 7.754GiB,16100000,33000000
1781849993,artemis,184.92%,7.18%,570.3MiB / 7.754GiB,19000000,39000000
1781849995,artemis,194.06%,7.18%,570.4MiB / 7.754GiB,21900000,45200000
1781849997,artemis,205.02%,7.41%,588.7MiB / 7.754GiB,24900000,51400000
1781849999,artemis,198.84%,7.50%,595.7MiB / 7.754GiB,27800000,57500000
1781850002,artemis,191.61%,7.50%,595.3MiB / 7.754GiB,30700000,63500000
1781850004,artemis,195.40%,7.42%,589.2MiB / 7.754GiB,33500000,69500000
1781850006,artemis,198.23%,7.42%,589.3MiB / 7.754GiB,36400000,75600000
1781850008,artemis,209.49%,7.43%,590MiB / 7.754GiB,39300000,81700000
1781850010,artemis,190.65%,7.43%,590.1MiB / 7.754GiB,42300000,87800000
1781850012,artemis,186.82%,7.43%,590.3MiB / 7.754GiB,45200000,94000000
1781850014,artemis,183.78%,7.44%,590.4MiB / 7.754GiB,48100000,100000000
1781850017,artemis,177.53%,7.44%,590.8MiB / 7.754GiB,51000000,106000000
1781850019,artemis,194.84%,7.45%,591.3MiB / 7.754GiB,53900000,112000000
1781850021,artemis,185.26%,7.45%,591.5MiB / 7.754GiB,56700000,118000000
1781850023,artemis,193.66%,7.45%,591.3MiB / 7.754GiB,59600000,124000000
1781850025,artemis,182.89%,7.45%,591.5MiB / 7.754GiB,62500000,130000000
1781850027,artemis,181.94%,7.45%,591.5MiB / 7.754GiB,65400000,136000000
1781850029,artemis,179.44%,7.46%,592MiB / 7.754GiB,68200000,142000000
1781850032,artemis,175.12%,7.46%,592.3MiB / 7.754GiB,71100000,148000000
1781850034,artemis,177.91%,7.43%,590MiB / 7.754GiB,74000000,154000000
1781850036,artemis,191.53%,7.44%,590.5MiB / 7.754GiB,76900000,160000000
1781850038,artemis,182.86%,7.43%,590.2MiB / 7.754GiB,79700000,166000000
1781850040,artemis,191.26%,7.43%,589.8MiB / 7.754GiB,82700000,173000000
1781850042,artemis,180.46%,7.43%,589.8MiB / 7.754GiB,85600000,179000000
1781850044,artemis,188.58%,7.43%,590.3MiB / 7.754GiB,88500000,185000000
1781850046,artemis,180.25%,7.43%,590.3MiB / 7.754GiB,91400000,191000000
1781850049,artemis,180.31%,7.43%,589.9MiB / 7.754GiB,94300000,197000000
1781850051,artemis,189.96%,7.44%,590.5MiB / 7.754GiB,97200000,203000000
1781850053,artemis,180.25%,7.44%,590.8MiB / 7.754GiB,100000000,209000000
1781850055,artemis,190.37%,7.44%,590.8MiB / 7.754GiB,103000000,215000000
1781850057,artemis,183.99%,7.45%,591.2MiB / 7.754GiB,106000000,221000000
1781850059,artemis,187.02%,7.44%,590.7MiB / 7.754GiB,109000000,227000000
1781850061,artemis,194.33%,7.45%,591.4MiB / 7.754GiB,112000000,234000000
1781850064,artemis,190.22%,7.45%,591.4MiB / 7.754GiB,115000000,240000000
1781850066,artemis,210.46%,7.44%,591.1MiB / 7.754GiB,117000000,246000000
1781850068,artemis,185.41%,7.45%,591.8MiB / 7.754GiB,120000000,252000000
1781850070,artemis,183.41%,7.45%,591.6MiB / 7.754GiB,123000000,258000000
1781850072,artemis,179.98%,7.45%,591.5MiB / 7.754GiB,126000000,264000000
1781850074,artemis,183.95%,7.46%,592.5MiB / 7.754GiB,129000000,270000000
1781850076,artemis,188.02%,7.46%,592.4MiB / 7.754GiB,132000000,276000000
1781850079,artemis,189.32%,7.46%,592.7MiB / 7.754GiB,135000000,282000000
1781850081,artemis,183.25%,7.46%,592.3MiB / 7.754GiB,138000000,288000000
1781850083,artemis,175.83%,7.46%,592.4MiB / 7.754GiB,141000000,294000000
1781850085,artemis,176.40%,7.46%,592.6MiB / 7.754GiB,143000000,300000000
1781850087,artemis,184.19%,7.47%,593.1MiB / 7.754GiB,146000000,306000000
1781850089,artemis,185.99%,7.47%,592.8MiB / 7.754GiB,149000000,312000000
1781850091,artemis,184.38%,7.47%,593.1MiB / 7.754GiB,152000000,318000000
1781850094,artemis,179.63%,7.43%,590.3MiB / 7.754GiB,155000000,325000000
1781850096,artemis,194.07%,7.44%,590.5MiB / 7.754GiB,158000000,331000000
1781850098,artemis,175.77%,7.44%,590.8MiB / 7.754GiB,161000000,337000000
1781850100,artemis,236.65%,7.45%,591.5MiB / 7.754GiB,165000000,345000000
1781850102,artemis,246.87%,7.45%,591.6MiB / 7.754GiB,172000000,360000000
1781850104,artemis,243.71%,7.45%,591.6MiB / 7.754GiB,179000000,375000000
1781850106,artemis,243.81%,7.46%,592.1MiB / 7.754GiB,185000000,390000000
1781850108,artemis,242.77%,7.46%,592.4MiB / 7.754GiB,191000000,405000000
1781850110,artemis,246.63%,7.46%,592.6MiB / 7.754GiB,197000000,419000000
1781850112,artemis,238.05%,7.47%,593.1MiB / 7.754GiB,203000000,434000000
1781850115,artemis,244.40%,7.48%,593.6MiB / 7.754GiB,209000000,449000000
1781850117,artemis,244.12%,7.64%,606.8MiB / 7.754GiB,214000000,464000000
1781850119,artemis,243.82%,7.65%,607.1MiB / 7.754GiB,220000000,479000000
