transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,0,baseline,0,20000,21999.85,2.157055,3.794943,4.564786,2.179938,0.87,0.053779,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,1,baseline,1,20000,20004.06,2.093772,3.606117,3.977829,2.096419,0.87,0.053779,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,2,baseline,2,20000,19997.48,2.107186,3.635199,3.957349,2.109132,0.8144,0.053604,0.0124,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,3,baseline,3,20000,20001.8,2.122137,3.662847,4.096204,2.125756,0.8144,0.053604,0.0124,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,4,baseline,4,20000,19995.17,2.168114,3.735551,4.577893,2.179362,0.8265,0.053682,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,5,baseline,5,20000,20002.46,2.147532,3.857407,7.096729,2.253369,0.8265,0.053682,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,6,baseline,6,20000,20004.02,2.144665,3.629874,4.077567,2.12896,0.8243,0.05374,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,7,baseline,7,20000,19999.22,2.115685,3.596082,3.856178,2.109318,0.8243,0.05374,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,8,baseline,8,20000,19999.26,2.119372,3.567615,3.910245,2.107812,0.8327,0.053613,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,9,baseline,9,20000,20000.17,2.140773,3.581951,3.873177,2.123271,0.8327,0.053613,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,10,baseline,10,20000,19999.86,2.156338,3.619225,3.870719,2.138354,0.8327,0.053613,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,11,baseline,11,20000,19996.04,2.146713,3.641138,4.642405,2.153083,0.8232,0.053701,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,12,baseline,12,20000,20005.27,2.126335,3.778149,8.251186,2.287831,0.8232,0.053701,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,13,baseline,13,20000,19994.84,2.097458,3.566796,3.919666,2.084316,0.8206,0.053691,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,14,baseline,14,20000,20005.06,2.084453,3.559013,4.744601,2.109318,0.8206,0.053691,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,15,baseline,15,20000,19998.13,2.138623,3.612876,4.308172,2.141567,0.8152,0.053799,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,16,baseline,16,20000,19997.35,2.110565,3.594853,4.32005,2.120719,0.8152,0.053799,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,17,baseline,17,20000,20004.36,2.112511,3.578265,3.799449,2.103255,0.8162,0.053896,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,18,baseline,18,20000,19998.42,2.08046,3.550412,3.945881,2.081277,0.8162,0.053896,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,19,baseline,19,20000,19997.92,2.000178,3.365682,3.684965,2.00088,0.82,0.053896,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,20,baseline,20,20000,20001.1,2.116607,3.57253,3.759513,2.110801,0.82,0.053896,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,21,baseline,21,20000,19996.37,2.137701,3.729612,5.064498,2.166592,0.8419,0.053691,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,22,baseline,22,20000,20003.85,2.126335,3.651378,5.233663,2.170765,0.8419,0.053691,0.0116,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,23,baseline,23,20000,19998.82,2.164735,3.948953,4.691557,2.193767,0.8643,0.053975,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,24,baseline,24,20000,20001.63,2.12357,3.586866,3.845938,2.118412,0.8643,0.053975,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,25,baseline,25,20000,19996.93,2.170674,3.737394,4.555365,2.181275,0.8649,0.053906,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,26,baseline,26,20000,20003.25,2.093874,3.580722,3.889561,2.08965,0.8649,0.053906,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,27,baseline,27,20000,19999.78,2.098892,3.536281,3.754188,2.095711,0.8546,0.053887,0.0132,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,28,baseline,28,20000,19998.18,2.091417,3.568025,3.8955,2.090575,0.8546,0.053887,0.0132,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,29,baseline,29,20000,19999.29,2.101145,3.591167,4.319231,2.113141,0.8292,0.054033,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,30,baseline,30,20000,20001.88,2.13893,3.685785,4.497407,2.15301,0.8292,0.054033,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,31,baseline,31,20000,20003.1,2.05445,3.597311,4.175052,2.066622,0.8292,0.054033,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,32,baseline,32,20000,19997.6,2.072575,3.569253,3.847167,2.07603,0.8341,0.053828,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,33,baseline,33,20000,19999.97,2.118348,3.636428,3.92581,2.114962,0.8341,0.053828,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,34,baseline,34,20000,20001.16,2.083532,3.548364,3.938303,2.079556,0.8892,0.053926,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,35,baseline,35,20000,19996.49,2.074521,3.534028,3.731045,2.070859,0.8892,0.053926,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,36,baseline,36,20000,20001.56,2.086501,3.560447,4.03845,2.08915,0.8617,0.053975,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,37,baseline,37,20000,20000.6,2.072268,3.512933,3.781631,2.06857,0.8617,0.053975,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,38,baseline,38,20000,20002.44,2.063461,3.493682,3.689061,2.058925,0.8902,0.05415,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,39,baseline,39,20000,19996.59,2.079948,3.517644,3.770162,2.077326,0.8902,0.05415,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,40,baseline,40,20000,19999.74,2.087218,3.519077,3.886284,2.084836,0.8753,0.053867,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,41,baseline,41,20000,20002.07,2.077183,3.524607,4.168089,2.079757,0.8753,0.053867,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,42,baseline,42,20000,20000.28,2.07237,3.535052,4.154777,2.075789,0.8921,0.053896,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,43,baseline,43,20000,19999.21,2.104524,3.627826,4.233829,2.112649,0.8921,0.053896,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,44,baseline,44,20000,20000.05,2.191461,4.262911,5.251071,2.253223,0.8849,0.053936,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,45,baseline,45,20000,20001.33,2.095308,3.572121,3.797401,2.090898,0.8849,0.053936,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,46,baseline,46,20000,19998.37,2.081689,3.545497,3.775077,2.078467,0.8907,0.053936,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,47,baseline,47,20000,19999.36,2.090085,3.558604,3.818085,2.084511,0.8907,0.053936,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,48,baseline,48,20000,19998.13,2.095615,3.564748,3.827506,2.091197,0.8907,0.053936,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,49,baseline,49,20000,20002.76,2.156236,3.690905,4.818943,2.171564,0.8126,0.053691,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,50,baseline,50,20000,19997.7,2.115481,3.743538,5.41573,2.161043,0.8126,0.053691,0.008,0.04
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,51,baseline,51,20000,20003.36,2.13125,3.639909,4.52485,2.147318,0.8779,0.053848,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,52,baseline,52,20000,19995.8,2.125618,3.65445,4.364901,2.137763,0.8779,0.053848,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,53,baseline,53,20000,20001.11,2.114149,3.623116,3.959602,2.119407,0.8508,0.053877,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,54,baseline,54,20000,20001.3,2.096025,3.614924,4.133273,2.106876,0.8508,0.053877,0.012,0.06
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,55,baseline,55,20000,19999.4,2.038066,3.611647,4.679269,2.069465,0.8532,0.053896,0.012,0.064
zenoh,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,56,baseline,56,20000,20001.04,1.955327,3.384933,3.929292,1.95852,0.8532,0.053896,0.012,0.064
