transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
zenoh,192.168.0.245,7447,256,1000,10,warmup,0,60,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,20366.67,1.295,2.093,2.920,3.624,4.311,0.259,13.967,2.105,203.83,12230,1222000,0,0.08,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,91.660000,0.700000,57891881,65.897931,0.641379,53540291,12400000.000000,64000000.000000,8542380.952381,43272380.952381
zenoh,192.168.0.245,7447,256,1000,10,baseline,60,120,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,35490.13,1.288,5.045,2.920,9.558,10.644,0.259,25.199,5.336,367.33,22040,2129408,0,3.38,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,89.210000,0.700000,58143539,85.058621,0.694483,57818842,13200000.000000,64000000.000000,11442857.142857,58857142.857143
zenoh,192.168.0.245,7447,256,1000,10,burst,120,240,1000,10000,1000000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,1000200.00,4.446,7.619,12.413,15.725,17.804,0.172,67.568,8.342,10002.00,1200240,120024000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,245.910000,1.040000,86507520,203.840862,0.976379,81294109,72000000.000000,2800000000.000000,55461988.304094,2072912280.701754
zenoh,192.168.0.245,7447,256,1000,10,recovery,240,330,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,41377.27,4.982,6.848,11.317,11.532,17.936,0.172,67.568,6.537,422.44,38020,3723954,0,2.05,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,218.620000,1.040000,86455091,109.590227,1.030227,85753975,80000000.000000,2400000000.000000,21519379.844961,480620155.038760
zenoh,192.168.0.245,7447,256,1000,10,burst,330,450,2000,20000,2000000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,2000200.00,5.030,9.465,13.349,18.222,21.292,0.170,141.165,9.831,20002.00,2400240,240024000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,256.830000,1.620000,134532301,219.586379,1.296897,107971328,120000000.000000,5200000000.000000,70175438.596491,4042105263.157895
zenoh,192.168.0.245,7447,256,1000,10,recovery,450,540,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,51930.84,5.218,21.851,13.621,50.098,59.227,0.170,142.082,23.660,532.01,47881,4673776,0,2.39,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,251.930000,1.610000,133798298,118.894884,1.587674,132127892,120000000.000000,8000000000.000000,24761904.761905,961904761.904762
zenoh,192.168.0.245,7447,256,1000,10,burst,540,660,3000,30000,3000000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,2994358.54,6.030,231.705,17.074,274.224,286.305,0.170,4378.853,233.102,29999.54,3599945,359323025,0,0.19,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,318.070000,2.340000,194720563,257.580172,2.126724,177129797,120000000.000000,8000000000.000000,83040935.672515,6058479532.163742
zenoh,192.168.0.245,7447,256,1000,10,recovery,660,750,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,56058.10,6.719,62.773,20.574,118.059,130.565,0.170,4378.853,65.567,644.73,58026,5045229,0,13.05,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,313.830000,2.210000,184129946,129.442045,2.174773,181179634,120000000.000000,8000000000.000000,27286821.705426,1333333333.333333
zenoh,192.168.0.245,7447,256,1000,10,burst,750,870,4000,40000,4000000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,3692283.33,8.060,2166.157,641.812,2297.470,2323.185,0.170,6207.570,2166.581,40001.98,4800238,443074000,0,7.70,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,310.110000,2.510000,208666624,265.658621,2.371552,197488442,120000000.000000,12000000000.000000,90292397.660819,7368421052.631579
zenoh,192.168.0.245,7447,256,1000,10,recovery,870,960,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,181947.41,9.589,1914.840,1867.774,2032.152,2054.333,0.170,6207.570,1895.214,867.11,78040,16375267,0,-109.83,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,315.060000,2.510000,208666624,137.217045,2.247045,187027828,120000000.000000,12000000000.000000,30697674.418605,2015503875.968992
zenoh,192.168.0.245,7447,256,1000,10,burst,960,1080,6000,60000,6000000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,3392942.02,11.657,3845.558,2641.370,4107.391,4135.785,0.170,7675.576,3839.800,60002.00,7200240,407153043,0,43.45,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,317.480000,2.540000,211812352,274.006034,2.449655,203920914,160000000.000000,12000000000.000000,90292397.660819,6830409356.725146
zenoh,192.168.0.245,7447,256,1000,10,recovery,1080,1260,20,200,20000,fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty,100656.89,13.663,3001.074,3289.789,3232.495,3249.718,0.170,7675.576,2998.179,200.11,36020,18118241,0,-403.01,/home/cc/mq-bench/results/fanout_bursty_load_20260611_233704/raw_data/fanout_bursty_20260611_233726_zenoh_p256_s1000_u10_bursty/fanout_singlesite,314.780000,2.520000,209715200,112.849302,2.216395,184433545,120000000.000000,12000000000.000000,21019607.843137,988235294.117647
