transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,0,baseline,0,600000,431361.11,20.537547,37.402603,42.592222,19.961952,0.1725,0.080342,0.00132,0.00124
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,1,baseline,1,600000,598710.87,22.346229,42.104155,45.175518,21.718585,0.1725,0.080342,0.00132,0.00124
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,2,baseline,2,600000,600574.51,22.564236,42.42073,45.084064,22.207773,0.1725,0.080342,0.00132,0.00124
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,3,baseline,3,600000,599984.82,20.628994,38.963532,43.539551,20.753589,0.5033,0.093057,0.00132,0.00124
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,4,baseline,4,600000,598790.19,23.013889,44.484507,47.935008,22.920417,0.5033,0.093057,0.00132,0.00124
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,5,baseline,5,600000,600991.21,23.430533,44.536927,48.131438,23.208776,0.143,0.092949,0.00068,0.00072
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,6,baseline,6,600000,600290.82,21.688252,41.019418,44.699785,21.615053,0.143,0.092949,0.00068,0.00072
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,7,baseline,7,600000,600218.64,21.982019,41.484798,44.286563,21.856909,0.1342,0.093193,0.00076,0.0008
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,8,baseline,8,600000,600146.95,21.54398,40.715934,43.5832,21.59023,0.1342,0.093193,0.00076,0.0008
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,9,baseline,9,600000,599608.35,21.596429,40.604941,43.109752,21.491195,0.4743,0.10293,0.00112,0.00108
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,10,baseline,10,600000,600017.37,22.093094,41.62306,44.354215,21.943285,0.4743,0.10293,0.00112,0.00108
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,11,baseline,11,600000,597760.98,22.525074,43.879069,52.886595,22.624033,0.2017,0.105762,0.00104,0.00104
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,12,baseline,12,600000,597071.41,26.210908,51.505406,61.867553,26.628546,0.2017,0.105762,0.00104,0.00104
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,13,baseline,13,600000,601555.15,25.933204,48.839297,52.301585,25.818718,0.2145,0.105859,0.00084,0.00088
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,14,baseline,14,600000,601536.91,24.956186,46.872046,50.008817,24.774434,0.2145,0.105859,0.00084,0.00088
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,15,baseline,15,600000,599333.52,24.912451,47.135839,50.123538,24.85514,0.2145,0.105859,0.00084,0.00088
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,16,baseline,16,600000,601424.19,24.916572,46.545005,50.288925,24.727162,0.4452,0.112598,0.000827,0.000773
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,17,baseline,17,600000,599329.38,24.646775,46.706628,49.346236,24.639831,0.4452,0.112598,0.000827,0.000773
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,18,baseline,18,600000,599732.65,24.810843,46.658458,49.468231,24.641537,0.1813,0.118848,0.00124,0.00116
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,19,baseline,19,600000,599080.74,24.651404,46.793702,49.906022,24.641418,0.1813,0.118848,0.00124,0.00116
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,20,baseline,20,600000,600177.21,25.479821,47.949979,51.555695,25.400403,0.1669,0.118945,0.00096,0.00096
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,21,baseline,21,600000,600355.87,25.738683,48.909293,52.387045,25.81742,0.1669,0.118945,0.00096,0.00096
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,22,baseline,22,600000,601027.3,25.554904,48.465176,52.130193,25.624679,0.3452,0.122266,0.0012,0.00112
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,23,baseline,23,600000,598766.05,25.448099,48.488896,51.982112,25.529614,0.3452,0.122266,0.0012,0.00112
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,24,baseline,24,600000,600665.59,26.080634,49.813288,53.551827,26.211233,0.7718,0.160449,0.00436,0.05344
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,25,baseline,25,600000,600976.51,24.669036,46.593002,50.050291,24.583404,0.7718,0.160449,0.00436,0.05344
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,26,baseline,26,600000,597828.16,25.178074,48.081831,52.936599,25.230726,2.2125,0.161914,0.04992,0.8624
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,27,baseline,27,600000,601767.04,26.376568,50.623137,54.390419,26.529198,2.2125,0.161914,0.04992,0.8624
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,28,baseline,28,600000,600498.46,25.18403,47.172201,50.295372,25.081428,2.0336,0.16416,0.05,0.852
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,29,baseline,29,600000,599770.95,24.69658,46.568497,48.676824,24.653599,2.0336,0.16416,0.05,0.852
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,30,baseline,30,600000,598517.79,24.866268,46.82697,50.290468,25.026542,2.0221,0.166309,0.0484,0.852
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,31,baseline,31,600000,600161.61,25.963853,49.158514,52.509031,25.986933,2.0221,0.166309,0.0484,0.852
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,32,baseline,32,600000,600609.71,25.820397,48.877849,52.075079,25.958042,2.0221,0.166309,0.0484,0.852
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,33,baseline,33,600000,599728.05,25.157131,47.55263,51.431966,25.201746,2.2141,0.169043,0.0328,0.565333
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,34,baseline,34,600000,599341.92,26.298688,49.705575,53.817312,26.287473,2.2141,0.169043,0.0328,0.565333
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,35,baseline,35,600000,600019.21,25.763332,48.49482,53.294176,25.817608,2.2883,0.171875,0.0496,0.872
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,36,baseline,36,600000,601031.5,25.32823,47.951747,52.132147,25.353178,2.2883,0.171875,0.0496,0.872
zenoh,fanout_bursty_20260615_224631_zenoh_p128_s3000_u30_bursty,37,baseline,37,600000,599399.43,25.3191,47.096354,49.826818,25.009067,2.0238,0.170605,0.0464,0.84
