transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,0,baseline,0,20000,16799.3,2.635409,9.049127,11.00318,3.200696,0.0696,0.027822,0.000188,0.000192
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,1,baseline,1,20000,20003.88,2.523402,4.004565,4.523363,2.548624,0.0696,0.027822,0.000188,0.000192
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,2,baseline,2,20000,19991.13,2.671319,4.790456,6.593976,2.767164,0.051,0.027803,0.000188,0.000192
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,3,baseline,3,20000,19998.08,2.513977,4.830474,6.36053,2.639514,0.051,0.027803,0.000188,0.000192
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,4,baseline,4,20000,20015.07,2.406803,3.915733,4.489782,2.452844,0.1216,0.032207,0.000456,0.00042
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,5,baseline,5,20000,19996.1,2.427139,4.173032,4.996576,2.499708,0.1216,0.032207,0.000456,0.00042
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,6,baseline,6,20000,19994.97,2.413378,4.007202,6.019118,2.49494,0.0522,0.032549,0.000216,0.000244
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,7,baseline,7,20000,20005.7,2.410374,3.796538,4.196294,2.432715,0.0522,0.032549,0.000216,0.000244
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,8,baseline,8,20000,20004.23,2.331946,3.941611,4.437805,2.395474,0.065,0.032305,0.000292,0.00028
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,9,baseline,9,20000,20005.83,2.419007,3.949165,4.277848,2.450832,0.065,0.032305,0.000292,0.00028
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,10,baseline,10,20000,19988.21,2.473219,4.035259,4.581665,2.506528,0.1789,0.036602,0.0004,0.00036
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,11,baseline,11,20000,20005.82,2.470468,4.138462,4.602326,2.513873,0.1789,0.036602,0.0004,0.00036
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,12,baseline,12,20000,19995.86,2.520727,4.042395,4.355797,2.547284,0.0852,0.036621,0.00032,0.00036
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,13,baseline,13,20000,20003.95,2.510554,4.048538,4.268734,2.549504,0.0852,0.036621,0.00032,0.00036
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,14,baseline,14,20000,19996.18,2.450009,3.946601,4.150192,2.49406,0.0482,0.036357,0.0002,0.0002
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,15,baseline,15,20000,19994.83,2.45576,4.207221,4.494091,2.518784,0.0482,0.036357,0.0002,0.0002
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,16,baseline,16,20000,19999.52,2.407745,3.985328,4.280476,2.47228,0.0482,0.036357,0.0002,0.0002
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,17,baseline,17,20000,19999.03,2.480374,4.062453,4.441284,2.531046,0.2082,0.040762,0.000373,0.000347
zenoh,fanout_bursty_20260615_215332_zenoh_p128_s1000_u10_bursty,18,baseline,18,20000,20014.27,2.470583,4.127453,4.524498,2.519465,0.2082,0.040762,0.000373,0.000347
