transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,0,baseline,0,50000,70059.37,39.583743,101.449727,108.593151,46.313364,0.4425,0.081426,0.0048,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,1,baseline,1,50000,49966.05,28.213247,46.596095,50.036735,26.762644,0.4425,0.081426,0.0048,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,2,baseline,2,50000,49992.69,29.507583,52.461567,59.572223,28.438192,0.4937,0.081553,0.0056,0.48
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,3,baseline,3,50000,50035.16,28.983295,49.545215,56.754175,27.761587,0.4937,0.081553,0.0056,0.48
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,4,baseline,4,50000,49992.51,29.278207,51.937279,61.276159,28.345799,0.48,0.081367,0.0044,0.4
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,5,baseline,5,50000,49993.26,26.886143,47.611903,54.951935,26.123916,0.48,0.081367,0.0044,0.4
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,6,baseline,6,50000,50008.71,30.408703,52.887551,58.654719,29.289085,0.48,0.081367,0.0044,0.4
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,7,baseline,7,50000,49975.16,29.999103,52.461567,57.409535,28.846233,0.5145,0.081357,0.003733,0.32
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,8,baseline,8,50000,50024.68,27.656191,50.659327,58.556415,27.089762,0.5145,0.081357,0.003733,0.32
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,9,baseline,9,50000,49975.88,29.999103,49.741823,55.050239,28.544055,0.5055,0.081592,0.0048,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,10,baseline,10,50000,50012.07,28.246015,46.628863,49.512447,26.756547,0.5055,0.081592,0.0048,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,11,baseline,11,50000,50031.91,27.295743,47.382527,54.525951,26.368197,0.514,0.081494,0.0052,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,12,baseline,12,50000,49990.57,29.622271,54.263807,59.375615,28.982672,0.514,0.081494,0.0052,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,13,baseline,13,50000,49985.75,34.963455,64.061439,74.252287,33.804643,0.5068,0.081738,0.0044,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,14,baseline,14,50000,49974.4,31.260671,63.537151,75.104255,31.324713,0.5068,0.081738,0.0044,0.44
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,15,baseline,15,50000,50028.19,28.311551,49.479679,55.672831,27.327861,0.4636,0.081465,0.0052,0.48
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,16,baseline,16,50000,49975.27,29.278207,51.478527,57.835519,28.309554,0.4636,0.081465,0.0052,0.48
zenoh,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,17,baseline,17,50000,50041.76,25.739263,44.204031,47.218687,24.567219,0.6132,0.093594,0.006,0.56
