transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
zenoh,192.168.0.245,7447,1024,1000,10,warmup,0,60,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,51332.92,18.037,33.455,45.551,59.551,66.826,0.485,123.535,32.298,51.33,3080,3079975,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,51.620000,1.050000,87514153,36.168966,0.943793,78474705,5320000.000000,480000000.000000,3669523.809524,323513809.523809
zenoh,192.168.0.245,7447,1024,1000,10,baseline,60,120,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,53952.53,17.433,30.179,43.864,55.829,63.968,0.485,135.528,29.350,54.00,3240,3237152,0,0.09,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,61.320000,1.210000,101135155,47.009655,1.165862,96980625,6000000.000000,560000000.000000,4780952.380952,437142857.142857
zenoh,192.168.0.245,7447,1024,1000,10,burst,120,240,20,200,200000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,200750.00,13.492,20.220,31.665,33.213,36.756,0.344,135.528,19.044,200.75,24090,24090000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,147.630000,1.430000,119432806,116.357719,1.375965,114553433,20000000.000000,2000000000.000000,15514285.714286,1563333333.333333
zenoh,192.168.0.245,7447,1024,1000,10,recovery,240,330,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,55886.07,12.824,28.463,29.049,57.364,67.698,0.239,171.442,28.348,55.99,5039,5029746,0,0.18,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,134.950000,1.460000,121844531,62.230000,1.453636,121067632,20000000.000000,2000000000.000000,7069767.441860,685271317.829457
zenoh,192.168.0.245,7447,1024,1000,10,burst,330,450,50,500,500000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,500733.33,7.631,10.339,23.600,22.123,25.880,0.211,368.574,11.047,500.73,60088,60088000,0,0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,222.640000,1.920000,159488410,173.691379,1.828793,152280354,52000000.000000,4800000000.000000,38152046.783626,3773099415.204678
zenoh,192.168.0.245,7447,1024,1000,10,recovery,450,540,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,58879.82,6.945,52.589,20.417,126.394,153.895,0.211,800.063,56.133,61.43,5529,5299184,0,4.16,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,217.840000,1.930000,160432128,85.099302,1.919070,159915156,44000000.000000,4400000000.000000,11301587.301587,1200000000.000000
zenoh,192.168.0.245,7447,1024,1000,10,burst,540,660,100,1000,1000000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,1000503.38,8.274,49.510,39.908,114.112,131.925,0.211,812.122,52.295,1000.67,120080,120060405,0,0.02,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,255.580000,2.380000,198180864,190.515690,2.293103,190943882,40000000.000000,12000000000.000000,29473684.210526,7555555555.555556
zenoh,192.168.0.245,7447,1024,1000,10,recovery,660,750,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,60501.01,9.395,67.620,55.666,145.471,175.283,0.211,843.579,71.268,67.09,6038,5445091,0,9.82,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,251.950000,2.380000,197866291,85.778837,2.349302,195498460,40000000.000000,12000000000.000000,10476190.476190,1904761904.761905
zenoh,192.168.0.245,7447,1024,1000,10,burst,750,870,150,1500,1500000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,1141386.10,13.048,4534.599,623.183,11583.910,12237.886,0.211,21659.386,5177.071,1500.73,180088,136966332,0,23.94,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,297.200000,2.560000,213385216,238.308644,2.435085,202727063,80000000.000000,12000000000.000000,39080459.770115,8689655172.413794
zenoh,192.168.0.245,7447,1024,1000,10,recovery,870,990,5,50,50000,fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty,120993.18,16.898,5635.444,2594.441,11435.465,11624.522,0.211,21659.386,5805.906,50.17,6020,14519182,0,-141.18,/home/cc/mq-bench/results/fanout_bursty_load_20260611_200156/raw_data/fanout_bursty_20260611_200219_zenoh_p1024_s1000_u10_bursty/fanout_singlesite,288.670000,2.600000,216426086,93.749138,2.376724,197983804,80000000.000000,12000000000.000000,11461988.304094,2128654970.760234
