timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781724282,nats,1.69%,0.06%,4.844MiB / 7.754GiB,19600,36500
1781724285,nats,2.33%,0.08%,6.602MiB / 7.754GiB,39600,76400
1781724287,nats,1.95%,0.11%,8.539MiB / 7.754GiB,60300,117000
1781724289,nats,2.49%,0.14%,11.22MiB / 7.754GiB,86900,170000
1781724291,nats,1.91%,0.15%,11.7MiB / 7.754GiB,108000,211000
1781724293,nats,2.71%,0.16%,12.51MiB / 7.754GiB,134000,264000
1781724295,nats,1.79%,0.19%,15.14MiB / 7.754GiB,155000,305000
1781724297,nats,2.09%,0.19%,15.14MiB / 7.754GiB,182000,357000
1781724299,nats,2.78%,0.19%,15.43MiB / 7.754GiB,202000,399000
1781724301,nats,1.72%,0.22%,17.18MiB / 7.754GiB,223000,440000
1781724303,nats,4.75%,0.25%,20.09MiB / 7.754GiB,250000,492000
1781724305,nats,1.29%,0.26%,20.64MiB / 7.754GiB,270000,534000
1781724307,nats,3.19%,0.26%,20.58MiB / 7.754GiB,297000,586000
1781724309,nats,2.87%,0.26%,20.52MiB / 7.754GiB,318000,628000
1781724312,nats,2.91%,0.28%,22.41MiB / 7.754GiB,345000,680000
1781724314,nats,2.47%,0.30%,23.69MiB / 7.754GiB,365000,721000
1781724316,nats,2.23%,0.32%,25.34MiB / 7.754GiB,386000,763000
1781724318,nats,6.62%,0.37%,29.51MiB / 7.754GiB,412000,815000
1781724320,nats,2.05%,0.37%,29.67MiB / 7.754GiB,433000,856000
1781724322,nats,2.92%,0.37%,29.53MiB / 7.754GiB,460000,909000
1781724324,nats,2.09%,0.38%,29.88MiB / 7.754GiB,481000,951000
1781724326,nats,2.84%,0.38%,29.86MiB / 7.754GiB,508000,1000000
1781724328,nats,1.82%,0.38%,30.21MiB / 7.754GiB,528000,1040000
1781724330,nats,3.37%,0.40%,31.45MiB / 7.754GiB,555000,1100000
1781724333,nats,3.20%,0.42%,33.14MiB / 7.754GiB,576000,1140000
1781724335,nats,3.39%,0.44%,35.24MiB / 7.754GiB,603000,1190000
1781724337,nats,3.37%,0.47%,37.05MiB / 7.754GiB,623000,1230000
1781724339,nats,4.07%,0.49%,38.95MiB / 7.754GiB,648000,1280000
1781724341,nats,3.22%,0.51%,40.81MiB / 7.754GiB,670000,1330000
1781724343,nats,333.38%,2.14%,169.7MiB / 7.754GiB,10100000,663000000
1781724345,nats,393.47%,1.99%,158MiB / 7.754GiB,37700000,2440000000
1781724347,nats,391.76%,1.95%,154.9MiB / 7.754GiB,65100000,4200000000
1781724349,nats,397.20%,2.00%,158.5MiB / 7.754GiB,93300000,5960000000
1781724351,nats,394.83%,1.85%,147.2MiB / 7.754GiB,121000000,7700000000
1781724353,nats,395.08%,1.84%,145.7MiB / 7.754GiB,150000000,9500000000
1781724356,nats,393.18%,2.01%,159.7MiB / 7.754GiB,178000000,11300000000
1781724358,nats,397.27%,2.00%,159.1MiB / 7.754GiB,206000000,13000000000
1781724360,nats,394.94%,1.86%,148MiB / 7.754GiB,234000000,14700000000
1781724362,nats,393.92%,2.02%,160.7MiB / 7.754GiB,262000000,16500000000
1781724364,nats,393.63%,1.81%,143.5MiB / 7.754GiB,293000000,18200000000
1781724366,nats,390.69%,1.90%,151.2MiB / 7.754GiB,322000000,20000000000
1781724368,nats,390.45%,1.79%,142.3MiB / 7.754GiB,350000000,21800000000
1781724370,nats,392.59%,1.86%,147.4MiB / 7.754GiB,377000000,23500000000
1781724372,nats,395.57%,1.80%,143MiB / 7.754GiB,406000000,25300000000
1781724374,nats,390.79%,1.95%,154.7MiB / 7.754GiB,434000000,27100000000
1781724376,nats,392.95%,1.96%,155.7MiB / 7.754GiB,463000000,28900000000
1781724379,nats,392.56%,1.93%,153.2MiB / 7.754GiB,493000000,30700000000
1781724381,nats,394.51%,1.86%,148.1MiB / 7.754GiB,521000000,32500000000
1781724383,nats,396.14%,1.83%,145.4MiB / 7.754GiB,550000000,34200000000
1781724385,nats,391.41%,1.79%,142MiB / 7.754GiB,578000000,36000000000
1781724387,nats,391.57%,1.87%,148.8MiB / 7.754GiB,607000000,37800000000
1781724389,nats,394.14%,1.85%,147.3MiB / 7.754GiB,636000000,39600000000
1781724391,nats,387.83%,1.82%,144.8MiB / 7.754GiB,665000000,41400000000
1781724393,nats,391.02%,1.87%,148.1MiB / 7.754GiB,693000000,43100000000
1781724395,nats,392.92%,1.77%,140.6MiB / 7.754GiB,721000000,44900000000
1781724397,nats,393.08%,1.87%,148.4MiB / 7.754GiB,750000000,46600000000
1781724399,nats,395.09%,1.84%,145.7MiB / 7.754GiB,779000000,48400000000
1781724402,nats,392.07%,1.83%,145.5MiB / 7.754GiB,807000000,50100000000
1781724404,nats,271.35%,1.85%,147.1MiB / 7.754GiB,826000000,50700000000
1781724406,nats,266.54%,1.85%,147.2MiB / 7.754GiB,840000000,50800000000
1781724408,nats,270.25%,1.85%,147MiB / 7.754GiB,854000000,50800000000
1781724410,nats,271.54%,1.86%,147.5MiB / 7.754GiB,867000000,50800000000
1781724412,nats,263.86%,1.86%,147.7MiB / 7.754GiB,880000000,50900000000
1781724414,nats,260.32%,1.81%,143.7MiB / 7.754GiB,893000000,50900000000
1781724416,nats,263.26%,1.81%,143.9MiB / 7.754GiB,906000000,50900000000
1781724418,nats,268.41%,1.51%,120.2MiB / 7.754GiB,918000000,51000000000
1781724420,nats,262.05%,1.28%,101.4MiB / 7.754GiB,931000000,51000000000
1781724422,nats,266.76%,1.33%,106MiB / 7.754GiB,943000000,51000000000
1781724425,nats,262.53%,1.34%,106.6MiB / 7.754GiB,955000000,51100000000
1781724427,nats,274.56%,1.34%,106.6MiB / 7.754GiB,966000000,51100000000
1781724429,nats,241.41%,1.35%,106.9MiB / 7.754GiB,977000000,51100000000
1781724431,nats,266.98%,1.35%,107.1MiB / 7.754GiB,988000000,51100000000
