transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,0,baseline,0,20000,19991.97,2.205026,3.634947,4.207149,2.276792,0.6967,0.009529,0.010667,0.022933
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,1,baseline,1,20000,21977.76,2.406347,9.580408,10.504631,3.087925,0.6967,0.009529,0.010667,0.022933
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,2,baseline,2,20000,20004.07,2.223561,3.80641,4.490193,2.227727,0.6967,0.009529,0.010667,0.022933
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,3,baseline,3,20000,19991.94,2.181447,3.774798,4.560603,2.254194,0.6911,0.009529,0.010933,0.022667
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,4,baseline,4,20000,20010.05,2.078104,3.645571,3.965411,2.117709,0.6911,0.009529,0.010933,0.022667
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,5,baseline,5,20000,20003.76,2.095794,3.664026,3.787453,2.147782,0.6911,0.009529,0.010933,0.022667
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,6,baseline,6,20000,19983.28,2.129634,3.860808,4.13997,2.216352,0.6933,0.009529,0.010933,0.023467
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,7,baseline,7,20000,20013.74,2.150788,3.766454,4.15487,2.193804,0.6933,0.009529,0.010933,0.023467
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,8,baseline,8,20000,20003.78,2.17743,3.790561,3.895122,2.231302,0.6933,0.009529,0.010933,0.023467
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,9,baseline,9,20000,19997.81,2.263503,3.822928,5.379801,2.266387,0.7409,0.009285,0.010933,0.021333
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,10,baseline,10,20000,19998.01,2.141645,3.76622,4.189235,2.227857,0.7409,0.009285,0.010933,0.021333
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,11,baseline,11,20000,20001.22,2.097516,3.724869,3.844325,2.170004,0.7409,0.009285,0.010933,0.021333
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,12,baseline,12,20000,19999.93,2.107179,3.547296,3.867956,2.134257,0.6957,0.009529,0.010667,0.024
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,13,baseline,13,20000,19996.72,2.109344,3.525958,3.602409,2.164068,0.6957,0.009529,0.010667,0.024
mqtt_mosquitto,fanout_bursty_20260619_034746_mqtt_mosquitto_p64_s1000_u10_bursty,14,baseline,14,20000,20006.57,2.119249,3.59031,5.542957,2.202899,0.6957,0.009529,0.010667,0.024
