timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781844401,hivemq,7.15%,3.55%,281.7MiB / 7.754GiB,50300,32500
1781844403,hivemq,1.10%,3.55%,281.6MiB / 7.754GiB,50300,32500
1781844405,hivemq,1.07%,3.55%,281.6MiB / 7.754GiB,50400,32500
1781844408,hivemq,135.03%,3.72%,295.5MiB / 7.754GiB,99300,60600
1781844410,hivemq,0.59%,3.63%,288.1MiB / 7.754GiB,99300,60600
1781844412,hivemq,0.66%,3.63%,288.1MiB / 7.754GiB,99300,60600
1781844414,hivemq,112.02%,3.70%,294.1MiB / 7.754GiB,148000,88700
1781844416,hivemq,11.57%,3.70%,294.1MiB / 7.754GiB,148000,88700
1781844418,hivemq,0.50%,3.70%,294.1MiB / 7.754GiB,148000,88700
1781844420,hivemq,76.36%,3.72%,295.4MiB / 7.754GiB,186000,111000
1781844422,hivemq,1.25%,3.73%,295.8MiB / 7.754GiB,197000,117000
1781844424,hivemq,1.09%,3.73%,296MiB / 7.754GiB,197000,117000
1781844426,hivemq,0.49%,3.73%,295.8MiB / 7.754GiB,197000,117000
1781844429,hivemq,1.40%,3.75%,297.7MiB / 7.754GiB,246000,145000
1781844431,hivemq,13.83%,3.79%,301.1MiB / 7.754GiB,259000,155000
1781844433,hivemq,0.46%,3.79%,301.1MiB / 7.754GiB,259000,155000
1781844435,hivemq,2.68%,3.94%,313MiB / 7.754GiB,308000,183000
1781844437,hivemq,12.55%,3.94%,312.8MiB / 7.754GiB,322000,190000
1781844439,hivemq,0.49%,3.89%,308.5MiB / 7.754GiB,322000,190000
1781844441,hivemq,43.35%,4.10%,325.4MiB / 7.754GiB,371000,218000
1781844443,hivemq,1.08%,4.10%,325.4MiB / 7.754GiB,371000,218000
1781844445,hivemq,2.14%,4.05%,321.3MiB / 7.754GiB,384000,224000
1781844447,hivemq,84.11%,4.05%,321.7MiB / 7.754GiB,433000,253000
1781844450,hivemq,0.40%,3.99%,316.4MiB / 7.754GiB,433000,253000
1781844452,hivemq,3.73%,3.99%,316.8MiB / 7.754GiB,446000,259000
1781844454,hivemq,73.76%,3.99%,317.1MiB / 7.754GiB,495000,287000
1781844456,hivemq,0.70%,3.99%,316.9MiB / 7.754GiB,495000,287000
1781844458,hivemq,0.65%,3.99%,316.9MiB / 7.754GiB,509000,294000
1781844460,hivemq,19.03%,4.00%,317.5MiB / 7.754GiB,524000,304000
1781844462,hivemq,303.84%,5.32%,422.7MiB / 7.754GiB,1570000,2620000
1781844464,hivemq,249.76%,6.59%,523.4MiB / 7.754GiB,4390000,8540000
1781844466,hivemq,270.57%,7.95%,631.2MiB / 7.754GiB,7250000,14500000
1781844468,hivemq,263.04%,11.34%,900.5MiB / 7.754GiB,10100000,20500000
1781844470,hivemq,258.00%,11.66%,926.1MiB / 7.754GiB,12900000,26500000
1781844473,hivemq,247.96%,11.67%,926.3MiB / 7.754GiB,15800000,32500000
1781844475,hivemq,249.74%,11.62%,922.6MiB / 7.754GiB,18600000,38400000
1781844477,hivemq,240.31%,11.62%,922.6MiB / 7.754GiB,21400000,44300000
1781844479,hivemq,243.95%,11.63%,923.2MiB / 7.754GiB,24300000,50300000
1781844481,hivemq,243.84%,11.63%,923.5MiB / 7.754GiB,27100000,56200000
1781844483,hivemq,245.97%,11.63%,923.7MiB / 7.754GiB,30000000,62200000
1781844485,hivemq,248.14%,11.63%,923.7MiB / 7.754GiB,32800000,68200000
1781844487,hivemq,244.44%,11.63%,923.8MiB / 7.754GiB,35600000,74100000
1781844489,hivemq,245.84%,11.63%,923.5MiB / 7.754GiB,38500000,80100000
1781844492,hivemq,241.78%,11.64%,924MiB / 7.754GiB,41300000,86000000
1781844494,hivemq,245.32%,11.64%,923.9MiB / 7.754GiB,44100000,92000000
1781844496,hivemq,244.72%,11.64%,924.1MiB / 7.754GiB,47000000,97900000
1781844498,hivemq,248.15%,11.64%,924.2MiB / 7.754GiB,49800000,104000000
1781844500,hivemq,247.97%,11.64%,924.5MiB / 7.754GiB,52600000,110000000
1781844502,hivemq,243.12%,11.64%,924.2MiB / 7.754GiB,55500000,116000000
1781844504,hivemq,245.82%,11.64%,924.1MiB / 7.754GiB,58300000,122000000
1781844506,hivemq,242.90%,11.64%,924.2MiB / 7.754GiB,61100000,128000000
1781844508,hivemq,219.90%,11.64%,924.5MiB / 7.754GiB,64000000,134000000
1781844510,hivemq,212.95%,11.65%,924.8MiB / 7.754GiB,66800000,140000000
1781844512,hivemq,205.24%,11.64%,924.1MiB / 7.754GiB,69700000,146000000
1781844515,hivemq,211.27%,11.65%,924.8MiB / 7.754GiB,72500000,151000000
1781844517,hivemq,227.38%,11.65%,924.8MiB / 7.754GiB,75300000,157000000
1781844519,hivemq,245.79%,11.65%,924.8MiB / 7.754GiB,78200000,163000000
1781844521,hivemq,245.05%,11.65%,924.8MiB / 7.754GiB,81000000,169000000
1781844523,hivemq,242.76%,11.69%,927.9MiB / 7.754GiB,83900000,175000000
1781844525,hivemq,226.00%,11.74%,932.5MiB / 7.754GiB,86700000,181000000
1781844527,hivemq,222.78%,11.74%,932.6MiB / 7.754GiB,89600000,187000000
1781844529,hivemq,229.83%,11.75%,932.8MiB / 7.754GiB,92400000,193000000
1781844531,hivemq,229.28%,11.77%,934.5MiB / 7.754GiB,95300000,199000000
1781844534,hivemq,229.46%,11.77%,934.7MiB / 7.754GiB,98100000,205000000
1781844536,hivemq,231.04%,11.77%,934.7MiB / 7.754GiB,101000000,211000000
1781844538,hivemq,235.38%,11.77%,934.8MiB / 7.754GiB,104000000,217000000
1781844540,hivemq,245.16%,11.78%,935.3MiB / 7.754GiB,107000000,223000000
1781844542,hivemq,247.66%,11.78%,935.1MiB / 7.754GiB,110000000,229000000
1781844544,hivemq,248.27%,11.78%,935.2MiB / 7.754GiB,112000000,235000000
1781844546,hivemq,241.52%,11.78%,935.2MiB / 7.754GiB,115000000,241000000
1781844548,hivemq,245.73%,11.78%,935.4MiB / 7.754GiB,118000000,247000000
1781844550,hivemq,246.32%,11.78%,935.5MiB / 7.754GiB,121000000,253000000
1781844552,hivemq,243.75%,11.78%,935.3MiB / 7.754GiB,124000000,259000000
