timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781208158,router1,2.25%,0.21%,16.46MiB / 7.754GiB,13000,9680
1781208160,router1,2.77%,0.22%,17.86MiB / 7.754GiB,32900,26600
1781208162,router1,2.76%,0.24%,19.34MiB / 7.754GiB,55100,46600
1781208164,router1,2.87%,0.26%,20.87MiB / 7.754GiB,80800,70100
1781208166,router1,3.39%,0.28%,22.36MiB / 7.754GiB,110000,97800
1781208168,router1,3.82%,0.30%,23.93MiB / 7.754GiB,142000,128000
1781208171,router1,3.67%,0.32%,25.41MiB / 7.754GiB,177000,163000
1781208173,router1,4.31%,0.34%,26.93MiB / 7.754GiB,215000,200000
1781208175,router1,4.96%,0.36%,28.58MiB / 7.754GiB,256000,240000
1781208177,router1,4.73%,0.38%,30.24MiB / 7.754GiB,301000,284000
1781208179,router1,5.29%,0.40%,31.69MiB / 7.754GiB,349000,330000
1781208181,router1,5.46%,0.42%,33.08MiB / 7.754GiB,401000,380000
1781208183,router1,5.92%,0.44%,34.82MiB / 7.754GiB,456000,433000
1781208185,router1,5.81%,0.46%,36.39MiB / 7.754GiB,513000,488000
1781208187,router1,5.75%,0.48%,37.95MiB / 7.754GiB,573000,546000
1781208190,router1,6.57%,0.50%,39.5MiB / 7.754GiB,636000,607000
1781208192,router1,6.49%,0.52%,40.93MiB / 7.754GiB,703000,671000
1781208194,router1,7.18%,0.53%,42.31MiB / 7.754GiB,771000,739000
1781208196,router1,7.36%,0.55%,43.9MiB / 7.754GiB,843000,810000
1781208198,router1,7.65%,0.57%,45.47MiB / 7.754GiB,918000,884000
1781208200,router1,7.36%,0.59%,46.9MiB / 7.754GiB,994000,960000
1781208202,router1,7.56%,0.61%,48.66MiB / 7.754GiB,1070000,1040000
1781208204,router1,8.39%,0.63%,49.98MiB / 7.754GiB,1160000,1120000
1781208206,router1,8.11%,0.65%,51.73MiB / 7.754GiB,1250000,1210000
1781208208,router1,8.49%,0.67%,53.32MiB / 7.754GiB,1340000,1300000
1781208211,router1,8.30%,0.69%,54.83MiB / 7.754GiB,1430000,1390000
1781208213,router1,8.37%,0.71%,56.13MiB / 7.754GiB,1530000,1480000
1781208215,router1,9.37%,0.73%,57.95MiB / 7.754GiB,1630000,1580000
1781208217,router1,9.30%,0.75%,59.23MiB / 7.754GiB,1730000,1680000
1781208219,router1,46.37%,1.02%,80.66MiB / 7.754GiB,2770000,87200000
1781208221,router1,47.20%,1.02%,81.24MiB / 7.754GiB,3930000,194000000
1781208223,router1,49.96%,1.03%,81.75MiB / 7.754GiB,5230000,311000000
1781208225,router1,44.58%,1.04%,82.28MiB / 7.754GiB,6540000,429000000
1781208227,router1,49.57%,1.04%,82.38MiB / 7.754GiB,7830000,540000000
1781208230,router1,50.26%,1.04%,82.52MiB / 7.754GiB,9070000,653000000
