timestamp,container,cpu_perc,mem_perc,mem_usage,net_rx_b,net_tx_b
1781566043,router1,25.75%,0.20%,15.61MiB / 7.754GiB,157000,127000
1781566045,router1,5.10%,0.20%,15.55MiB / 7.754GiB,174000,161000
1781566047,router1,2.93%,0.20%,15.5MiB / 7.754GiB,190000,188000
1781566049,router1,34.68%,0.34%,27.14MiB / 7.754GiB,338000,322000
1781566051,router1,4.45%,0.36%,28.71MiB / 7.754GiB,398000,395000
1781566053,router1,3.83%,0.36%,28.79MiB / 7.754GiB,445000,459000
1781566055,router1,27.89%,0.46%,36.2MiB / 7.754GiB,585000,595000
1781566058,router1,7.61%,0.53%,42.27MiB / 7.754GiB,716000,729000
1781566060,router1,6.75%,0.53%,41.78MiB / 7.754GiB,789000,821000
1781566062,router1,16.48%,0.57%,45.03MiB / 7.754GiB,904000,941000
1781566064,router1,8.96%,0.69%,55.02MiB / 7.754GiB,1100000,1120000
1781566066,router1,11.59%,0.69%,55.03MiB / 7.754GiB,1210000,1250000
1781566068,router1,12.28%,0.69%,55.11MiB / 7.754GiB,1320000,1370000
1781566070,router1,18.57%,0.86%,68.38MiB / 7.754GiB,1580000,1620000
1781566072,router1,11.73%,0.86%,68.54MiB / 7.754GiB,1710000,1760000
1781566074,router1,12.23%,0.86%,68.52MiB / 7.754GiB,1850000,1910000
1781566076,router1,34.09%,1.03%,81.8MiB / 7.754GiB,2120000,2160000
1781566079,router1,17.38%,1.03%,81.55MiB / 7.754GiB,2290000,2340000
1781566081,router1,16.81%,1.03%,81.91MiB / 7.754GiB,2440000,2500000
1781566083,router1,46.38%,1.20%,95.03MiB / 7.754GiB,2760000,2800000
1781566085,router1,16.03%,1.19%,94.82MiB / 7.754GiB,2940000,2980000
1781566087,router1,13.17%,1.20%,94.96MiB / 7.754GiB,3130000,3180000
1781566089,router1,49.85%,1.33%,105.5MiB / 7.754GiB,3420000,3450000
1781566091,router1,19.77%,1.36%,108.3MiB / 7.754GiB,3670000,3700000
1781566093,router1,19.73%,1.36%,108.2MiB / 7.754GiB,3880000,3910000
1781566095,router1,40.47%,1.44%,114.4MiB / 7.754GiB,4190000,4200000
1781566097,router1,17.07%,1.53%,121.6MiB / 7.754GiB,4500000,4480000
1781566100,router1,17.21%,1.53%,121.8MiB / 7.754GiB,4750000,4730000
1781566102,router1,28.02%,1.56%,124MiB / 7.754GiB,5030000,4990000
1781566104,router1,44.34%,1.94%,154.2MiB / 7.754GiB,5560000,6100000
1781566106,router1,116.82%,2.03%,161MiB / 7.754GiB,14400000,36000000
1781566108,router1,116.13%,2.03%,160.8MiB / 7.754GiB,23200000,65500000
1781566110,router1,126.19%,2.03%,161.1MiB / 7.754GiB,31900000,94600000
1781566112,router1,117.34%,2.03%,161MiB / 7.754GiB,40600000,124000000
1781566114,router1,130.35%,2.03%,160.9MiB / 7.754GiB,49200000,153000000
1781566116,router1,128.72%,2.03%,161MiB / 7.754GiB,58000000,182000000
1781566118,router1,130.24%,2.03%,161.1MiB / 7.754GiB,66700000,211000000
1781566121,router1,102.76%,2.02%,160.8MiB / 7.754GiB,75400000,241000000
1781566123,router1,100.21%,2.03%,160.9MiB / 7.754GiB,84100000,270000000
1781566125,router1,126.78%,2.02%,160.8MiB / 7.754GiB,92800000,299000000
1781566127,router1,131.62%,2.03%,161MiB / 7.754GiB,101000000,328000000
1781566129,router1,131.13%,2.03%,160.9MiB / 7.754GiB,110000000,357000000
1781566131,router1,131.21%,2.03%,161MiB / 7.754GiB,119000000,386000000
1781566133,router1,132.81%,2.03%,160.9MiB / 7.754GiB,127000000,415000000
