transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,5,baseline,5,20000,19673.966,2.337235,5.10148,6.313294,2.506302,0.076575,0.031211,0.000273,0.000267
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,15,baseline,15,20000,19999.622,2.337693,3.934958,4.96422,2.370027,0.11496,0.038307,0.000344,0.000352
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,25,baseline,25,20000,20000.173,2.29468,3.75581,4.362755,2.31176,0.52478,0.048707,0.005408,0.017808
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,35,baseline,35,20000,20000.626,2.269719,3.716137,4.014691,2.286983,0.8855,0.053783,0.011824,0.03952
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,45,baseline,45,20000,19999.181,2.319244,3.780066,4.188632,2.339259,0.86055,0.053916,0.0108,0.036233
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,55,baseline,55,20000,20000.729,2.319638,3.881578,4.520453,2.354811,0.86432,0.053838,0.01168,0.0392
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,65,burst,5,3000000,2770927.062,390.093385,497.909577,522.546629,390.24434,0.8633,0.053795,0.01088,0.036533
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,75,burst,15,3000000,3005820.109,438.085423,502.557535,523.144562,439.570609,0.84144,0.053875,0.01176,0.0392
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,85,burst,25,3000000,2856496.704,732.671746,807.441204,828.096689,734.107067,1.820825,0.087039,0.038933,1.755667
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,95,burst,35,3000000,2877800.858,1105.040394,1185.158805,1205.547395,1106.276549,3.08472,0.163496,0.0616,4.064
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,105,burst,45,3000000,2880505.803,1413.280164,1519.451756,1543.029166,1414.610934,3.03862,0.168945,0.055733,3.581333
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,115,burst,55,3000000,2561337.174,1902.065975,2039.836041,2064.298226,1907.636614,2.96152,0.172168,0.0608,3.92
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,125,recovery,5,20000,935825.356,2717.145682,3003.078303,3025.577191,2630.566247,3.059125,0.173999,0.057333,3.466667
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,135,recovery,15,20000,19999.96,2.330472,3.816475,4.160006,2.350853,3.0666,0.174668,0.0584,3.92
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,145,recovery,25,20000,20000.486,2.320174,3.812231,4.31814,2.348818,2.61022,0.174668,0.052,2.613333
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,155,recovery,35,20000,19999.61,2.308947,3.776042,4.145114,2.330756,0.8271,0.166777,0.0112,0
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,165,recovery,45,20000,19998.989,2.345576,3.825043,4.297492,2.363868,0.8753,0.166748,0.011,0.066667
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,175,recovery,55,20000,20001.304,2.332017,3.847542,4.322104,2.353018,0.84764,0.166699,0.012,0
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,185,,,,5296.94,2.407817,3.946224,4.276444,2.446501,0.8157,0.166699,0.008,0
