transport,run_id,time_s,phase,phase_time_s,target_throughput_msg_s,delivery_throughput_msg_s,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_latency_ms,cpu_cores,memory_gb,network_rx_gbps,network_tx_gbps
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,10,baseline,10,20000,19836.794,2.337464,4.518219,5.638757,2.438164,0.0979,0.035153,0.000317,0.00032
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,30,baseline,30,20000,20000.3995,2.282199,3.735973,4.188723,2.299372,0.70514,0.051245,0.008616,0.028664
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,50,baseline,50,20000,19999.955,2.319441,3.830822,4.354543,2.347035,0.862644,0.053873,0.011289,0.037881
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,70,burst,10,3000000,2888373.5855,414.089404,500.233556,522.845596,414.907474,0.85237,0.053835,0.01132,0.037867
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,90,burst,30,3000000,2867148.781,918.85607,996.300005,1016.822042,920.191808,2.522989,0.129515,0.051526,3.038074
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,110,burst,50,3000000,2720921.4885,1657.673069,1779.643899,1803.663696,1661.123774,3.00007,0.170557,0.058267,3.750667
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,130,recovery,10,20000,477912.658,1359.738077,1503.447389,1514.868598,1316.45855,3.063278,0.174371,0.057926,3.718519
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,150,recovery,30,20000,20000.048,2.31456,3.794137,4.231627,2.339787,1.71866,0.170723,0.0316,1.306667
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,170,recovery,50,20000,20000.1465,2.338796,3.836293,4.309798,2.358443,0.859933,0.166721,0.011556,0.02963
zenoh,fanout_bursty_20260615_221500_zenoh_p128_s1000_u10_bursty,190,,,,5296.94,2.407817,3.946224,4.276444,2.446501,0.8157,0.166699,0.008,0
